locus_tag	ftype	length_bp	gene	EC_number	COG	product
MIBABBEH_00001	CDS	1380				hypothetical protein
MIBABBEH_00002	CDS	297	higA-1_1		COG3093	Antitoxin HigA-1
MIBABBEH_00003	CDS	705				hypothetical protein
MIBABBEH_00004	CDS	402	tnpR			Transposon Tn3 resolvase
MIBABBEH_00005	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
MIBABBEH_00006	CDS	981				hypothetical protein
MIBABBEH_00007	CDS	297				hypothetical protein
MIBABBEH_00008	CDS	156				hypothetical protein
MIBABBEH_00009	CDS	423	klcA			Antirestriction protein KlcA
MIBABBEH_00010	CDS	279				hypothetical protein
MIBABBEH_00011	CDS	1380				hypothetical protein
MIBABBEH_00012	CDS	297	higA-1_2		COG3093	Antitoxin HigA-1
MIBABBEH_00013	CDS	705				hypothetical protein
MIBABBEH_00014	CDS	525	wecD	2.3.1.210		dTDP-fucosamine acetyltransferase
MIBABBEH_00015	CDS	537	xerH		COG0582	Tyrosine recombinase XerH
MIBABBEH_00016	CDS	831				hypothetical protein
MIBABBEH_00017	CDS	264				hypothetical protein
MIBABBEH_00018	CDS	240				hypothetical protein
MIBABBEH_00019	CDS	186				hypothetical protein
MIBABBEH_00020	CDS	279				hypothetical protein
MIBABBEH_00021	CDS	276				hypothetical protein
MIBABBEH_00022	CDS	255				hypothetical protein
MIBABBEH_00023	CDS	825				hypothetical protein
MIBABBEH_00024	CDS	180				hypothetical protein
MIBABBEH_00025	CDS	408				hypothetical protein
MIBABBEH_00026	CDS	456	stpA		COG2916	DNA-binding protein StpA
MIBABBEH_00027	CDS	2328	topB	5.99.1.2	COG0550	DNA topoisomerase 3
MIBABBEH_00028	CDS	396				hypothetical protein
MIBABBEH_00029	CDS	591				hypothetical protein
MIBABBEH_00030	CDS	774				hypothetical protein
MIBABBEH_00031	CDS	474	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
MIBABBEH_00032	CDS	417				hypothetical protein
MIBABBEH_00033	CDS	387				hypothetical protein
MIBABBEH_00034	CDS	315				hypothetical protein
MIBABBEH_00035	CDS	393				hypothetical protein
MIBABBEH_00036	CDS	1836	virD4			Protein VirD4
MIBABBEH_00037	CDS	198				hypothetical protein
MIBABBEH_00038	CDS	1032	ptlH		COG0630	Type IV secretion system protein PtlH
MIBABBEH_00039	CDS	1203				Type IV secretion system protein virB10
MIBABBEH_00040	CDS	930	virB9			Type IV secretion system protein virB9
MIBABBEH_00041	CDS	729	virB8			Type IV secretion system protein virB8
MIBABBEH_00042	CDS	1056				hypothetical protein
MIBABBEH_00043	CDS	258				hypothetical protein
MIBABBEH_00044	CDS	771				hypothetical protein
MIBABBEH_00045	CDS	2754	virB4			Type IV secretion system protein virB4
MIBABBEH_00046	CDS	291				hypothetical protein
MIBABBEH_00047	CDS	645	virB1			Type IV secretion system protein virB1
MIBABBEH_00048	CDS	228				hypothetical protein
MIBABBEH_00049	CDS	510	rfaH		COG0250	Transcription antitermination protein RfaH
MIBABBEH_00050	CDS	1161				hypothetical protein
MIBABBEH_00051	CDS	546				hypothetical protein
MIBABBEH_00052	CDS	258				hypothetical protein
MIBABBEH_00053	CDS	165				hypothetical protein
MIBABBEH_00054	CDS	339				hypothetical protein
MIBABBEH_00055	CDS	243				hypothetical protein
MIBABBEH_00056	CDS	270				hypothetical protein
MIBABBEH_00057	CDS	552				hypothetical protein
MIBABBEH_00058	CDS	237				hypothetical protein
MIBABBEH_00059	CDS	516	dnaJ			Chaperone protein DnaJ
MIBABBEH_00060	CDS	873	pir			PI protein
MIBABBEH_00061	CDS	444				hypothetical protein
MIBABBEH_00062	CDS	354				hypothetical protein
MIBABBEH_00063	CDS	93				hypothetical protein
MIBABBEH_00064	CDS	483				hypothetical protein
MIBABBEH_00065	CDS	285				hypothetical protein
MIBABBEH_00066	CDS	216				hypothetical protein
MIBABBEH_00067	CDS	669				Iron-sulfur cluster carrier protein
MIBABBEH_00068	CDS	969	bin3			Putative transposon Tn552 DNA-invertase bin3
