locus_tag	ftype	length_bp	gene	EC_number	COG	product
APPMAMMG_00001	CDS	858				hypothetical protein
APPMAMMG_00002	CDS	564	proQ		COG3109	RNA chaperone ProQ
APPMAMMG_00003	CDS	612				hypothetical protein
APPMAMMG_00004	CDS	162				hypothetical protein
APPMAMMG_00005	CDS	993				hypothetical protein
APPMAMMG_00006	CDS	156				hypothetical protein
APPMAMMG_00007	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
APPMAMMG_00008	CDS	3030				hypothetical protein
APPMAMMG_00009	CDS	1026				hypothetical protein
APPMAMMG_00010	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
APPMAMMG_00011	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
APPMAMMG_00012	CDS	1320				hypothetical protein
APPMAMMG_00013	CDS	1185				hypothetical protein
APPMAMMG_00014	CDS	213				hypothetical protein
APPMAMMG_00015	CDS	360				hypothetical protein
APPMAMMG_00016	CDS	360				hypothetical protein
APPMAMMG_00017	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
APPMAMMG_00018	CDS	2898				hypothetical protein
APPMAMMG_00019	CDS	705				hypothetical protein
APPMAMMG_00020	CDS	336	bla_2	3.5.2.6		Beta-lactamase OXA-18
APPMAMMG_00021	CDS	360	bla_3	3.5.2.6		Beta-lactamase OXA-18
APPMAMMG_00022	CDS	252	tnpR			Transposon Tn3 resolvase
APPMAMMG_00023	CDS	861	bla_4	3.5.2.6		Beta-lactamase TEM
APPMAMMG_00024	CDS	411				hypothetical protein
APPMAMMG_00025	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
APPMAMMG_00026	CDS	708			COG2200	putative signaling protein
APPMAMMG_00027	CDS	237				hypothetical protein
APPMAMMG_00028	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
APPMAMMG_00029	CDS	1695	merA	1.16.1.1		Mercuric reductase
APPMAMMG_00030	CDS	423	merC			Mercuric transport protein MerC
APPMAMMG_00031	CDS	378				hypothetical protein
APPMAMMG_00032	CDS	276				hypothetical protein
APPMAMMG_00033	CDS	174				hypothetical protein
APPMAMMG_00034	CDS	333				hypothetical protein
APPMAMMG_00035	CDS	108				hypothetical protein
APPMAMMG_00036	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
APPMAMMG_00037	CDS	1206	parA			Plasmid partition protein A
APPMAMMG_00038	CDS	897	repA			Replication protein RepA
APPMAMMG_00039	CDS	1272	umuC		COG0389	Protein UmuC
APPMAMMG_00040	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
APPMAMMG_00041	CDS	972	parM			Plasmid segregation protein ParM
APPMAMMG_00042	CDS	672				hypothetical protein
APPMAMMG_00043	CDS	231				hypothetical protein
APPMAMMG_00044	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
APPMAMMG_00045	CDS	222				hypothetical protein
APPMAMMG_00046	CDS	420				hypothetical protein
APPMAMMG_00047	CDS	768				hypothetical protein
APPMAMMG_00048	CDS	429	klcA			Antirestriction protein KlcA
APPMAMMG_00049	CDS	507				hypothetical protein
APPMAMMG_00050	CDS	192				hypothetical protein
APPMAMMG_00051	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
APPMAMMG_00052	CDS	318				hypothetical protein
APPMAMMG_00053	CDS	228				hypothetical protein
APPMAMMG_00054	CDS	231				hypothetical protein
APPMAMMG_00055	CDS	1356				hypothetical protein
APPMAMMG_00056	CDS	564				hypothetical protein
