locus_tag	ftype	length_bp	gene	EC_number	COG	product
GDJDOBPM_00001	CDS	1128				hypothetical protein
GDJDOBPM_00002	CDS	228				hypothetical protein
GDJDOBPM_00003	CDS	543	tmrB			Tunicamycin resistance protein
GDJDOBPM_00004	CDS	861	yokD	2.3.1.-	COG2746	SPBc2 prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD
GDJDOBPM_00005	CDS	864				hypothetical protein
GDJDOBPM_00006	CDS	705				hypothetical protein
GDJDOBPM_00007	CDS	498				hypothetical protein
GDJDOBPM_00008	CDS	279				hypothetical protein
GDJDOBPM_00009	CDS	426	klcA			Antirestriction protein KlcA
GDJDOBPM_00010	CDS	156				hypothetical protein
GDJDOBPM_00011	CDS	297				hypothetical protein
GDJDOBPM_00012	CDS	981				hypothetical protein
GDJDOBPM_00013	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
GDJDOBPM_00014	CDS	981				hypothetical protein
GDJDOBPM_00015	CDS	402	tnpR			Transposon Tn3 resolvase
GDJDOBPM_00016	CDS	705				hypothetical protein
GDJDOBPM_00017	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
GDJDOBPM_00018	CDS	708			COG2200	putative signaling protein
GDJDOBPM_00019	CDS	237				hypothetical protein
GDJDOBPM_00020	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
GDJDOBPM_00021	CDS	1695	merA	1.16.1.1		Mercuric reductase
GDJDOBPM_00022	CDS	462	merC			Mercuric transport protein MerC
GDJDOBPM_00023	CDS	276	merP			Mercuric transport protein periplasmic component
GDJDOBPM_00024	CDS	351	merT			Mercuric transport protein MerT
GDJDOBPM_00025	CDS	435	merR			Mercuric resistance operon regulatory protein
GDJDOBPM_00026	CDS	1005				hypothetical protein
GDJDOBPM_00027	CDS	360				hypothetical protein
GDJDOBPM_00028	CDS	255				hypothetical protein
GDJDOBPM_00029	CDS	324				hypothetical protein
GDJDOBPM_00030	CDS	114				hypothetical protein
GDJDOBPM_00031	CDS	231	ymoA			Modulating protein YmoA
GDJDOBPM_00032	CDS	339				hypothetical protein
GDJDOBPM_00033	CDS	861				hypothetical protein
GDJDOBPM_00034	CDS	180				hypothetical protein
GDJDOBPM_00035	CDS	267				hypothetical protein
GDJDOBPM_00036	CDS	450				hypothetical protein
GDJDOBPM_00037	CDS	498				hypothetical protein
GDJDOBPM_00038	CDS	507				hypothetical protein
GDJDOBPM_00039	CDS	444	stbB			Protein StbB
GDJDOBPM_00040	CDS	975	parM			Plasmid segregation protein ParM
GDJDOBPM_00041	CDS	741	xerD			Tyrosine recombinase XerD
GDJDOBPM_00042	CDS	486				hypothetical protein
GDJDOBPM_00043	CDS	249				hypothetical protein
GDJDOBPM_00044	CDS	96				hypothetical protein
GDJDOBPM_00045	CDS	1059				hypothetical protein
GDJDOBPM_00046	CDS	210				hypothetical protein
GDJDOBPM_00047	CDS	285				hypothetical protein
GDJDOBPM_00048	CDS	642				hypothetical protein
GDJDOBPM_00049	CDS	330				hypothetical protein
GDJDOBPM_00050	CDS	282	higA1		COG1396	Antitoxin HigA1
GDJDOBPM_00051	CDS	477	umuC_1		COG0389	Protein UmuC
GDJDOBPM_00052	CDS	1797				hypothetical protein
GDJDOBPM_00053	CDS	885	yedA			putative inner membrane transporter YedA
GDJDOBPM_00054	CDS	1200	tetA			Tetracycline resistance protein, class C
GDJDOBPM_00055	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
GDJDOBPM_00056	CDS	243				hypothetical protein
GDJDOBPM_00057	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
GDJDOBPM_00058	CDS	348	emrE		COG2076	Multidrug transporter EmrE
GDJDOBPM_00059	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
GDJDOBPM_00060	CDS	501				hypothetical protein
GDJDOBPM_00061	CDS	765				hypothetical protein
GDJDOBPM_00062	CDS	537	hin_1		COG1961	DNA-invertase hin
GDJDOBPM_00063	CDS	705				hypothetical protein
GDJDOBPM_00064	CDS	1398	mcpQ		COG0840	Methyl-accepting chemotaxis protein McpQ
GDJDOBPM_00065	CDS	627	umuC_2		COG0389	Protein UmuC
GDJDOBPM_00066	CDS	546				hypothetical protein
GDJDOBPM_00067	CDS	573	hin_2		COG1961	DNA-invertase hin
GDJDOBPM_00068	CDS	1392				hypothetical protein
GDJDOBPM_00069	CDS	657			COG1357	Pentapeptide repeat protein
GDJDOBPM_00070	CDS	192				hypothetical protein
GDJDOBPM_00071	CDS	165				hypothetical protein
GDJDOBPM_00072	CDS	657				hypothetical protein
GDJDOBPM_00073	CDS	858	bla_2	3.5.2.6		Beta-lactamase TEM
GDJDOBPM_00074	CDS	1377	ftsI	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase FtsI
GDJDOBPM_00075	CDS	705				hypothetical protein
