locus_tag	ftype	length_bp	gene	EC_number	COG	product
FKHIEOOO_00001	CDS	858				hypothetical protein
FKHIEOOO_00002	CDS	654				hypothetical protein
FKHIEOOO_00003	CDS	258	pemI			Antitoxin PemI
FKHIEOOO_00004	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
FKHIEOOO_00005	CDS	216				hypothetical protein
FKHIEOOO_00006	CDS	534				hypothetical protein
FKHIEOOO_00007	CDS	705				hypothetical protein
FKHIEOOO_00008	CDS	123				hypothetical protein
FKHIEOOO_00009	CDS	876	bla_1	3.5.2.6		Beta-lactamase Toho-1
FKHIEOOO_00010	CDS	969				hypothetical protein
FKHIEOOO_00011	CDS	1026	fiu		COG4774	Catecholate siderophore receptor Fiu
FKHIEOOO_00012	CDS	705				hypothetical protein
FKHIEOOO_00013	CDS	576				hypothetical protein
FKHIEOOO_00014	CDS	705				hypothetical protein
FKHIEOOO_00015	CDS	519				hypothetical protein
FKHIEOOO_00016	CDS	417	fosA	2.5.1.18		Glutathione transferase FosA
FKHIEOOO_00017	CDS	705				hypothetical protein
FKHIEOOO_00018	CDS	723				hypothetical protein
FKHIEOOO_00019	CDS	189				hypothetical protein
FKHIEOOO_00020	CDS	516	tnpR_1			Transposon Tn3 resolvase
FKHIEOOO_00021	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
FKHIEOOO_00022	CDS	756	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
FKHIEOOO_00023	CDS	282				hypothetical protein
FKHIEOOO_00024	CDS	705				hypothetical protein
FKHIEOOO_00025	CDS	144				hypothetical protein
FKHIEOOO_00026	CDS	237				hypothetical protein
FKHIEOOO_00027	CDS	282				hypothetical protein
FKHIEOOO_00028	CDS	354	stbB			Protein StbB
FKHIEOOO_00029	CDS	963	parM_1			Plasmid segregation protein ParM
FKHIEOOO_00030	CDS	684	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
FKHIEOOO_00031	CDS	222				hypothetical protein
FKHIEOOO_00032	CDS	435				hypothetical protein
FKHIEOOO_00033	CDS	828				hypothetical protein
FKHIEOOO_00034	CDS	426	klcA_1			Antirestriction protein KlcA
FKHIEOOO_00035	CDS	423				hypothetical protein
FKHIEOOO_00036	CDS	192				hypothetical protein
FKHIEOOO_00037	CDS	1668	ltrA_1		COG3344	Group II intron-encoded protein LtrA
FKHIEOOO_00038	CDS	258				hypothetical protein
FKHIEOOO_00039	CDS	231				hypothetical protein
FKHIEOOO_00040	CDS	1362				hypothetical protein
FKHIEOOO_00041	CDS	564	rsmA	2.1.1.-		Ribosomal RNA small subunit methyltransferase A
FKHIEOOO_00042	CDS	456				hypothetical protein
FKHIEOOO_00043	CDS	528	ssb_1			Plasmid-derived single-stranded DNA-binding protein
FKHIEOOO_00044	CDS	234				hypothetical protein
FKHIEOOO_00045	CDS	1422	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
FKHIEOOO_00046	CDS	576				hypothetical protein
FKHIEOOO_00047	CDS	435	psiB_1			Protein PsiB
FKHIEOOO_00048	CDS	720				hypothetical protein
FKHIEOOO_00049	CDS	216				hypothetical protein
FKHIEOOO_00050	CDS	378				hypothetical protein
FKHIEOOO_00051	CDS	297				hypothetical protein
FKHIEOOO_00052	CDS	822				hypothetical protein
FKHIEOOO_00053	CDS	648				hypothetical protein
FKHIEOOO_00054	CDS	384	traM_1			Relaxosome protein TraM
FKHIEOOO_00055	CDS	687	traJ_1			Protein TraJ
FKHIEOOO_00056	CDS	228	traY			Relaxosome protein TraY
FKHIEOOO_00057	CDS	366	traA_1			Pilin
FKHIEOOO_00058	CDS	312				hypothetical protein
FKHIEOOO_00059	CDS	567				hypothetical protein
FKHIEOOO_00060	CDS	729				hypothetical protein
FKHIEOOO_00061	CDS	1428				hypothetical protein
FKHIEOOO_00062	CDS	591				hypothetical protein
FKHIEOOO_00063	CDS	198				hypothetical protein
FKHIEOOO_00064	CDS	252				hypothetical protein
FKHIEOOO_00065	CDS	516	traV			Protein TraV
FKHIEOOO_00066	CDS	222	traR			Protein TraR
FKHIEOOO_00067	CDS	2628	traC			Protein TraC
FKHIEOOO_00068	CDS	387				hypothetical protein
FKHIEOOO_00069	CDS	633				hypothetical protein
FKHIEOOO_00070	CDS	993				hypothetical protein
FKHIEOOO_00071	CDS	309				hypothetical protein
FKHIEOOO_00072	CDS	522				hypothetical protein
FKHIEOOO_00073	CDS	639				hypothetical protein
FKHIEOOO_00074	CDS	372				hypothetical protein
FKHIEOOO_00075	CDS	423				hypothetical protein
FKHIEOOO_00076	CDS	1851				hypothetical protein
FKHIEOOO_00077	CDS	261				hypothetical protein
FKHIEOOO_00078	CDS	744				hypothetical protein
FKHIEOOO_00079	CDS	282	traQ			Protein TraQ
FKHIEOOO_00080	CDS	546				hypothetical protein
FKHIEOOO_00081	CDS	315				hypothetical protein
FKHIEOOO_00082	CDS	393				hypothetical protein
FKHIEOOO_00083	tRNA	72				tRNA-Thr(ggt)
FKHIEOOO_00084	CDS	2817				hypothetical protein
FKHIEOOO_00085	CDS	522	traS			Protein TraS
FKHIEOOO_00086	CDS	735	ylpA			Lipoprotein YlpA
FKHIEOOO_00087	CDS	738				hypothetical protein
FKHIEOOO_00088	CDS	2226	traD			Coupling protein TraD
FKHIEOOO_00089	CDS	5136	traI_1			Multifunctional conjugation protein TraI
FKHIEOOO_00090	CDS	705				hypothetical protein
FKHIEOOO_00091	CDS	930				hypothetical protein
FKHIEOOO_00092	CDS	882	bla_3	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
FKHIEOOO_00093	CDS	981				hypothetical protein
FKHIEOOO_00094	CDS	396	tnpR_2			Transposon Tn3 resolvase
FKHIEOOO_00095	CDS	705				hypothetical protein
FKHIEOOO_00096	CDS	930				hypothetical protein
FKHIEOOO_00097	CDS	882	bla_4	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
FKHIEOOO_00098	CDS	981				hypothetical protein
FKHIEOOO_00099	CDS	396	tnpR_3			Transposon Tn3 resolvase
FKHIEOOO_00100	CDS	705				hypothetical protein
FKHIEOOO_00101	CDS	930				hypothetical protein
