locus_tag	ftype	length_bp	gene	EC_number	COG	product
CBCEAKGJ_00001	CDS	354	trfB			TrfB transcriptional repressor protein
CBCEAKGJ_00002	CDS	723				hypothetical protein
CBCEAKGJ_00003	CDS	1113				TelA-like protein
CBCEAKGJ_00004	CDS	786				hypothetical protein
CBCEAKGJ_00005	CDS	474				hypothetical protein
CBCEAKGJ_00006	CDS	378				hypothetical protein
CBCEAKGJ_00007	CDS	324				hypothetical protein
CBCEAKGJ_00008	CDS	225				hypothetical protein
CBCEAKGJ_00009	CDS	123				hypothetical protein
CBCEAKGJ_00010	CDS	261				hypothetical protein
CBCEAKGJ_00011	CDS	1119	klcB			Protein KlcB
CBCEAKGJ_00012	CDS	468	klcA_1			Antirestriction protein KlcA
CBCEAKGJ_00013	CDS	1530				hypothetical protein
CBCEAKGJ_00014	CDS	705				hypothetical protein
CBCEAKGJ_00015	CDS	351				hypothetical protein
CBCEAKGJ_00016	CDS	789				hypothetical protein
CBCEAKGJ_00017	CDS	519				hypothetical protein
CBCEAKGJ_00018	CDS	417	fosA	2.5.1.18		Glutathione transferase FosA
CBCEAKGJ_00019	CDS	705				hypothetical protein
CBCEAKGJ_00020	CDS	618				hypothetical protein
CBCEAKGJ_00021	CDS	561				hypothetical protein
CBCEAKGJ_00022	CDS	279				hypothetical protein
CBCEAKGJ_00023	CDS	423	klcA_2			Antirestriction protein KlcA
CBCEAKGJ_00024	CDS	156				hypothetical protein
CBCEAKGJ_00025	CDS	297				hypothetical protein
CBCEAKGJ_00026	CDS	981				hypothetical protein
CBCEAKGJ_00027	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
CBCEAKGJ_00028	CDS	375				hypothetical protein
CBCEAKGJ_00029	CDS	414				hypothetical protein
CBCEAKGJ_00030	CDS	558	tnpR			Transposon Tn3 resolvase
CBCEAKGJ_00031	CDS	3006				hypothetical protein
CBCEAKGJ_00032	CDS	342	mcpU		COG0840	Methyl-accepting chemotaxis protein McpU
CBCEAKGJ_00033	CDS	198				hypothetical protein
CBCEAKGJ_00034	CDS	585				hypothetical protein
CBCEAKGJ_00035	CDS	249				hypothetical protein
CBCEAKGJ_00036	CDS	309	ybaQ		COG3093	putative HTH-type transcriptional regulator YbaQ
CBCEAKGJ_00037	CDS	819	trfA			Plasmid replication initiator protein TrfA
CBCEAKGJ_00038	CDS	372	ssbA		COG0629	Single-stranded DNA-binding protein A
CBCEAKGJ_00039	CDS	405	ddrOC		COG1396	HTH-type transcriptional regulator DdrOC
CBCEAKGJ_00040	CDS	957	ptlH		COG0630	Type IV secretion system protein PtlH
CBCEAKGJ_00041	CDS	384				hypothetical protein
CBCEAKGJ_00042	CDS	327				hypothetical protein
CBCEAKGJ_00043	CDS	2544	virB4		COG3451	Type IV secretion system protein virB4
CBCEAKGJ_00044	CDS	708				hypothetical protein
CBCEAKGJ_00045	CDS	891				hypothetical protein
CBCEAKGJ_00046	CDS	453				hypothetical protein
CBCEAKGJ_00047	CDS	1395	ptlG		COG2948	Type IV secretion system protein PtlG
CBCEAKGJ_00048	CDS	783				hypothetical protein
CBCEAKGJ_00049	CDS	201				hypothetical protein
CBCEAKGJ_00050	CDS	1554				hypothetical protein
CBCEAKGJ_00051	CDS	306				hypothetical protein
CBCEAKGJ_00052	CDS	771				hypothetical protein
CBCEAKGJ_00053	CDS	687				hypothetical protein
CBCEAKGJ_00054	CDS	321				hypothetical protein
