locus_tag	ftype	length_bp	gene	EC_number	COG	product
CFDMIEKP_00001	CDS	720	repE			Replication initiation protein
CFDMIEKP_00002	CDS	1521				hypothetical protein
CFDMIEKP_00003	CDS	339				hypothetical protein
CFDMIEKP_00004	CDS	924				hypothetical protein
CFDMIEKP_00005	CDS	861	bla_1	3.5.2.6		Beta-lactamase SHV-2
CFDMIEKP_00006	CDS	762	glpR		COG1349	Glycerol-3-phosphate regulon repressor
CFDMIEKP_00007	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
CFDMIEKP_00008	CDS	1266	otnK	2.7.1.217	COG3395	3-oxo-tetronate kinase
CFDMIEKP_00009	CDS	621	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
CFDMIEKP_00010	CDS	783	otnI	5.3.1.35	COG3622	2-oxo-tetronate isomerase
CFDMIEKP_00011	CDS	705				hypothetical protein
CFDMIEKP_00012	CDS	198				hypothetical protein
CFDMIEKP_00013	CDS	534	pld	3.1.4.4		Phospholipase D
CFDMIEKP_00014	CDS	996			COG0630	Type IV secretion system protein VirB11
CFDMIEKP_00015	CDS	1161				Protein virB10
CFDMIEKP_00016	CDS	885	virB9			Type IV secretion system protein virB9
CFDMIEKP_00017	CDS	699	virB8			Type IV secretion system protein virB8
CFDMIEKP_00018	CDS	1041	virB6			Type IV secretion system protein VirB6
CFDMIEKP_00019	CDS	228				hypothetical protein
CFDMIEKP_00020	CDS	714	virB5			Type IV secretion system protein virB5
CFDMIEKP_00021	CDS	2601	virB4			Type IV secretion system protein virB4
CFDMIEKP_00022	CDS	318				hypothetical protein
CFDMIEKP_00023	CDS	294				hypothetical protein
CFDMIEKP_00024	CDS	282				hypothetical protein
CFDMIEKP_00025	CDS	735	virB1			Type IV secretion system protein virB1
CFDMIEKP_00026	CDS	306	hvrA			Trans-acting regulatory protein HvrA
CFDMIEKP_00027	CDS	345				hypothetical protein
CFDMIEKP_00028	CDS	315				hypothetical protein
CFDMIEKP_00029	CDS	312				hypothetical protein
CFDMIEKP_00030	CDS	648				hypothetical protein
