locus_tag	ftype	length_bp	gene	EC_number	COG	product
MHKMCEJI_00001	CDS	579				hypothetical protein
MHKMCEJI_00002	CDS	156				hypothetical protein
MHKMCEJI_00003	CDS	183				hypothetical protein
MHKMCEJI_00004	CDS	318				hypothetical protein
MHKMCEJI_00005	CDS	198				hypothetical protein
MHKMCEJI_00006	CDS	339				hypothetical protein
MHKMCEJI_00007	CDS	222				hypothetical protein
MHKMCEJI_00008	CDS	177				hypothetical protein
MHKMCEJI_00009	CDS	576				hypothetical protein
MHKMCEJI_00010	CDS	240				hypothetical protein
MHKMCEJI_00011	CDS	633				hypothetical protein
MHKMCEJI_00012	CDS	306				hypothetical protein
MHKMCEJI_00013	CDS	204	ymoA			Modulating protein YmoA
MHKMCEJI_00014	CDS	186				hypothetical protein
MHKMCEJI_00015	CDS	1005				hypothetical protein
MHKMCEJI_00016	CDS	2967				hypothetical protein
MHKMCEJI_00017	CDS	291				hypothetical protein
MHKMCEJI_00018	CDS	402				hypothetical protein
MHKMCEJI_00019	CDS	396				hypothetical protein
MHKMCEJI_00020	CDS	315				hypothetical protein
MHKMCEJI_00021	CDS	1182	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
MHKMCEJI_00022	CDS	606	pinR_1	3.1.22.-	COG1961	Serine recombinase PinR
MHKMCEJI_00023	CDS	2898				hypothetical protein
MHKMCEJI_00024	CDS	624	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MHKMCEJI_00025	CDS	231				hypothetical protein
MHKMCEJI_00026	CDS	246				hypothetical protein
MHKMCEJI_00027	CDS	462	umuD_1	3.4.21.-	COG1974	Protein UmuD
MHKMCEJI_00028	CDS	1275	umuC_1		COG0389	Protein UmuC
MHKMCEJI_00029	CDS	228				hypothetical protein
MHKMCEJI_00030	CDS	627				hypothetical protein
MHKMCEJI_00031	CDS	519				hypothetical protein
MHKMCEJI_00032	CDS	597	pinR_2	3.1.22.-	COG1961	Serine recombinase PinR
MHKMCEJI_00033	CDS	2754				putative protein
MHKMCEJI_00034	CDS	666				hypothetical protein
MHKMCEJI_00035	CDS	318				hypothetical protein
MHKMCEJI_00036	CDS	1008	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
MHKMCEJI_00037	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
MHKMCEJI_00038	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
MHKMCEJI_00039	CDS	264				hypothetical protein
MHKMCEJI_00040	CDS	954	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
MHKMCEJI_00041	CDS	612				hypothetical protein
MHKMCEJI_00042	CDS	279				hypothetical protein
MHKMCEJI_00043	CDS	396				hypothetical protein
MHKMCEJI_00044	CDS	3006				hypothetical protein
MHKMCEJI_00045	CDS	558	tnpR			Transposon Tn3 resolvase
MHKMCEJI_00046	CDS	981				hypothetical protein
MHKMCEJI_00047	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
MHKMCEJI_00048	CDS	981				hypothetical protein
MHKMCEJI_00049	CDS	297				hypothetical protein
MHKMCEJI_00050	CDS	156				hypothetical protein
MHKMCEJI_00051	CDS	426	klcA_1			Antirestriction protein KlcA
MHKMCEJI_00052	CDS	279				hypothetical protein
MHKMCEJI_00053	CDS	561				hypothetical protein
MHKMCEJI_00054	CDS	2157				hypothetical protein
MHKMCEJI_00055	CDS	1020				hypothetical protein
MHKMCEJI_00056	CDS	1077				hypothetical protein
MHKMCEJI_00057	CDS	1794				hypothetical protein
MHKMCEJI_00058	CDS	3216				hypothetical protein
MHKMCEJI_00059	CDS	501				hypothetical protein
MHKMCEJI_00060	CDS	2808	rapA	3.6.4.-	COG0553	RNA polymerase-associated protein RapA
MHKMCEJI_00061	CDS	240				hypothetical protein
MHKMCEJI_00062	CDS	222	yedK	3.4.-.-	COG2135	Putative SOS response-associated peptidase YedK
MHKMCEJI_00063	CDS	1020	repA			Replication initiation protein
MHKMCEJI_00064	CDS	267				hypothetical protein
MHKMCEJI_00065	CDS	567	pld	3.1.4.4		Phospholipase D
MHKMCEJI_00066	CDS	627				hypothetical protein
MHKMCEJI_00067	CDS	645				hypothetical protein
MHKMCEJI_00068	CDS	597				hypothetical protein
MHKMCEJI_00069	CDS	792				hypothetical protein
MHKMCEJI_00070	CDS	384	finO			Fertility inhibition protein
MHKMCEJI_00071	CDS	222				hypothetical protein
MHKMCEJI_00072	CDS	720				hypothetical protein
MHKMCEJI_00073	CDS	5259	traI			Multifunctional conjugation protein TraI
MHKMCEJI_00074	CDS	2319	traD			Coupling protein TraD
MHKMCEJI_00075	CDS	693				hypothetical protein
MHKMCEJI_00076	CDS	672	traS			Protein TraS
MHKMCEJI_00077	CDS	2856				hypothetical protein
MHKMCEJI_00078	CDS	1371				hypothetical protein
MHKMCEJI_00079	CDS	561				hypothetical protein
MHKMCEJI_00080	CDS	237	traQ			Protein TraQ
MHKMCEJI_00081	CDS	753				hypothetical protein
MHKMCEJI_00082	CDS	327				hypothetical protein
MHKMCEJI_00083	CDS	243				hypothetical protein
MHKMCEJI_00084	CDS	612				hypothetical protein
MHKMCEJI_00085	CDS	261				hypothetical protein
MHKMCEJI_00086	CDS	1956				hypothetical protein
MHKMCEJI_00087	CDS	627				hypothetical protein
MHKMCEJI_00088	CDS	993				hypothetical protein
MHKMCEJI_00089	CDS	627				hypothetical protein
MHKMCEJI_00090	CDS	390				hypothetical protein
MHKMCEJI_00091	CDS	2640	traC			Protein TraC
MHKMCEJI_00092	CDS	300				hypothetical protein
MHKMCEJI_00093	CDS	402				hypothetical protein
MHKMCEJI_00094	CDS	189				hypothetical protein
MHKMCEJI_00095	CDS	279				hypothetical protein
MHKMCEJI_00096	CDS	570	traV			Protein TraV
MHKMCEJI_00097	CDS	597				hypothetical protein
MHKMCEJI_00098	CDS	1332				hypothetical protein
MHKMCEJI_00099	CDS	108				hypothetical protein
MHKMCEJI_00100	CDS	735				hypothetical protein
MHKMCEJI_00101	CDS	567				hypothetical protein
MHKMCEJI_00102	CDS	306				hypothetical protein
MHKMCEJI_00103	CDS	369	traA			Pilin
MHKMCEJI_00104	CDS	168	traY			Relaxosome protein TraY
MHKMCEJI_00105	CDS	675				hypothetical protein
MHKMCEJI_00106	CDS	393	traM			Relaxosome protein TraM
MHKMCEJI_00107	CDS	495				hypothetical protein
MHKMCEJI_00108	CDS	543	klcA_2			Antirestriction protein KlcA
MHKMCEJI_00109	CDS	834				hypothetical protein
MHKMCEJI_00110	CDS	231				hypothetical protein
MHKMCEJI_00111	CDS	126				hypothetical protein
MHKMCEJI_00112	CDS	348				hypothetical protein
MHKMCEJI_00113	CDS	339				hypothetical protein
MHKMCEJI_00114	CDS	876				hypothetical protein
MHKMCEJI_00115	CDS	231				hypothetical protein
MHKMCEJI_00116	CDS	228				hypothetical protein
MHKMCEJI_00117	CDS	264				hypothetical protein
MHKMCEJI_00118	CDS	324				hypothetical protein
MHKMCEJI_00119	CDS	729				hypothetical protein
MHKMCEJI_00120	CDS	432	psiB			Protein PsiB
MHKMCEJI_00121	CDS	2001	spo0C		COG1475	Chromosome-partitioning protein Spo0J
MHKMCEJI_00122	CDS	249				hypothetical protein
MHKMCEJI_00123	CDS	558	ssb			Plasmid-derived single-stranded DNA-binding protein
MHKMCEJI_00124	CDS	321				hypothetical protein
MHKMCEJI_00125	CDS	318	holE	2.7.7.7		DNA polymerase III subunit theta
MHKMCEJI_00126	CDS	192				hypothetical protein
MHKMCEJI_00127	CDS	582				hypothetical protein
MHKMCEJI_00128	CDS	429	klcA_3			Antirestriction protein KlcA
MHKMCEJI_00129	CDS	765				hypothetical protein
MHKMCEJI_00130	CDS	411				hypothetical protein
MHKMCEJI_00131	CDS	222				hypothetical protein
MHKMCEJI_00132	CDS	702	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MHKMCEJI_00133	CDS	336				hypothetical protein
MHKMCEJI_00134	CDS	222				hypothetical protein
MHKMCEJI_00135	CDS	327				hypothetical protein
MHKMCEJI_00136	CDS	426	umuD_2	3.4.21.-	COG1974	Protein UmuD
MHKMCEJI_00137	CDS	1275	umuC_2		COG0389	Protein UmuC
MHKMCEJI_00138	CDS	252	yafN		COG2161	Antitoxin YafN
MHKMCEJI_00139	CDS	288	relE	3.1.-.-	COG2026	mRNA interferase toxin RelE
MHKMCEJI_00140	CDS	90				hypothetical protein
MHKMCEJI_00141	CDS	189				hypothetical protein
MHKMCEJI_00142	CDS	285				hypothetical protein
MHKMCEJI_00143	CDS	501				hypothetical protein
MHKMCEJI_00144	CDS	393				hypothetical protein
MHKMCEJI_00145	CDS	975	parM			Plasmid segregation protein ParM
MHKMCEJI_00146	CDS	375				hypothetical protein
MHKMCEJI_00147	CDS	633				hypothetical protein
MHKMCEJI_00148	CDS	756	repE			Replication initiation protein
