locus_tag	ftype	length_bp	gene	EC_number	COG	product
FHDCEBOJ_00001	CDS	396				hypothetical protein
FHDCEBOJ_00002	CDS	564	htrC			Heat shock protein C
FHDCEBOJ_00003	CDS	705				hypothetical protein
FHDCEBOJ_00004	CDS	432	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
FHDCEBOJ_00005	CDS	681	otnK_1	2.7.1.217	COG3395	3-oxo-tetronate kinase
FHDCEBOJ_00006	CDS	633	otnK_2	2.7.1.217	COG3395	3-oxo-tetronate kinase
FHDCEBOJ_00007	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
FHDCEBOJ_00008	CDS	762	glpR		COG1349	Glycerol-3-phosphate regulon repressor
FHDCEBOJ_00009	CDS	861	bla_1	3.5.2.6		Beta-lactamase SHV-2
FHDCEBOJ_00010	CDS	2967				hypothetical protein
FHDCEBOJ_00011	CDS	561	hin		COG1961	DNA-invertase hin
FHDCEBOJ_00012	CDS	561				hypothetical protein
FHDCEBOJ_00013	CDS	279				hypothetical protein
FHDCEBOJ_00014	CDS	426	klcA			Antirestriction protein KlcA
FHDCEBOJ_00015	CDS	156				hypothetical protein
FHDCEBOJ_00016	CDS	297				hypothetical protein
FHDCEBOJ_00017	CDS	981				hypothetical protein
FHDCEBOJ_00018	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
FHDCEBOJ_00019	CDS	981				hypothetical protein
FHDCEBOJ_00020	CDS	402	tnpR			Transposon Tn3 resolvase
FHDCEBOJ_00021	CDS	705				hypothetical protein
FHDCEBOJ_00022	CDS	1191	tnsB			Transposon Tn7 transposition protein TnsB
FHDCEBOJ_00023	CDS	708			COG2200	putative signaling protein
FHDCEBOJ_00024	CDS	237				hypothetical protein
FHDCEBOJ_00025	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
FHDCEBOJ_00026	CDS	1695	merA	1.16.1.1		Mercuric reductase
FHDCEBOJ_00027	CDS	462	merC			Mercuric transport protein MerC
FHDCEBOJ_00028	CDS	276	merP			Mercuric transport protein periplasmic component
FHDCEBOJ_00029	CDS	351	merT			Mercuric transport protein MerT
FHDCEBOJ_00030	CDS	435	merR			Mercuric resistance operon regulatory protein
FHDCEBOJ_00031	CDS	1005				hypothetical protein
