locus_tag	ftype	length_bp	gene	EC_number	COG	product
COGNIKEB_00001	CDS	720	repE			Replication initiation protein
COGNIKEB_00002	CDS	774				hypothetical protein
COGNIKEB_00003	CDS	1476	secA		COG0653	Protein translocase subunit SecA
COGNIKEB_00004	CDS	690				hypothetical protein
COGNIKEB_00005	CDS	570	hin		COG1961	DNA-invertase hin
COGNIKEB_00006	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
COGNIKEB_00007	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
COGNIKEB_00008	CDS	207				hypothetical protein
COGNIKEB_00009	CDS	255				hypothetical protein
COGNIKEB_00010	CDS	924				hypothetical protein
COGNIKEB_00011	CDS	312				hypothetical protein
COGNIKEB_00012	CDS	315				hypothetical protein
COGNIKEB_00013	CDS	345				hypothetical protein
COGNIKEB_00014	CDS	306	hvrA			Trans-acting regulatory protein HvrA
COGNIKEB_00015	CDS	738	virB1			Type IV secretion system protein virB1
COGNIKEB_00016	CDS	282				hypothetical protein
COGNIKEB_00017	CDS	294				hypothetical protein
COGNIKEB_00018	CDS	318				hypothetical protein
COGNIKEB_00019	CDS	2601	virB4			Type IV secretion system protein virB4
COGNIKEB_00020	CDS	714	virB5			Type IV secretion system protein virB5
COGNIKEB_00021	CDS	228				hypothetical protein
COGNIKEB_00022	CDS	1041	virB6			Type IV secretion system protein VirB6
COGNIKEB_00023	CDS	699	virB8			Type IV secretion system protein virB8
COGNIKEB_00024	CDS	885	virB9			Type IV secretion system protein virB9
COGNIKEB_00025	CDS	1161				Protein virB10
COGNIKEB_00026	CDS	996			COG0630	Type IV secretion system protein VirB11
COGNIKEB_00027	CDS	180				hypothetical protein
COGNIKEB_00028	CDS	1320				hypothetical protein
COGNIKEB_00029	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
COGNIKEB_00030	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
COGNIKEB_00031	CDS	1026				hypothetical protein
COGNIKEB_00032	CDS	3030				hypothetical protein
COGNIKEB_00033	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
COGNIKEB_00034	CDS	372	pld	3.1.4.4		Phospholipase D
COGNIKEB_00035	CDS	315				hypothetical protein
COGNIKEB_00036	CDS	357				hypothetical protein
COGNIKEB_00037	CDS	402				hypothetical protein
COGNIKEB_00038	CDS	291				hypothetical protein
COGNIKEB_00039	CDS	399				hypothetical protein
COGNIKEB_00040	CDS	3237	traI			Multifunctional conjugation protein TraI
COGNIKEB_00041	CDS	1530	traD			Coupling protein TraD
COGNIKEB_00042	CDS	417				hypothetical protein
COGNIKEB_00043	CDS	387				hypothetical protein
COGNIKEB_00044	CDS	717				hypothetical protein
COGNIKEB_00045	CDS	369				hypothetical protein
COGNIKEB_00046	CDS	345				hypothetical protein
COGNIKEB_00047	CDS	180				hypothetical protein
COGNIKEB_00048	CDS	510				hypothetical protein
COGNIKEB_00049	CDS	546				hypothetical protein
COGNIKEB_00050	CDS	156				hypothetical protein
COGNIKEB_00051	CDS	240				hypothetical protein
COGNIKEB_00052	CDS	405				hypothetical protein
COGNIKEB_00053	CDS	426	klcA			Antirestriction protein KlcA
COGNIKEB_00054	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
COGNIKEB_00055	CDS	1266	umuC		COG0389	Protein UmuC
COGNIKEB_00056	CDS	792				hypothetical protein
COGNIKEB_00057	CDS	342				hypothetical protein
