locus_tag	ftype	length_bp	gene	EC_number	COG	product
NHBFNPGE_00001	CDS	1392				hypothetical protein
NHBFNPGE_00002	CDS	573	hin_1		COG1961	DNA-invertase hin
NHBFNPGE_00003	CDS	546				hypothetical protein
NHBFNPGE_00004	CDS	1557				hypothetical protein
NHBFNPGE_00005	CDS	558	tnpR			Transposon Tn3 resolvase
NHBFNPGE_00006	CDS	981				hypothetical protein
NHBFNPGE_00007	CDS	483	bla_1	3.5.2.6		Beta-lactamase TEM
NHBFNPGE_00008	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NHBFNPGE_00009	CDS	981				hypothetical protein
NHBFNPGE_00010	CDS	297				hypothetical protein
NHBFNPGE_00011	CDS	156				hypothetical protein
NHBFNPGE_00012	CDS	426	klcA_1			Antirestriction protein KlcA
NHBFNPGE_00013	CDS	279				hypothetical protein
NHBFNPGE_00014	CDS	561				hypothetical protein
NHBFNPGE_00015	CDS	561	hin_2		COG1961	DNA-invertase hin
NHBFNPGE_00016	CDS	2967				hypothetical protein
NHBFNPGE_00017	CDS	369				hypothetical protein
NHBFNPGE_00018	CDS	309				hypothetical protein
NHBFNPGE_00019	CDS	558	pld_1	3.1.4.4		Phospholipase D
NHBFNPGE_00020	CDS	255				hypothetical protein
NHBFNPGE_00021	CDS	1020	repA_1			Replication initiation protein
NHBFNPGE_00022	CDS	699				hypothetical protein
NHBFNPGE_00023	CDS	732				hypothetical protein
NHBFNPGE_00024	CDS	279				hypothetical protein
NHBFNPGE_00025	CDS	612				hypothetical protein
NHBFNPGE_00026	CDS	954	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
NHBFNPGE_00027	CDS	267				hypothetical protein
NHBFNPGE_00028	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
NHBFNPGE_00029	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
NHBFNPGE_00030	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
NHBFNPGE_00031	CDS	171				hypothetical protein
NHBFNPGE_00032	CDS	2754				putative protein
NHBFNPGE_00033	CDS	597	pinR	3.1.22.-	COG1961	Serine recombinase PinR
NHBFNPGE_00034	CDS	519				hypothetical protein
NHBFNPGE_00035	CDS	648				Iron-sulfur cluster carrier protein
NHBFNPGE_00036	CDS	276				hypothetical protein
NHBFNPGE_00037	CDS	201				hypothetical protein
NHBFNPGE_00038	CDS	1272	umuC		COG0389	Protein UmuC
NHBFNPGE_00039	CDS	462	umuD	3.4.21.-	COG1974	Protein UmuD
NHBFNPGE_00040	CDS	246				hypothetical protein
NHBFNPGE_00041	CDS	231				hypothetical protein
NHBFNPGE_00042	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NHBFNPGE_00043	CDS	222				hypothetical protein
NHBFNPGE_00044	CDS	411				hypothetical protein
NHBFNPGE_00045	CDS	768				hypothetical protein
NHBFNPGE_00046	CDS	429	klcA_2			Antirestriction protein KlcA
NHBFNPGE_00047	CDS	507				hypothetical protein
NHBFNPGE_00048	CDS	192				hypothetical protein
NHBFNPGE_00049	CDS	318	holE	2.7.7.7		DNA polymerase III subunit theta
NHBFNPGE_00050	CDS	321				hypothetical protein
NHBFNPGE_00051	CDS	558	ssb			Plasmid-derived single-stranded DNA-binding protein
NHBFNPGE_00052	CDS	249				hypothetical protein
NHBFNPGE_00053	CDS	2001	spo0C		COG1475	Chromosome-partitioning protein Spo0J
NHBFNPGE_00054	CDS	432	psiB			Protein PsiB
NHBFNPGE_00055	CDS	729				hypothetical protein
NHBFNPGE_00056	CDS	324				hypothetical protein
NHBFNPGE_00057	CDS	132				hypothetical protein
NHBFNPGE_00058	CDS	228				hypothetical protein
NHBFNPGE_00059	CDS	231				hypothetical protein
NHBFNPGE_00060	CDS	876				hypothetical protein
NHBFNPGE_00061	CDS	339				hypothetical protein
NHBFNPGE_00062	CDS	348				hypothetical protein
NHBFNPGE_00063	CDS	126				hypothetical protein
NHBFNPGE_00064	CDS	231				hypothetical protein
NHBFNPGE_00065	CDS	834				hypothetical protein
NHBFNPGE_00066	CDS	543	klcA_3			Antirestriction protein KlcA
NHBFNPGE_00067	CDS	423				hypothetical protein
NHBFNPGE_00068	CDS	393	traM			Relaxosome protein TraM
NHBFNPGE_00069	CDS	675				hypothetical protein
NHBFNPGE_00070	CDS	369	traA			Pilin
NHBFNPGE_00071	CDS	306				hypothetical protein
NHBFNPGE_00072	CDS	567				hypothetical protein
NHBFNPGE_00073	CDS	735				hypothetical protein
NHBFNPGE_00074	CDS	1422				hypothetical protein
NHBFNPGE_00075	CDS	597				hypothetical protein
NHBFNPGE_00076	CDS	570	traV			Protein TraV
NHBFNPGE_00077	CDS	279				hypothetical protein
NHBFNPGE_00078	CDS	189				hypothetical protein
NHBFNPGE_00079	CDS	402				hypothetical protein
NHBFNPGE_00080	CDS	300				hypothetical protein
NHBFNPGE_00081	CDS	2640	traC			Protein TraC
NHBFNPGE_00082	CDS	390				hypothetical protein
NHBFNPGE_00083	CDS	627				hypothetical protein
NHBFNPGE_00084	CDS	993				hypothetical protein
NHBFNPGE_00085	CDS	627				hypothetical protein
NHBFNPGE_00086	CDS	1956				hypothetical protein
NHBFNPGE_00087	CDS	261				hypothetical protein
NHBFNPGE_00088	CDS	612				hypothetical protein
NHBFNPGE_00089	CDS	243				hypothetical protein
NHBFNPGE_00090	CDS	327				hypothetical protein
NHBFNPGE_00091	CDS	753				hypothetical protein
NHBFNPGE_00092	CDS	237	traQ			Protein TraQ
NHBFNPGE_00093	CDS	561				hypothetical protein
NHBFNPGE_00094	CDS	1371				hypothetical protein
NHBFNPGE_00095	CDS	2856				hypothetical protein
NHBFNPGE_00096	CDS	672	traS			Protein TraS
NHBFNPGE_00097	CDS	693				hypothetical protein
NHBFNPGE_00098	CDS	2319	traD			Coupling protein TraD
NHBFNPGE_00099	CDS	5259	traI			Multifunctional conjugation protein TraI
