locus_tag	ftype	length_bp	gene	EC_number	COG	product
DBEFFEIA_00001	CDS	720	repE			Replication initiation protein
DBEFFEIA_00002	CDS	1296				hypothetical protein
DBEFFEIA_00003	CDS	570	hin_1		COG1961	DNA-invertase hin
DBEFFEIA_00004	CDS	705				hypothetical protein
DBEFFEIA_00005	CDS	402	tnpR_1			Transposon Tn3 resolvase
DBEFFEIA_00006	CDS	981				hypothetical protein
DBEFFEIA_00007	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
DBEFFEIA_00008	CDS	705				hypothetical protein
DBEFFEIA_00009	CDS	717	xerD_1		COG4974	Tyrosine recombinase XerD
DBEFFEIA_00010	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
DBEFFEIA_00011	CDS	285				hypothetical protein
DBEFFEIA_00012	CDS	765				hypothetical protein
DBEFFEIA_00013	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
DBEFFEIA_00014	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
DBEFFEIA_00015	CDS	267				hypothetical protein
DBEFFEIA_00016	CDS	207				hypothetical protein
DBEFFEIA_00017	CDS	648				hypothetical protein
DBEFFEIA_00018	CDS	312				hypothetical protein
DBEFFEIA_00019	CDS	315				hypothetical protein
DBEFFEIA_00020	CDS	345				hypothetical protein
DBEFFEIA_00021	CDS	306	hvrA			Trans-acting regulatory protein HvrA
DBEFFEIA_00022	CDS	735	virB1			Type IV secretion system protein virB1
DBEFFEIA_00023	CDS	282				hypothetical protein
DBEFFEIA_00024	CDS	294				hypothetical protein
DBEFFEIA_00025	CDS	318				hypothetical protein
DBEFFEIA_00026	CDS	2601	virB4			Type IV secretion system protein virB4
DBEFFEIA_00027	CDS	714	virB5			Type IV secretion system protein virB5
DBEFFEIA_00028	CDS	228				hypothetical protein
DBEFFEIA_00029	CDS	1041	virB6			Type IV secretion system protein VirB6
DBEFFEIA_00030	CDS	699	virB8			Type IV secretion system protein virB8
DBEFFEIA_00031	CDS	885	virB9			Type IV secretion system protein virB9
DBEFFEIA_00032	CDS	1161				Protein virB10
DBEFFEIA_00033	CDS	996			COG0630	Type IV secretion system protein VirB11
DBEFFEIA_00034	CDS	534	pld	3.1.4.4		Phospholipase D
DBEFFEIA_00035	CDS	378				hypothetical protein
DBEFFEIA_00036	CDS	276				hypothetical protein
DBEFFEIA_00037	CDS	90				hypothetical protein
DBEFFEIA_00038	CDS	1392				hypothetical protein
DBEFFEIA_00039	CDS	573	hin_2		COG1961	DNA-invertase hin
DBEFFEIA_00040	CDS	546				hypothetical protein
DBEFFEIA_00041	CDS	258				hypothetical protein
DBEFFEIA_00042	CDS	615	hin_3		COG1961	DNA-invertase hin
DBEFFEIA_00043	CDS	657			COG1357	Pentapeptide repeat protein
DBEFFEIA_00044	CDS	192				hypothetical protein
DBEFFEIA_00045	CDS	168				hypothetical protein
DBEFFEIA_00046	CDS	705				hypothetical protein
DBEFFEIA_00047	CDS	1014	xerD_2		COG4974	Tyrosine recombinase XerD
DBEFFEIA_00048	CDS	600	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
DBEFFEIA_00049	CDS	453				hypothetical protein
DBEFFEIA_00050	CDS	3006				hypothetical protein
DBEFFEIA_00051	CDS	558	tnpR_2			Transposon Tn3 resolvase
DBEFFEIA_00052	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
DBEFFEIA_00053	CDS	477				hypothetical protein
DBEFFEIA_00054	CDS	876	bla_3	3.5.2.6		Beta-lactamase CTX-M-1
DBEFFEIA_00055	CDS	123				hypothetical protein
DBEFFEIA_00056	CDS	1263				hypothetical protein
DBEFFEIA_00057	CDS	366				hypothetical protein
DBEFFEIA_00058	CDS	3237	traI			Multifunctional conjugation protein TraI
DBEFFEIA_00059	CDS	1530	traD			Coupling protein TraD
DBEFFEIA_00060	CDS	417				hypothetical protein
DBEFFEIA_00061	CDS	420				hypothetical protein
DBEFFEIA_00062	CDS	717				hypothetical protein
DBEFFEIA_00063	CDS	369				hypothetical protein
DBEFFEIA_00064	CDS	345				hypothetical protein
DBEFFEIA_00065	CDS	321				hypothetical protein
DBEFFEIA_00066	CDS	180				hypothetical protein
DBEFFEIA_00067	CDS	510				hypothetical protein
DBEFFEIA_00068	CDS	108				hypothetical protein
DBEFFEIA_00069	CDS	333				hypothetical protein
DBEFFEIA_00070	CDS	285				hypothetical protein
DBEFFEIA_00071	CDS	360				hypothetical protein
DBEFFEIA_00072	CDS	297				hypothetical protein
DBEFFEIA_00073	CDS	546				hypothetical protein
DBEFFEIA_00074	CDS	156				hypothetical protein
DBEFFEIA_00075	CDS	240				hypothetical protein
DBEFFEIA_00076	CDS	405				hypothetical protein
DBEFFEIA_00077	CDS	426	klcA			Antirestriction protein KlcA
DBEFFEIA_00078	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
DBEFFEIA_00079	CDS	1266	umuC		COG0389	Protein UmuC
DBEFFEIA_00080	CDS	792				hypothetical protein
DBEFFEIA_00081	CDS	342				hypothetical protein
