locus_tag	ftype	length_bp	gene	EC_number	COG	product
NEJAGNII_00001	CDS	756	repE			Replication initiation protein
NEJAGNII_00002	CDS	1539				hypothetical protein
NEJAGNII_00003	CDS	348				hypothetical protein
NEJAGNII_00004	CDS	405				hypothetical protein
NEJAGNII_00005	CDS	1206	parA			Plasmid partition protein A
NEJAGNII_00006	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
NEJAGNII_00007	CDS	1272	umuC_1		COG0389	Protein UmuC
NEJAGNII_00008	CDS	432	umuD_1	3.4.21.-	COG1974	Protein UmuD
NEJAGNII_00009	CDS	972	parM			Plasmid segregation protein ParM
NEJAGNII_00010	CDS	672				hypothetical protein
NEJAGNII_00011	CDS	231				hypothetical protein
NEJAGNII_00012	CDS	777	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NEJAGNII_00013	CDS	222				hypothetical protein
NEJAGNII_00014	CDS	420				hypothetical protein
NEJAGNII_00015	CDS	768				hypothetical protein
NEJAGNII_00016	CDS	429	klcA_1			Antirestriction protein KlcA
NEJAGNII_00017	CDS	507				hypothetical protein
NEJAGNII_00018	CDS	192				hypothetical protein
NEJAGNII_00019	CDS	264	holE_1	2.7.7.7		DNA polymerase III subunit theta
NEJAGNII_00020	CDS	321				hypothetical protein
NEJAGNII_00021	CDS	558	ssb_1			Plasmid-derived single-stranded DNA-binding protein
NEJAGNII_00022	CDS	249				hypothetical protein
NEJAGNII_00023	CDS	2001	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
NEJAGNII_00024	CDS	432	psiB_1			Protein PsiB
NEJAGNII_00025	CDS	729				hypothetical protein
NEJAGNII_00026	CDS	324				hypothetical protein
NEJAGNII_00027	CDS	228				hypothetical protein
NEJAGNII_00028	CDS	231				hypothetical protein
NEJAGNII_00029	CDS	876				hypothetical protein
NEJAGNII_00030	CDS	339				hypothetical protein
NEJAGNII_00031	CDS	348				hypothetical protein
NEJAGNII_00032	CDS	147				hypothetical protein
NEJAGNII_00033	CDS	543				hypothetical protein
NEJAGNII_00034	CDS	543	klcA_2			Antirestriction protein KlcA
NEJAGNII_00035	CDS	483				hypothetical protein
NEJAGNII_00036	CDS	393	traM			Relaxosome protein TraM
NEJAGNII_00037	CDS	702	traJ			Protein TraJ
NEJAGNII_00038	CDS	201	traY			Relaxosome protein TraY
NEJAGNII_00039	CDS	369	traA			Pilin
NEJAGNII_00040	CDS	306				hypothetical protein
NEJAGNII_00041	CDS	567				hypothetical protein
NEJAGNII_00042	CDS	741				hypothetical protein
NEJAGNII_00043	CDS	1425				hypothetical protein
NEJAGNII_00044	CDS	585	traV			Protein TraV
NEJAGNII_00045	CDS	411				hypothetical protein
NEJAGNII_00046	CDS	219				hypothetical protein
NEJAGNII_00047	CDS	312				hypothetical protein
NEJAGNII_00048	CDS	147				hypothetical protein
NEJAGNII_00049	CDS	393				hypothetical protein
NEJAGNII_00050	CDS	2640	traC			Protein TraC
NEJAGNII_00051	CDS	393				hypothetical protein
NEJAGNII_00052	CDS	636				hypothetical protein
NEJAGNII_00053	CDS	402				hypothetical protein
NEJAGNII_00054	CDS	990				hypothetical protein
NEJAGNII_00055	CDS	639				hypothetical protein
NEJAGNII_00056	CDS	1956				hypothetical protein
NEJAGNII_00057	CDS	255				hypothetical protein
NEJAGNII_00058	CDS	267				hypothetical protein
NEJAGNII_00059	CDS	327				hypothetical protein
NEJAGNII_00060	CDS	753				hypothetical protein
NEJAGNII_00061	CDS	240	traQ			Protein TraQ
NEJAGNII_00062	CDS	558				hypothetical protein
NEJAGNII_00063	CDS	444				hypothetical protein
NEJAGNII_00064	CDS	1368				hypothetical protein
NEJAGNII_00065	CDS	2850				hypothetical protein
NEJAGNII_00066	CDS	549	traS			Protein TraS
NEJAGNII_00067	CDS	732	ylpA			Lipoprotein YlpA
NEJAGNII_00068	CDS	690				hypothetical protein
NEJAGNII_00069	CDS	2313	traD			Coupling protein TraD
NEJAGNII_00070	CDS	5262	traI			Multifunctional conjugation protein TraI
NEJAGNII_00071	CDS	726				hypothetical protein
NEJAGNII_00072	CDS	594	finO			Fertility inhibition protein
NEJAGNII_00073	CDS	597				hypothetical protein
NEJAGNII_00074	CDS	624				hypothetical protein
NEJAGNII_00075	CDS	651				hypothetical protein
NEJAGNII_00076	CDS	309				hypothetical protein
NEJAGNII_00077	CDS	558	pld	3.1.4.4		Phospholipase D
NEJAGNII_00078	CDS	258				hypothetical protein
NEJAGNII_00079	CDS	1020	repA			Replication initiation protein
NEJAGNII_00080	CDS	906				hypothetical protein
NEJAGNII_00081	CDS	801				hypothetical protein
NEJAGNII_00082	CDS	954	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
NEJAGNII_00083	CDS	588	pinR	3.1.22.-	COG1961	Serine recombinase PinR
NEJAGNII_00084	CDS	519				hypothetical protein
NEJAGNII_00085	CDS	648				Iron-sulfur cluster carrier protein
NEJAGNII_00086	CDS	276				hypothetical protein
NEJAGNII_00087	CDS	201				hypothetical protein
NEJAGNII_00088	CDS	1272	umuC_2		COG0389	Protein UmuC
NEJAGNII_00089	CDS	462	umuD_2	3.4.21.-	COG1974	Protein UmuD
NEJAGNII_00090	CDS	246				hypothetical protein
NEJAGNII_00091	CDS	231				hypothetical protein
NEJAGNII_00092	CDS	177				hypothetical protein
NEJAGNII_00093	CDS	933				hypothetical protein
NEJAGNII_00094	CDS	234				hypothetical protein
NEJAGNII_00095	CDS	336				hypothetical protein
NEJAGNII_00096	CDS	777	yhdJ_2	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
NEJAGNII_00097	CDS	222				hypothetical protein
NEJAGNII_00098	CDS	420				hypothetical protein
NEJAGNII_00099	CDS	768				hypothetical protein
NEJAGNII_00100	CDS	429	klcA_3			Antirestriction protein KlcA
NEJAGNII_00101	CDS	507				hypothetical protein
NEJAGNII_00102	CDS	192				hypothetical protein
NEJAGNII_00103	CDS	261	holE_2	2.7.7.7		DNA polymerase III subunit theta
NEJAGNII_00104	CDS	321				hypothetical protein
NEJAGNII_00105	CDS	543	ssb_2			Plasmid-derived single-stranded DNA-binding protein
NEJAGNII_00106	CDS	249				hypothetical protein
NEJAGNII_00107	CDS	2001	spo0C_2		COG1475	Chromosome-partitioning protein Spo0J
NEJAGNII_00108	CDS	432	psiB_2			Protein PsiB
NEJAGNII_00109	CDS	729				hypothetical protein
NEJAGNII_00110	CDS	327				hypothetical protein
NEJAGNII_00111	CDS	510				hypothetical protein
NEJAGNII_00112	CDS	810				hypothetical protein
NEJAGNII_00113	CDS	1041	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
NEJAGNII_00114	CDS	2340				hypothetical protein
NEJAGNII_00115	CDS	1533				hypothetical protein
NEJAGNII_00116	CDS	1341				hypothetical protein
NEJAGNII_00117	CDS	411	ygiW		COG3111	Protein YgiW
NEJAGNII_00118	CDS	1131	rcnA		COG2215	Nickel/cobalt efflux system RcnA
NEJAGNII_00119	CDS	270	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
NEJAGNII_00120	CDS	1299	mdtG			Multidrug resistance protein MdtG
NEJAGNII_00121	CDS	759				hypothetical protein
NEJAGNII_00122	CDS	921				hypothetical protein
NEJAGNII_00123	CDS	372				hypothetical protein
NEJAGNII_00124	CDS	384	chrB1			Protein ChrB
NEJAGNII_00125	CDS	1320				hypothetical protein
NEJAGNII_00126	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NEJAGNII_00127	CDS	294				hypothetical protein
NEJAGNII_00128	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
NEJAGNII_00129	CDS	1026				hypothetical protein
NEJAGNII_00130	CDS	3030				hypothetical protein
NEJAGNII_00131	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
NEJAGNII_00132	CDS	909				hypothetical protein
