locus_tag	ftype	length_bp	gene	EC_number	COG	product
ANAOBJPO_00001	CDS	1065				hypothetical protein
ANAOBJPO_00002	CDS	282				hypothetical protein
ANAOBJPO_00003	CDS	480				hypothetical protein
ANAOBJPO_00004	CDS	954				hypothetical protein
ANAOBJPO_00005	CDS	609				hypothetical protein
ANAOBJPO_00006	CDS	522				hypothetical protein
ANAOBJPO_00007	CDS	522				hypothetical protein
ANAOBJPO_00008	CDS	474				hypothetical protein
ANAOBJPO_00009	CDS	294				hypothetical protein
ANAOBJPO_00010	CDS	855				hypothetical protein
ANAOBJPO_00011	CDS	960	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
ANAOBJPO_00012	CDS	861	bdbD		COG1651	Disulfide bond formation protein D
ANAOBJPO_00013	CDS	429				hypothetical protein
ANAOBJPO_00014	CDS	360				hypothetical protein
ANAOBJPO_00015	CDS	447				hypothetical protein
ANAOBJPO_00016	CDS	519				hypothetical protein
ANAOBJPO_00017	CDS	228				hypothetical protein
ANAOBJPO_00018	CDS	858				hypothetical protein
ANAOBJPO_00019	CDS	189				hypothetical protein
ANAOBJPO_00020	CDS	528	yncB	3.1.-.-	COG1525	Endonuclease YncB
ANAOBJPO_00021	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
ANAOBJPO_00022	CDS	294				hypothetical protein
ANAOBJPO_00023	CDS	303	higA1		COG1396	Antitoxin HigA1
ANAOBJPO_00024	CDS	351	higB2		COG4683	Putative toxin HigB2
ANAOBJPO_00025	CDS	549				hypothetical protein
ANAOBJPO_00026	CDS	195				hypothetical protein
ANAOBJPO_00027	CDS	372				hypothetical protein
ANAOBJPO_00028	CDS	471				hypothetical protein
ANAOBJPO_00029	CDS	336				hypothetical protein
ANAOBJPO_00030	CDS	489				hypothetical protein
ANAOBJPO_00031	CDS	498				hypothetical protein
ANAOBJPO_00032	CDS	705				hypothetical protein
ANAOBJPO_00033	CDS	198				hypothetical protein
ANAOBJPO_00034	CDS	705				hypothetical protein
ANAOBJPO_00035	CDS	579				hypothetical protein
ANAOBJPO_00036	CDS	342				hypothetical protein
ANAOBJPO_00037	CDS	225				hypothetical protein
ANAOBJPO_00038	CDS	1494				hypothetical protein
ANAOBJPO_00039	CDS	822				hypothetical protein
ANAOBJPO_00040	CDS	1215	bcr			Bicyclomycin resistance protein
ANAOBJPO_00041	CDS	306	cynR			HTH-type transcriptional regulator CynR
ANAOBJPO_00042	CDS	225				hypothetical protein
ANAOBJPO_00043	CDS	1275	tetA			Tetracycline resistance protein, class C
ANAOBJPO_00044	CDS	678	tetR			Tetracycline repressor protein class A from transposon 1721
ANAOBJPO_00045	CDS	243				hypothetical protein
ANAOBJPO_00046	CDS	837				hypothetical protein
ANAOBJPO_00047	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
ANAOBJPO_00048	CDS	816	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
ANAOBJPO_00049	CDS	852				hypothetical protein
ANAOBJPO_00050	CDS	708	repA			Regulatory protein RepA
