locus_tag	ftype	length_bp	gene	EC_number	COG	product
DHCICJLH_00001	CDS	372				hypothetical protein
DHCICJLH_00002	CDS	1275				hypothetical protein
DHCICJLH_00003	CDS	411				hypothetical protein
DHCICJLH_00004	CDS	558	tnpR			Transposon Tn3 resolvase
DHCICJLH_00005	CDS	981				hypothetical protein
DHCICJLH_00006	CDS	651	bla_1	3.5.2.6		Beta-lactamase TEM
DHCICJLH_00007	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
DHCICJLH_00008	CDS	981				hypothetical protein
DHCICJLH_00009	CDS	297				hypothetical protein
DHCICJLH_00010	CDS	156				hypothetical protein
DHCICJLH_00011	CDS	426	klcA			Antirestriction protein KlcA
DHCICJLH_00012	CDS	279				hypothetical protein
DHCICJLH_00013	CDS	498				hypothetical protein
