locus_tag	ftype	length_bp	gene	EC_number	COG	product
DCCGMAOG_00001	CDS	756	repE			Replication initiation protein
DCCGMAOG_00002	CDS	1539				hypothetical protein
DCCGMAOG_00003	CDS	348				hypothetical protein
DCCGMAOG_00004	CDS	405				hypothetical protein
DCCGMAOG_00005	CDS	1206	parA			Plasmid partition protein A
DCCGMAOG_00006	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
DCCGMAOG_00007	CDS	1272	umuC		COG0389	Protein UmuC
DCCGMAOG_00008	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
DCCGMAOG_00009	CDS	972	parM			Plasmid segregation protein ParM
DCCGMAOG_00010	CDS	672				hypothetical protein
DCCGMAOG_00011	CDS	231				hypothetical protein
DCCGMAOG_00012	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
DCCGMAOG_00013	CDS	222				hypothetical protein
DCCGMAOG_00014	CDS	420				hypothetical protein
DCCGMAOG_00015	CDS	768				hypothetical protein
DCCGMAOG_00016	CDS	429	klcA			Antirestriction protein KlcA
DCCGMAOG_00017	CDS	507				hypothetical protein
DCCGMAOG_00018	CDS	192				hypothetical protein
DCCGMAOG_00019	CDS	261	holE	2.7.7.7		DNA polymerase III subunit theta
DCCGMAOG_00020	CDS	321				hypothetical protein
DCCGMAOG_00021	CDS	543	ssb_1			Plasmid-derived single-stranded DNA-binding protein
DCCGMAOG_00022	CDS	249				hypothetical protein
DCCGMAOG_00023	CDS	2001	spo0C		COG1475	Chromosome-partitioning protein Spo0J
DCCGMAOG_00024	CDS	135				hypothetical protein
DCCGMAOG_00025	CDS	432	psiB			Protein PsiB
DCCGMAOG_00026	CDS	729				hypothetical protein
DCCGMAOG_00027	CDS	327				hypothetical protein
DCCGMAOG_00028	CDS	510				hypothetical protein
DCCGMAOG_00029	CDS	810				hypothetical protein
DCCGMAOG_00030	CDS	1041	ftsH	3.4.24.-	COG0465	ATP-dependent zinc metalloprotease FtsH
DCCGMAOG_00031	CDS	2340				hypothetical protein
DCCGMAOG_00032	CDS	1533				hypothetical protein
DCCGMAOG_00033	CDS	1341				hypothetical protein
DCCGMAOG_00034	CDS	411	ygiW		COG3111	Protein YgiW
DCCGMAOG_00035	CDS	1131	rcnA		COG2215	Nickel/cobalt efflux system RcnA
DCCGMAOG_00036	CDS	270	csoR		COG1937	Copper-sensing transcriptional repressor CsoR
DCCGMAOG_00037	CDS	1299	mdtG			Multidrug resistance protein MdtG
DCCGMAOG_00038	CDS	759				hypothetical protein
DCCGMAOG_00039	CDS	921				hypothetical protein
DCCGMAOG_00040	CDS	372				hypothetical protein
DCCGMAOG_00041	CDS	384	chrB1			Protein ChrB
DCCGMAOG_00042	CDS	1320				hypothetical protein
DCCGMAOG_00043	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
DCCGMAOG_00044	CDS	294				hypothetical protein
DCCGMAOG_00045	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
DCCGMAOG_00046	CDS	1026				hypothetical protein
DCCGMAOG_00047	CDS	3030				hypothetical protein
DCCGMAOG_00048	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
DCCGMAOG_00049	CDS	909				hypothetical protein
DCCGMAOG_00050	CDS	558	tnpR_1			Transposon Tn3 resolvase
DCCGMAOG_00051	CDS	606	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
DCCGMAOG_00052	CDS	777	ant1_1	2.7.7.47		Streptomycin 3''-adenylyltransferase
DCCGMAOG_00053	CDS	825	bla_2	3.5.2.6		Beta-lactamase OXA-18
DCCGMAOG_00054	CDS	252	tnpR_2			Transposon Tn3 resolvase
DCCGMAOG_00055	CDS	861	bla_3	3.5.2.6		Beta-lactamase TEM
DCCGMAOG_00056	CDS	540				hypothetical protein
DCCGMAOG_00057	CDS	837				hypothetical protein
DCCGMAOG_00058	CDS	804	neo_1	2.7.1.95		Aminoglycoside 3'-phosphotransferase
DCCGMAOG_00059	CDS	816	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
DCCGMAOG_00060	CDS	177				hypothetical protein
DCCGMAOG_00061	CDS	1005				hypothetical protein
DCCGMAOG_00062	CDS	1779				hypothetical protein
DCCGMAOG_00063	CDS	705				hypothetical protein
DCCGMAOG_00064	CDS	291				hypothetical protein
DCCGMAOG_00065	CDS	312				hypothetical protein
DCCGMAOG_00066	CDS	642				hypothetical protein
DCCGMAOG_00067	CDS	207				hypothetical protein
DCCGMAOG_00068	CDS	267				hypothetical protein
DCCGMAOG_00069	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
DCCGMAOG_00070	CDS	1215	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
DCCGMAOG_00071	CDS	765				hypothetical protein
DCCGMAOG_00072	CDS	267				hypothetical protein
DCCGMAOG_00073	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
DCCGMAOG_00074	CDS	930	xerD_2		COG4974	Tyrosine recombinase XerD
DCCGMAOG_00075	CDS	705				hypothetical protein
DCCGMAOG_00076	CDS	237	recF			DNA replication and repair protein RecF
DCCGMAOG_00077	CDS	402	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
DCCGMAOG_00078	CDS	231	vapB		COG4456	Antitoxin VapB
DCCGMAOG_00079	CDS	321				hypothetical protein
DCCGMAOG_00080	CDS	639				hypothetical protein
DCCGMAOG_00081	CDS	786	xerD_3		COG4974	Tyrosine recombinase XerD
DCCGMAOG_00082	CDS	129				hypothetical protein
DCCGMAOG_00083	CDS	96				hypothetical protein
DCCGMAOG_00084	CDS	705				hypothetical protein
DCCGMAOG_00085	CDS	870	smc			Chromosome partition protein Smc
DCCGMAOG_00086	CDS	876	tus			DNA replication terminus site-binding protein
DCCGMAOG_00087	CDS	492				hypothetical protein
DCCGMAOG_00088	CDS	870	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
DCCGMAOG_00089	CDS	1011	xerD_4		COG4974	Tyrosine recombinase XerD
DCCGMAOG_00090	CDS	537				hypothetical protein
DCCGMAOG_00091	CDS	288				hypothetical protein
DCCGMAOG_00092	CDS	282				hypothetical protein
DCCGMAOG_00093	CDS	603				hypothetical protein
DCCGMAOG_00094	CDS	453				hypothetical protein
DCCGMAOG_00095	CDS	336				hypothetical protein
DCCGMAOG_00096	CDS	225				hypothetical protein
DCCGMAOG_00097	CDS	273				hypothetical protein
