locus_tag	ftype	length_bp	gene	EC_number	COG	product
NFIGDPFE_00001	CDS	321				hypothetical protein
NFIGDPFE_00002	CDS	828	glnQ			Glutamine transport ATP-binding protein GlnQ
NFIGDPFE_00003	CDS	864	ptxB			putative phosphite transport system-binding protein PtxB
NFIGDPFE_00004	CDS	828	phnE		COG3639	Phosphate-import permease protein PhnE
NFIGDPFE_00005	CDS	1011	ptxD	1.20.1.1		Phosphonate dehydrogenase
NFIGDPFE_00006	CDS	870	cmpR			HTH-type transcriptional activator CmpR
NFIGDPFE_00007	CDS	636				hypothetical protein
NFIGDPFE_00008	CDS	522				hypothetical protein
NFIGDPFE_00009	CDS	981				hypothetical protein
NFIGDPFE_00010	CDS	378				hypothetical protein
NFIGDPFE_00011	CDS	255				hypothetical protein
NFIGDPFE_00012	CDS	249				hypothetical protein
NFIGDPFE_00013	CDS	282				hypothetical protein
NFIGDPFE_00014	CDS	570	hspA		COG0071	Spore protein SP21
NFIGDPFE_00015	CDS	2796	clpC			ATP-dependent Clp protease ATP-binding subunit ClpC
NFIGDPFE_00016	CDS	198				hypothetical protein
NFIGDPFE_00017	CDS	750				hypothetical protein
NFIGDPFE_00018	CDS	990	htpX	3.4.24.-	COG0501	Protease HtpX 
NFIGDPFE_00019	CDS	306				hypothetical protein
NFIGDPFE_00020	CDS	720				hypothetical protein
NFIGDPFE_00021	CDS	138				hypothetical protein
NFIGDPFE_00022	CDS	1359				hypothetical protein
NFIGDPFE_00023	CDS	483				hypothetical protein
NFIGDPFE_00024	CDS	267				hypothetical protein
NFIGDPFE_00025	CDS	255				hypothetical protein
NFIGDPFE_00026	CDS	258				hypothetical protein
NFIGDPFE_00027	CDS	204	ymoA			Modulating protein YmoA
NFIGDPFE_00028	CDS	369				hypothetical protein
NFIGDPFE_00029	CDS	495				hypothetical protein
NFIGDPFE_00030	CDS	576				hypothetical protein
NFIGDPFE_00031	CDS	270				hypothetical protein
NFIGDPFE_00032	CDS	351	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
NFIGDPFE_00033	CDS	363	arsD_1			Arsenical resistance operon trans-acting repressor ArsD
NFIGDPFE_00034	CDS	1752	arsA_1	3.6.3.16		Arsenical pump-driving ATPase
NFIGDPFE_00035	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
NFIGDPFE_00036	CDS	426	arsC	1.20.4.1		Arsenate reductase
NFIGDPFE_00037	CDS	537	yncA	2.3.1.-	COG1247	L-methionine sulfoximine/L-methionine sulfone acetyltransferase
NFIGDPFE_00038	CDS	474	arsA_2	3.6.3.16		Arsenical pump-driving ATPase
NFIGDPFE_00039	CDS	1341	arsA_3	3.6.3.16		Arsenical pump-driving ATPase
NFIGDPFE_00040	CDS	363	arsD_2			Arsenical resistance operon trans-acting repressor ArsD
NFIGDPFE_00041	CDS	546	sigL		COG1595	ECF RNA polymerase sigma factor SigL
NFIGDPFE_00042	CDS	714	arsH	1.-.-.-	COG0431	NADPH-dependent FMN reductase ArsH
NFIGDPFE_00043	CDS	327				hypothetical protein
NFIGDPFE_00044	CDS	498	ywnH	2.3.1.183	COG1247	Putative phosphinothricin acetyltransferase YwnH
NFIGDPFE_00045	CDS	405	aqpZ2			Aquaporin Z 2
NFIGDPFE_00046	CDS	804				hypothetical protein
NFIGDPFE_00047	CDS	651				hypothetical protein
NFIGDPFE_00048	CDS	435	pcoE			putative copper-binding protein PcoE
NFIGDPFE_00049	CDS	1401	cusS_1	2.7.13.3	COG0642	Sensor kinase CusS
NFIGDPFE_00050	CDS	681	copR			Transcriptional activator protein CopR
NFIGDPFE_00051	CDS	930	copD			Copper resistance protein D
NFIGDPFE_00052	CDS	381	pcoC		COG2372	Copper resistance protein C
NFIGDPFE_00053	CDS	891	copB			Copper resistance protein B
NFIGDPFE_00054	CDS	1818	copA			Copper resistance protein A
NFIGDPFE_00055	CDS	981				hypothetical protein
NFIGDPFE_00056	CDS	450	silE_1			Silver-binding protein SilE
NFIGDPFE_00057	CDS	738	mepM	3.4.24.-	COG0739	Murein DD-endopeptidase MepM
NFIGDPFE_00058	CDS	198				hypothetical protein
NFIGDPFE_00059	CDS	2448	silP	3.6.3.53		Silver exporting P-type ATPase
NFIGDPFE_00060	CDS	441				hypothetical protein
NFIGDPFE_00061	CDS	3147	cusA		COG3696	Cation efflux system protein CusA
NFIGDPFE_00062	CDS	1293	cusB			Cation efflux system protein CusB
NFIGDPFE_00063	CDS	354	cusF		COG5569	Cation efflux system protein CusF
NFIGDPFE_00064	CDS	1386	cusC		COG1538	Cation efflux system protein CusC
NFIGDPFE_00065	CDS	681	cusR		COG0745	Transcriptional regulatory protein CusR
NFIGDPFE_00066	CDS	1476	cusS_2	2.7.13.3	COG0642	Sensor kinase CusS
NFIGDPFE_00067	CDS	432	silE_2			Silver-binding protein SilE
NFIGDPFE_00068	CDS	405				hypothetical protein
NFIGDPFE_00069	CDS	378				hypothetical protein
NFIGDPFE_00070	CDS	396				hypothetical protein
NFIGDPFE_00071	CDS	882				hypothetical protein
NFIGDPFE_00072	CDS	276				hypothetical protein
NFIGDPFE_00073	CDS	378				hypothetical protein
NFIGDPFE_00074	CDS	2004			COG1292	Glycine betaine transporter
NFIGDPFE_00075	CDS	1278			COG4325	putative protein
NFIGDPFE_00076	CDS	1416	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
NFIGDPFE_00077	CDS	129				hypothetical protein
NFIGDPFE_00078	CDS	924				hypothetical protein
NFIGDPFE_00079	CDS	957	dgcP	2.7.7.65	COG2203	Diguanylate cyclase DgcP
NFIGDPFE_00080	CDS	102				hypothetical protein
NFIGDPFE_00081	CDS	741	xerD_1			Tyrosine recombinase XerD
NFIGDPFE_00082	CDS	1011	repB			RepFIB replication protein A
NFIGDPFE_00083	CDS	1167	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
NFIGDPFE_00084	CDS	972	sopB			Protein SopB
NFIGDPFE_00085	CDS	732				hypothetical protein
NFIGDPFE_00086	CDS	333				hypothetical protein
NFIGDPFE_00087	CDS	285				hypothetical protein
NFIGDPFE_00088	CDS	858				hypothetical protein
NFIGDPFE_00089	CDS	1272	umuC		COG0389	Protein UmuC
NFIGDPFE_00090	CDS	426	umuD	3.4.21.-	COG1974	Protein UmuD
NFIGDPFE_00091	CDS	1488	ltrA		COG3344	Group II intron-encoded protein LtrA
NFIGDPFE_00092	CDS	519				hypothetical protein
NFIGDPFE_00093	CDS	159				hypothetical protein
NFIGDPFE_00094	CDS	426	klcA			Antirestriction protein KlcA
NFIGDPFE_00095	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
NFIGDPFE_00096	CDS	318				hypothetical protein
NFIGDPFE_00097	CDS	228				hypothetical protein
NFIGDPFE_00098	CDS	231				hypothetical protein
NFIGDPFE_00099	CDS	1356				hypothetical protein
NFIGDPFE_00100	CDS	564				hypothetical protein
NFIGDPFE_00101	CDS	330				hypothetical protein
NFIGDPFE_00102	CDS	543	ssb			Plasmid-derived single-stranded DNA-binding protein
NFIGDPFE_00103	CDS	249				hypothetical protein
NFIGDPFE_00104	CDS	2037	spo0C		COG1475	Chromosome-partitioning protein Spo0J
NFIGDPFE_00105	CDS	432	psiB			Protein PsiB
NFIGDPFE_00106	CDS	729				hypothetical protein
NFIGDPFE_00107	CDS	327				hypothetical protein
NFIGDPFE_00108	CDS	375				hypothetical protein
NFIGDPFE_00109	CDS	1080				hypothetical protein
NFIGDPFE_00110	CDS	162	flmA			Stable plasmid inheritance protein
NFIGDPFE_00111	CDS	273				hypothetical protein
NFIGDPFE_00112	CDS	351				hypothetical protein
NFIGDPFE_00113	CDS	357				hypothetical protein
NFIGDPFE_00114	CDS	213				hypothetical protein
NFIGDPFE_00115	CDS	225				hypothetical protein
NFIGDPFE_00116	CDS	351				hypothetical protein
NFIGDPFE_00117	CDS	279	higA1		COG1396	Antitoxin HigA1
NFIGDPFE_00118	CDS	621				hypothetical protein
NFIGDPFE_00119	CDS	822				hypothetical protein
NFIGDPFE_00120	CDS	315				hypothetical protein
NFIGDPFE_00121	CDS	486				hypothetical protein
NFIGDPFE_00122	CDS	393	traM			Relaxosome protein TraM
NFIGDPFE_00123	CDS	696	traJ			Protein TraJ
NFIGDPFE_00124	CDS	381	traY			Relaxosome protein TraY
NFIGDPFE_00125	CDS	369	traA			Pilin
NFIGDPFE_00126	CDS	306				hypothetical protein
NFIGDPFE_00127	CDS	567				hypothetical protein
NFIGDPFE_00128	CDS	741				hypothetical protein
NFIGDPFE_00129	CDS	1425				hypothetical protein
NFIGDPFE_00130	CDS	597				hypothetical protein
NFIGDPFE_00131	CDS	570	traV			Protein TraV
NFIGDPFE_00132	CDS	411				hypothetical protein
NFIGDPFE_00133	CDS	291				hypothetical protein
