locus_tag	ftype	length_bp	gene	EC_number	COG	product
POAGCIIP_00001	CDS	882				hypothetical protein
POAGCIIP_00002	CDS	330				hypothetical protein
POAGCIIP_00003	CDS	534	ssb			Single-stranded DNA-binding protein
POAGCIIP_00004	CDS	789				hypothetical protein
POAGCIIP_00005	CDS	423	klcA			Antirestriction protein KlcA
POAGCIIP_00006	CDS	291				hypothetical protein
POAGCIIP_00007	CDS	564				hypothetical protein
POAGCIIP_00008	CDS	378				hypothetical protein
POAGCIIP_00009	CDS	285				hypothetical protein
POAGCIIP_00010	CDS	255				hypothetical protein
POAGCIIP_00011	CDS	378				hypothetical protein
POAGCIIP_00012	CDS	276				hypothetical protein
POAGCIIP_00013	CDS	885	ilvD	4.2.1.9	COG0129	Dihydroxy-acid dehydratase
POAGCIIP_00014	CDS	1545	ilvA	4.3.1.19	COG1171	L-threonine dehydratase biosynthetic IlvA
POAGCIIP_00015	CDS	516	gatA		COG1762	PTS system galactitol-specific EIIA component
POAGCIIP_00016	CDS	279	gatB	2.7.1.200	COG3414	PTS system galactitol-specific EIIB component
POAGCIIP_00017	CDS	1404	gatC		COG3775	PTS system galactitol-specific EIIC component
POAGCIIP_00018	CDS	411				hypothetical protein
POAGCIIP_00019	CDS	1320				hypothetical protein
POAGCIIP_00020	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
POAGCIIP_00021	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
POAGCIIP_00022	CDS	1026				hypothetical protein
POAGCIIP_00023	CDS	3030				hypothetical protein
POAGCIIP_00024	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
POAGCIIP_00025	CDS	1677	cmtB		COG1762	Mannitol-specific cryptic phosphotransferase enzyme IIA component
POAGCIIP_00026	CDS	504				hypothetical protein
POAGCIIP_00027	CDS	156				hypothetical protein
POAGCIIP_00028	CDS	792				hypothetical protein
POAGCIIP_00029	CDS	270				hypothetical protein
POAGCIIP_00030	CDS	201				hypothetical protein
POAGCIIP_00031	CDS	498	ros		COG4957	Transcriptional regulatory protein ros
POAGCIIP_00032	CDS	678				hypothetical protein
POAGCIIP_00033	CDS	207				hypothetical protein
POAGCIIP_00034	CDS	183				hypothetical protein
POAGCIIP_00035	CDS	351				hypothetical protein
POAGCIIP_00036	CDS	369				hypothetical protein
POAGCIIP_00037	CDS	717				hypothetical protein
POAGCIIP_00038	CDS	432				hypothetical protein
POAGCIIP_00039	CDS	423				hypothetical protein
POAGCIIP_00040	CDS	1533	traD			Coupling protein TraD
POAGCIIP_00041	CDS	3219	traI			Multifunctional conjugation protein TraI
POAGCIIP_00042	CDS	666				hypothetical protein
POAGCIIP_00043	CDS	363				hypothetical protein
POAGCIIP_00044	CDS	312				hypothetical protein
POAGCIIP_00045	CDS	528	pld	3.1.4.4		Phospholipase D
POAGCIIP_00046	CDS	1002			COG0630	Type IV secretion system protein VirB11
POAGCIIP_00047	CDS	1134				Protein virB10
POAGCIIP_00048	CDS	888	virB9			Type IV secretion system protein virB9
POAGCIIP_00049	CDS	696	virB8			Type IV secretion system protein virB8
POAGCIIP_00050	CDS	132				hypothetical protein
POAGCIIP_00051	CDS	1038	virB6			Type IV secretion system protein VirB6
POAGCIIP_00052	CDS	243				hypothetical protein
POAGCIIP_00053	CDS	702	virB5			Type IV secretion system protein virB5
POAGCIIP_00054	CDS	2574	virB4		COG3451	Type IV secretion system protein virB4
POAGCIIP_00055	CDS	318	virB3			Type IV secretion system protein virB3
POAGCIIP_00056	CDS	297				hypothetical protein
POAGCIIP_00057	CDS	279				hypothetical protein
POAGCIIP_00058	CDS	783	virB1			Type IV secretion system protein virB1
POAGCIIP_00059	CDS	318	hvrA			Trans-acting regulatory protein HvrA
POAGCIIP_00060	CDS	351				hypothetical protein
POAGCIIP_00061	CDS	339				hypothetical protein
POAGCIIP_00062	CDS	309				hypothetical protein
POAGCIIP_00063	CDS	186				hypothetical protein
POAGCIIP_00064	CDS	609	bin3			Putative transposon Tn552 DNA-invertase bin3
POAGCIIP_00065	CDS	333				hypothetical protein
