locus_tag	ftype	length_bp	gene	EC_number	COG	product
COCFHKJJ_00001	CDS	597				hypothetical protein
COCFHKJJ_00002	CDS	645				hypothetical protein
COCFHKJJ_00003	CDS	651				hypothetical protein
COCFHKJJ_00004	CDS	309				hypothetical protein
COCFHKJJ_00005	CDS	561	pld	3.1.4.4		Phospholipase D
COCFHKJJ_00006	CDS	204				hypothetical protein
COCFHKJJ_00007	CDS	330				hypothetical protein
COCFHKJJ_00008	CDS	1014	repA_1			Replication initiation protein
COCFHKJJ_00009	CDS	1392				hypothetical protein
COCFHKJJ_00010	CDS	573	hin		COG1961	DNA-invertase hin
COCFHKJJ_00011	CDS	546				hypothetical protein
COCFHKJJ_00012	CDS	909				hypothetical protein
COCFHKJJ_00013	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
COCFHKJJ_00014	CDS	3030				hypothetical protein
COCFHKJJ_00015	CDS	1026				hypothetical protein
COCFHKJJ_00016	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
COCFHKJJ_00017	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
COCFHKJJ_00018	CDS	1320				hypothetical protein
COCFHKJJ_00019	CDS	2898				hypothetical protein
COCFHKJJ_00020	CDS	606	pinR	3.1.22.-	COG1961	Serine recombinase PinR
COCFHKJJ_00021	CDS	1098	nhaA		COG3004	Na(+)/H(+) antiporter NhaA
COCFHKJJ_00022	CDS	315				hypothetical protein
COCFHKJJ_00023	CDS	396				hypothetical protein
COCFHKJJ_00024	CDS	402				hypothetical protein
COCFHKJJ_00025	CDS	291				hypothetical protein
COCFHKJJ_00026	CDS	198				hypothetical protein
COCFHKJJ_00027	CDS	2811				hypothetical protein
COCFHKJJ_00028	CDS	1005				hypothetical protein
COCFHKJJ_00029	CDS	204				hypothetical protein
COCFHKJJ_00030	CDS	204	ymoA			Modulating protein YmoA
COCFHKJJ_00031	CDS	369				hypothetical protein
COCFHKJJ_00032	CDS	495				hypothetical protein
COCFHKJJ_00033	CDS	573				hypothetical protein
COCFHKJJ_00034	CDS	249				hypothetical protein
COCFHKJJ_00035	CDS	690				hypothetical protein
COCFHKJJ_00036	CDS	690				hypothetical protein
COCFHKJJ_00037	CDS	219	ccdA		COG5302	Antitoxin CcdA
COCFHKJJ_00038	CDS	306	ccdB			Toxin CcdB
COCFHKJJ_00039	CDS	396				hypothetical protein
COCFHKJJ_00040	CDS	315				hypothetical protein
COCFHKJJ_00041	CDS	1017				hypothetical protein
COCFHKJJ_00042	CDS	144				hypothetical protein
COCFHKJJ_00043	CDS	795	xerD_2		COG4974	Tyrosine recombinase XerD
COCFHKJJ_00044	CDS	303				hypothetical protein
COCFHKJJ_00045	CDS	627	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
COCFHKJJ_00046	CDS	876	repA_2			Replication protein RepA
COCFHKJJ_00047	CDS	1272	umuC		COG0389	Protein UmuC
COCFHKJJ_00048	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
COCFHKJJ_00049	CDS	972	parM			Plasmid segregation protein ParM
COCFHKJJ_00050	CDS	672				hypothetical protein
COCFHKJJ_00051	CDS	231				hypothetical protein
COCFHKJJ_00052	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
COCFHKJJ_00053	CDS	222				hypothetical protein
COCFHKJJ_00054	CDS	420				hypothetical protein
COCFHKJJ_00055	CDS	768				hypothetical protein
COCFHKJJ_00056	CDS	429	klcA			Antirestriction protein KlcA
COCFHKJJ_00057	CDS	507				hypothetical protein
COCFHKJJ_00058	CDS	192				hypothetical protein
COCFHKJJ_00059	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
COCFHKJJ_00060	CDS	321				hypothetical protein
COCFHKJJ_00061	CDS	177				hypothetical protein
COCFHKJJ_00062	CDS	228				hypothetical protein
COCFHKJJ_00063	CDS	231				hypothetical protein
COCFHKJJ_00064	CDS	1356				hypothetical protein
COCFHKJJ_00065	CDS	564				hypothetical protein
COCFHKJJ_00066	CDS	321				hypothetical protein
COCFHKJJ_00067	CDS	543	ssb			Plasmid-derived single-stranded DNA-binding protein
COCFHKJJ_00068	CDS	249				hypothetical protein
COCFHKJJ_00069	CDS	2058	spo0C		COG1475	Chromosome-partitioning protein Spo0J
COCFHKJJ_00070	CDS	432	psiB			Protein PsiB
