locus_tag	ftype	length_bp	gene	EC_number	COG	product
ICFLADHJ_00001	CDS	354				hypothetical protein
ICFLADHJ_00002	CDS	285				hypothetical protein
ICFLADHJ_00003	CDS	312				hypothetical protein
ICFLADHJ_00004	CDS	285				hypothetical protein
ICFLADHJ_00005	CDS	663				Iron-sulfur cluster carrier protein
ICFLADHJ_00006	CDS	663	bin3			Putative transposon Tn552 DNA-invertase bin3
ICFLADHJ_00007	CDS	240				hypothetical protein
ICFLADHJ_00008	CDS	357	umuD	3.4.21.-	COG1974	Protein UmuD
ICFLADHJ_00009	CDS	705				hypothetical protein
ICFLADHJ_00010	CDS	861	bla_1	3.5.2.6		Beta-lactamase SHV-1
ICFLADHJ_00011	CDS	762	glpR		COG1349	Glycerol-3-phosphate regulon repressor
ICFLADHJ_00012	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
ICFLADHJ_00013	CDS	633	otnK_1	2.7.1.217	COG3395	3-oxo-tetronate kinase
ICFLADHJ_00014	CDS	639	otnK_2	2.7.1.217	COG3395	3-oxo-tetronate kinase
ICFLADHJ_00015	CDS	1245				hypothetical protein
ICFLADHJ_00016	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
ICFLADHJ_00017	CDS	3030				hypothetical protein
ICFLADHJ_00018	CDS	1026				hypothetical protein
ICFLADHJ_00019	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
ICFLADHJ_00020	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
ICFLADHJ_00021	CDS	1320				hypothetical protein
ICFLADHJ_00022	CDS	1743				hypothetical protein
ICFLADHJ_00023	CDS	534				hypothetical protein
ICFLADHJ_00024	CDS	96				hypothetical protein
ICFLADHJ_00025	CDS	147				hypothetical protein
ICFLADHJ_00026	CDS	279				hypothetical protein
ICFLADHJ_00027	CDS	276				hypothetical protein
ICFLADHJ_00028	CDS	255				hypothetical protein
ICFLADHJ_00029	CDS	822				hypothetical protein
ICFLADHJ_00030	CDS	180				hypothetical protein
ICFLADHJ_00031	CDS	651				hypothetical protein
ICFLADHJ_00032	CDS	456	stpA		COG2916	DNA-binding protein StpA
ICFLADHJ_00033	CDS	2328	topB	5.99.1.2	COG0550	DNA topoisomerase 3
ICFLADHJ_00034	CDS	1263	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
ICFLADHJ_00035	CDS	495	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
ICFLADHJ_00036	CDS	327				hypothetical protein
ICFLADHJ_00037	CDS	315				hypothetical protein
ICFLADHJ_00038	CDS	393				hypothetical protein
ICFLADHJ_00039	CDS	1836	virD4			Protein VirD4
ICFLADHJ_00040	CDS	1035	ptlH		COG0630	Type IV secretion system protein PtlH
ICFLADHJ_00041	CDS	198				hypothetical protein
ICFLADHJ_00042	CDS	1215				Type IV secretion system protein virB10
ICFLADHJ_00043	CDS	930	virB9			Type IV secretion system protein virB9
ICFLADHJ_00044	CDS	729	virB8			Type IV secretion system protein virB8
ICFLADHJ_00045	CDS	1056				hypothetical protein
ICFLADHJ_00046	CDS	258				hypothetical protein
ICFLADHJ_00047	CDS	771				hypothetical protein
ICFLADHJ_00048	CDS	2754	virB4			Type IV secretion system protein virB4
ICFLADHJ_00049	CDS	291				hypothetical protein
ICFLADHJ_00050	CDS	645	virB1			Type IV secretion system protein virB1
ICFLADHJ_00051	CDS	237				hypothetical protein
ICFLADHJ_00052	CDS	651	rfaH		COG0250	Transcription antitermination protein RfaH
ICFLADHJ_00053	CDS	1161				hypothetical protein
ICFLADHJ_00054	CDS	546				hypothetical protein
ICFLADHJ_00055	CDS	258				hypothetical protein
ICFLADHJ_00056	CDS	165				hypothetical protein
ICFLADHJ_00057	CDS	339				hypothetical protein
ICFLADHJ_00058	CDS	243				hypothetical protein
ICFLADHJ_00059	CDS	270				hypothetical protein
ICFLADHJ_00060	CDS	552				hypothetical protein
ICFLADHJ_00061	CDS	237				hypothetical protein
ICFLADHJ_00062	CDS	516	dnaJ			Chaperone protein DnaJ
ICFLADHJ_00063	CDS	873	pir			PI protein
ICFLADHJ_00064	CDS	444				hypothetical protein
