locus_tag	ftype	length_bp	gene	EC_number	COG	product
INAMNHNL_00001	CDS	1275				hypothetical protein
INAMNHNL_00002	CDS	411				hypothetical protein
INAMNHNL_00003	CDS	558	tnpR			Transposon Tn3 resolvase
INAMNHNL_00004	CDS	981				hypothetical protein
INAMNHNL_00005	CDS	651	bla_1	3.5.2.6		Beta-lactamase TEM
INAMNHNL_00006	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
INAMNHNL_00007	CDS	981				hypothetical protein
INAMNHNL_00008	CDS	297				hypothetical protein
INAMNHNL_00009	CDS	156				hypothetical protein
INAMNHNL_00010	CDS	426	klcA			Antirestriction protein KlcA
INAMNHNL_00011	CDS	279				hypothetical protein
INAMNHNL_00012	CDS	429				hypothetical protein
