locus_tag	ftype	length_bp	gene	EC_number	COG	product
DPLNGOJO_00001	CDS	3030				hypothetical protein
DPLNGOJO_00002	CDS	1026				hypothetical protein
DPLNGOJO_00003	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
DPLNGOJO_00004	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
DPLNGOJO_00005	CDS	1320				hypothetical protein
DPLNGOJO_00006	CDS	633	otnK_1	2.7.1.217	COG3395	3-oxo-tetronate kinase
DPLNGOJO_00007	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
DPLNGOJO_00008	CDS	762	glpR		COG1349	Glycerol-3-phosphate regulon repressor
DPLNGOJO_00009	CDS	861	bla_2	3.5.2.6		Beta-lactamase SHV-2
DPLNGOJO_00010	CDS	705				hypothetical protein
DPLNGOJO_00011	CDS	357	umuD	3.4.21.-	COG1974	Protein UmuD
DPLNGOJO_00012	CDS	240				hypothetical protein
DPLNGOJO_00013	CDS	663	bin3			Putative transposon Tn552 DNA-invertase bin3
DPLNGOJO_00014	CDS	663				Iron-sulfur cluster carrier protein
DPLNGOJO_00015	CDS	285				hypothetical protein
DPLNGOJO_00016	CDS	312				hypothetical protein
DPLNGOJO_00017	CDS	285				hypothetical protein
DPLNGOJO_00018	CDS	354				hypothetical protein
DPLNGOJO_00019	CDS	444				hypothetical protein
DPLNGOJO_00020	CDS	873	pir			PI protein
DPLNGOJO_00021	CDS	516	dnaJ			Chaperone protein DnaJ
DPLNGOJO_00022	CDS	237				hypothetical protein
DPLNGOJO_00023	CDS	552				hypothetical protein
DPLNGOJO_00024	CDS	270				hypothetical protein
DPLNGOJO_00025	CDS	243				hypothetical protein
DPLNGOJO_00026	CDS	339				hypothetical protein
DPLNGOJO_00027	CDS	165				hypothetical protein
DPLNGOJO_00028	CDS	258				hypothetical protein
DPLNGOJO_00029	CDS	546				hypothetical protein
DPLNGOJO_00030	CDS	1161				hypothetical protein
DPLNGOJO_00031	CDS	510	rfaH		COG0250	Transcription antitermination protein RfaH
DPLNGOJO_00032	CDS	237				hypothetical protein
DPLNGOJO_00033	CDS	645	virB1			Type IV secretion system protein virB1
DPLNGOJO_00034	CDS	291				hypothetical protein
DPLNGOJO_00035	CDS	2754	virB4			Type IV secretion system protein virB4
DPLNGOJO_00036	CDS	771				hypothetical protein
DPLNGOJO_00037	CDS	258				hypothetical protein
DPLNGOJO_00038	CDS	1056				hypothetical protein
DPLNGOJO_00039	CDS	729	virB8			Type IV secretion system protein virB8
DPLNGOJO_00040	CDS	930	virB9			Type IV secretion system protein virB9
DPLNGOJO_00041	CDS	1215				Type IV secretion system protein virB10
DPLNGOJO_00042	CDS	198				hypothetical protein
DPLNGOJO_00043	CDS	1035	ptlH		COG0630	Type IV secretion system protein PtlH
DPLNGOJO_00044	CDS	1836	virD4			Protein VirD4
DPLNGOJO_00045	CDS	393				hypothetical protein
DPLNGOJO_00046	CDS	315				hypothetical protein
DPLNGOJO_00047	CDS	327				hypothetical protein
DPLNGOJO_00048	CDS	495	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
DPLNGOJO_00049	CDS	1263	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
DPLNGOJO_00050	CDS	2328	topB	5.99.1.2	COG0550	DNA topoisomerase 3
DPLNGOJO_00051	CDS	456	stpA		COG2916	DNA-binding protein StpA
DPLNGOJO_00052	CDS	651				hypothetical protein
DPLNGOJO_00053	CDS	180				hypothetical protein
DPLNGOJO_00054	CDS	822				hypothetical protein
DPLNGOJO_00055	CDS	255				hypothetical protein
DPLNGOJO_00056	CDS	276				hypothetical protein
DPLNGOJO_00057	CDS	279				hypothetical protein
DPLNGOJO_00058	CDS	105				hypothetical protein
DPLNGOJO_00059	CDS	96				hypothetical protein
DPLNGOJO_00060	CDS	534				hypothetical protein
DPLNGOJO_00061	CDS	3015				hypothetical protein
DPLNGOJO_00062	CDS	438	otnK_2	2.7.1.217	COG3395	3-oxo-tetronate kinase
DPLNGOJO_00063	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
