locus_tag	ftype	length_bp	gene	EC_number	COG	product
JOABCOPL_00001	CDS	474				hypothetical protein
JOABCOPL_00002	CDS	195				hypothetical protein
JOABCOPL_00003	CDS	2967				hypothetical protein
JOABCOPL_00004	CDS	561	hin		COG1961	DNA-invertase hin
JOABCOPL_00005	CDS	561				hypothetical protein
JOABCOPL_00006	CDS	279				hypothetical protein
JOABCOPL_00007	CDS	426	klcA			Antirestriction protein KlcA
JOABCOPL_00008	CDS	156				hypothetical protein
JOABCOPL_00009	CDS	297				hypothetical protein
JOABCOPL_00010	CDS	981				hypothetical protein
JOABCOPL_00011	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
JOABCOPL_00012	CDS	516				hypothetical protein
JOABCOPL_00013	CDS	705				hypothetical protein
JOABCOPL_00014	CDS	222				hypothetical protein
