locus_tag	ftype	length_bp	gene	EC_number	COG	product
OFADLCKP_00001	CDS	222				hypothetical protein
OFADLCKP_00002	CDS	645				hypothetical protein
OFADLCKP_00003	CDS	651				hypothetical protein
OFADLCKP_00004	CDS	309				hypothetical protein
OFADLCKP_00005	CDS	561	pld	3.1.4.4		Phospholipase D
OFADLCKP_00006	CDS	252				hypothetical protein
OFADLCKP_00007	CDS	858				hypothetical protein
OFADLCKP_00008	CDS	564	proQ		COG3109	RNA chaperone ProQ
OFADLCKP_00009	CDS	612				hypothetical protein
OFADLCKP_00010	CDS	993				hypothetical protein
OFADLCKP_00011	CDS	156				hypothetical protein
OFADLCKP_00012	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
OFADLCKP_00013	CDS	3030				hypothetical protein
OFADLCKP_00014	CDS	1026				hypothetical protein
OFADLCKP_00015	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
OFADLCKP_00016	CDS	240				hypothetical protein
OFADLCKP_00017	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
OFADLCKP_00018	CDS	1320				hypothetical protein
OFADLCKP_00019	CDS	1185				hypothetical protein
OFADLCKP_00020	CDS	213				hypothetical protein
OFADLCKP_00021	CDS	360				hypothetical protein
OFADLCKP_00022	CDS	117				hypothetical protein
OFADLCKP_00023	CDS	378				hypothetical protein
OFADLCKP_00024	CDS	276				hypothetical protein
OFADLCKP_00025	CDS	711	recF			DNA replication and repair protein RecF
OFADLCKP_00026	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
OFADLCKP_00027	CDS	231	vapB		COG4456	Antitoxin VapB
OFADLCKP_00028	CDS	252				hypothetical protein
OFADLCKP_00029	CDS	309				hypothetical protein
OFADLCKP_00030	CDS	330				hypothetical protein
OFADLCKP_00031	CDS	444				hypothetical protein
OFADLCKP_00032	CDS	333				hypothetical protein
OFADLCKP_00033	CDS	783	xerD_2		COG4974	Tyrosine recombinase XerD
