locus_tag	ftype	length_bp	gene	EC_number	COG	product
CDIEABDO_00001	CDS	330				hypothetical protein
CDIEABDO_00002	CDS	564				hypothetical protein
CDIEABDO_00003	CDS	1356				hypothetical protein
CDIEABDO_00004	CDS	231				hypothetical protein
CDIEABDO_00005	CDS	228				hypothetical protein
CDIEABDO_00006	CDS	321				hypothetical protein
CDIEABDO_00007	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
CDIEABDO_00008	CDS	192				hypothetical protein
CDIEABDO_00009	CDS	507				hypothetical protein
CDIEABDO_00010	CDS	429	klcA_1			Antirestriction protein KlcA
CDIEABDO_00011	CDS	768				hypothetical protein
CDIEABDO_00012	CDS	420				hypothetical protein
CDIEABDO_00013	CDS	222				hypothetical protein
CDIEABDO_00014	CDS	777	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
CDIEABDO_00015	CDS	231				hypothetical protein
CDIEABDO_00016	CDS	672				hypothetical protein
CDIEABDO_00017	CDS	972	parM			Plasmid segregation protein ParM
CDIEABDO_00018	CDS	1488	ltrA		COG3344	Group II intron-encoded protein LtrA
CDIEABDO_00019	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
CDIEABDO_00020	CDS	1272	umuC		COG0389	Protein UmuC
CDIEABDO_00021	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
CDIEABDO_00022	CDS	1206	parA			Plasmid partition protein A
CDIEABDO_00023	CDS	603				hypothetical protein
CDIEABDO_00024	CDS	819	repE			Replication initiation protein
CDIEABDO_00025	CDS	744				hypothetical protein
CDIEABDO_00026	CDS	237				hypothetical protein
CDIEABDO_00027	CDS	954				hypothetical protein
CDIEABDO_00028	CDS	819				hypothetical protein
CDIEABDO_00029	CDS	450				hypothetical protein
CDIEABDO_00030	CDS	711				hypothetical protein
CDIEABDO_00031	CDS	783	xerD		COG4974	Tyrosine recombinase XerD
CDIEABDO_00032	CDS	822				hypothetical protein
CDIEABDO_00033	CDS	330				hypothetical protein
CDIEABDO_00034	CDS	3120				hypothetical protein
CDIEABDO_00035	CDS	285				hypothetical protein
CDIEABDO_00036	CDS	339				hypothetical protein
CDIEABDO_00037	CDS	843				hypothetical protein
CDIEABDO_00038	CDS	657				hypothetical protein
CDIEABDO_00039	CDS	546				hypothetical protein
CDIEABDO_00040	CDS	573	hin		COG1961	DNA-invertase hin
CDIEABDO_00041	CDS	1392				hypothetical protein
CDIEABDO_00042	CDS	657			COG1357	Pentapeptide repeat protein
CDIEABDO_00043	CDS	1269				hypothetical protein
CDIEABDO_00044	CDS	3258	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
CDIEABDO_00045	CDS	1317				hypothetical protein
CDIEABDO_00046	CDS	1656	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
CDIEABDO_00047	CDS	375				hypothetical protein
CDIEABDO_00048	CDS	954	rpnA	3.1.21.-	COG5464	Recombination-promoting nuclease RpnA
CDIEABDO_00049	CDS	612				hypothetical protein
CDIEABDO_00050	CDS	2316				hypothetical protein
CDIEABDO_00051	CDS	705				hypothetical protein
CDIEABDO_00052	CDS	906				hypothetical protein
CDIEABDO_00053	CDS	1239				putative multidrug-efflux transporter
CDIEABDO_00054	CDS	585				hypothetical protein
CDIEABDO_00055	CDS	765				hypothetical protein
CDIEABDO_00056	CDS	375				hypothetical protein
CDIEABDO_00057	CDS	558	tnpR_1			Transposon Tn3 resolvase
CDIEABDO_00058	CDS	981				hypothetical protein
CDIEABDO_00059	CDS	519	bla_1	3.5.2.6		Beta-lactamase TEM
CDIEABDO_00060	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
CDIEABDO_00061	CDS	225				hypothetical protein
CDIEABDO_00062	CDS	981				hypothetical protein
CDIEABDO_00063	CDS	297				hypothetical protein
CDIEABDO_00064	CDS	156				hypothetical protein
