locus_tag	ftype	length_bp	gene	EC_number	COG	product
OEGGPMFN_00001	CDS	705				hypothetical protein
OEGGPMFN_00002	CDS	768	repE			Replication initiation protein
OEGGPMFN_00003	CDS	543				hypothetical protein
OEGGPMFN_00004	CDS	885				hypothetical protein
OEGGPMFN_00005	CDS	1476	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
OEGGPMFN_00006	CDS	1176				hypothetical protein
OEGGPMFN_00007	CDS	186				hypothetical protein
OEGGPMFN_00008	CDS	774	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
OEGGPMFN_00009	CDS	93				hypothetical protein
OEGGPMFN_00010	CDS	837				hypothetical protein
OEGGPMFN_00011	CDS	1542				hypothetical protein
OEGGPMFN_00012	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
OEGGPMFN_00013	CDS	348	emrE		COG2076	Multidrug transporter EmrE
OEGGPMFN_00014	CDS	780	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
OEGGPMFN_00015	CDS	624	xerD_1		COG4974	Tyrosine recombinase XerD
OEGGPMFN_00016	CDS	624	bin3			Putative transposon Tn552 DNA-invertase bin3
OEGGPMFN_00017	CDS	534	nuc	3.1.31.1	COG1525	Thermonuclease
OEGGPMFN_00018	CDS	3006				hypothetical protein
OEGGPMFN_00019	CDS	558	tnpR			Transposon Tn3 resolvase
OEGGPMFN_00020	CDS	981				hypothetical protein
OEGGPMFN_00021	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
OEGGPMFN_00022	CDS	165				hypothetical protein
OEGGPMFN_00023	CDS	981				hypothetical protein
OEGGPMFN_00024	CDS	297				hypothetical protein
OEGGPMFN_00025	CDS	156				hypothetical protein
OEGGPMFN_00026	CDS	426	klcA_1			Antirestriction protein KlcA
OEGGPMFN_00027	CDS	279				hypothetical protein
OEGGPMFN_00028	CDS	561				hypothetical protein
OEGGPMFN_00029	CDS	561	hin		COG1961	DNA-invertase hin
OEGGPMFN_00030	CDS	279				hypothetical protein
OEGGPMFN_00031	CDS	330				hypothetical protein
OEGGPMFN_00032	CDS	201				hypothetical protein
OEGGPMFN_00033	CDS	852			COG1192	putative protein
OEGGPMFN_00034	CDS	294				hypothetical protein
OEGGPMFN_00035	CDS	189				hypothetical protein
OEGGPMFN_00036	CDS	633				hypothetical protein
OEGGPMFN_00037	CDS	513				hypothetical protein
OEGGPMFN_00038	CDS	450				hypothetical protein
OEGGPMFN_00039	CDS	1830				hypothetical protein
OEGGPMFN_00040	CDS	534				hypothetical protein
OEGGPMFN_00041	CDS	711	xerD_2		COG4974	Tyrosine recombinase XerD
OEGGPMFN_00042	CDS	255	relB		COG3077	Antitoxin RelB
