locus_tag	ftype	length_bp	gene	EC_number	COG	product
GLKFCOKG_00001	CDS	270				hypothetical protein
GLKFCOKG_00002	CDS	249				hypothetical protein
GLKFCOKG_00003	CDS	324				hypothetical protein
GLKFCOKG_00004	CDS	192				hypothetical protein
GLKFCOKG_00005	CDS	390				hypothetical protein
GLKFCOKG_00006	CDS	195				hypothetical protein
GLKFCOKG_00007	CDS	768	xerD_1		COG4974	Tyrosine recombinase XerD
GLKFCOKG_00008	CDS	444				hypothetical protein
GLKFCOKG_00009	CDS	684				hypothetical protein
GLKFCOKG_00010	CDS	252				hypothetical protein
GLKFCOKG_00011	CDS	162				hypothetical protein
GLKFCOKG_00012	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
GLKFCOKG_00013	CDS	252	tnpR_1			Transposon Tn3 resolvase
GLKFCOKG_00014	CDS	267	bla_2	3.5.2.6		Beta-lactamase OXA-18
GLKFCOKG_00015	CDS	1263				hypothetical protein
GLKFCOKG_00016	CDS	123				hypothetical protein
GLKFCOKG_00017	CDS	681			COG1357	Pentapeptide repeat protein
GLKFCOKG_00018	CDS	792	bla_3	3.5.2.6		Beta-lactamase OXA-18
GLKFCOKG_00019	CDS	777	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
GLKFCOKG_00020	CDS	606	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
GLKFCOKG_00021	CDS	558	tnpR_2			Transposon Tn3 resolvase
GLKFCOKG_00022	CDS	909				hypothetical protein
GLKFCOKG_00023	CDS	1716	xerD_2		COG4974	Tyrosine recombinase XerD
GLKFCOKG_00024	CDS	3030				hypothetical protein
GLKFCOKG_00025	CDS	1026				hypothetical protein
GLKFCOKG_00026	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
GLKFCOKG_00027	CDS	339				hypothetical protein
GLKFCOKG_00028	CDS	882	bla_4	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
GLKFCOKG_00029	CDS	1320				hypothetical protein
GLKFCOKG_00030	CDS	2148				hypothetical protein
GLKFCOKG_00031	CDS	288				hypothetical protein
GLKFCOKG_00032	CDS	450				hypothetical protein
GLKFCOKG_00033	CDS	894				hypothetical protein
GLKFCOKG_00034	CDS	240				hypothetical protein
GLKFCOKG_00035	CDS	462	ssb		COG0629	Single-stranded DNA-binding protein
GLKFCOKG_00036	CDS	351				hypothetical protein
GLKFCOKG_00037	CDS	687	slt	4.2.2.-	COG0741	Soluble lytic murein transglycosylase
GLKFCOKG_00038	CDS	192				hypothetical protein
GLKFCOKG_00039	CDS	537				hypothetical protein
GLKFCOKG_00040	CDS	1374				hypothetical protein
GLKFCOKG_00041	CDS	834				hypothetical protein
GLKFCOKG_00042	CDS	726				hypothetical protein
GLKFCOKG_00043	CDS	975				hypothetical protein
GLKFCOKG_00044	CDS	459				hypothetical protein
GLKFCOKG_00045	CDS	813				hypothetical protein
GLKFCOKG_00046	CDS	2580	virB4		COG3451	Type IV secretion system protein virB4
GLKFCOKG_00047	CDS	360				hypothetical protein
GLKFCOKG_00048	CDS	237				hypothetical protein
GLKFCOKG_00049	CDS	348				hypothetical protein
GLKFCOKG_00050	CDS	1023				Type IV secretion system protein VirB11
GLKFCOKG_00051	CDS	714				hypothetical protein
GLKFCOKG_00052	CDS	1986				hypothetical protein
GLKFCOKG_00053	CDS	828				hypothetical protein
GLKFCOKG_00054	CDS	459				hypothetical protein
GLKFCOKG_00055	CDS	591				hypothetical protein
GLKFCOKG_00056	CDS	429	klcA			Antirestriction protein KlcA
GLKFCOKG_00057	CDS	369				hypothetical protein
GLKFCOKG_00058	CDS	177				hypothetical protein
