locus_tag	ftype	length_bp	gene	EC_number	COG	product
KAEDDFKD_00001	CDS	2898				hypothetical protein
KAEDDFKD_00002	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
KAEDDFKD_00003	CDS	360				hypothetical protein
KAEDDFKD_00004	CDS	360				hypothetical protein
KAEDDFKD_00005	CDS	216				hypothetical protein
KAEDDFKD_00006	CDS	1185				hypothetical protein
KAEDDFKD_00007	CDS	1320				hypothetical protein
KAEDDFKD_00008	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
KAEDDFKD_00009	CDS	240				hypothetical protein
KAEDDFKD_00010	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
KAEDDFKD_00011	CDS	1026				hypothetical protein
KAEDDFKD_00012	CDS	3030				hypothetical protein
KAEDDFKD_00013	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
KAEDDFKD_00014	CDS	156				hypothetical protein
KAEDDFKD_00015	CDS	993				hypothetical protein
KAEDDFKD_00016	CDS	612				hypothetical protein
KAEDDFKD_00017	CDS	564	proQ		COG3109	RNA chaperone ProQ
KAEDDFKD_00018	CDS	858				hypothetical protein
KAEDDFKD_00019	CDS	279				hypothetical protein
KAEDDFKD_00020	CDS	561	pld_1	3.1.4.4		Phospholipase D
KAEDDFKD_00021	CDS	279	imm			Colicin-E9 immunity protein
KAEDDFKD_00022	CDS	2322	pys2	3.1.-.-	COG3209	Pyocin-S2
KAEDDFKD_00023	CDS	546				hypothetical protein
KAEDDFKD_00024	CDS	348				hypothetical protein
KAEDDFKD_00025	CDS	597	finO			Fertility inhibition protein
KAEDDFKD_00026	CDS	726				hypothetical protein
KAEDDFKD_00027	CDS	2418	traI_1			Multifunctional conjugation protein TraI
KAEDDFKD_00028	CDS	2856	traI_2			Multifunctional conjugation protein TraI
KAEDDFKD_00029	CDS	2313	traD			Coupling protein TraD
KAEDDFKD_00030	CDS	690				hypothetical protein
KAEDDFKD_00031	CDS	732	ylpA			Lipoprotein YlpA
KAEDDFKD_00032	CDS	549	traS			Protein TraS
KAEDDFKD_00033	CDS	2850				hypothetical protein
KAEDDFKD_00034	CDS	1371				hypothetical protein
KAEDDFKD_00035	CDS	429				hypothetical protein
KAEDDFKD_00036	CDS	573				hypothetical protein
KAEDDFKD_00037	CDS	240	traQ			Protein TraQ
KAEDDFKD_00038	CDS	753				hypothetical protein
KAEDDFKD_00039	CDS	327				hypothetical protein
KAEDDFKD_00040	CDS	186				hypothetical protein
KAEDDFKD_00041	CDS	237				hypothetical protein
KAEDDFKD_00042	CDS	1956				hypothetical protein
KAEDDFKD_00043	CDS	639				hypothetical protein
KAEDDFKD_00044	CDS	990				hypothetical protein
KAEDDFKD_00045	CDS	390				hypothetical protein
KAEDDFKD_00046	CDS	627				hypothetical protein
KAEDDFKD_00047	CDS	390				hypothetical protein
KAEDDFKD_00048	CDS	2640	traC_1			Protein TraC
KAEDDFKD_00049	CDS	390				hypothetical protein
KAEDDFKD_00050	CDS	312				hypothetical protein
KAEDDFKD_00051	CDS	219				hypothetical protein
KAEDDFKD_00052	CDS	411				hypothetical protein
KAEDDFKD_00053	CDS	585	traV			Protein TraV
KAEDDFKD_00054	CDS	1425				hypothetical protein
KAEDDFKD_00055	CDS	741				hypothetical protein
KAEDDFKD_00056	CDS	567				hypothetical protein
KAEDDFKD_00057	CDS	306				hypothetical protein
KAEDDFKD_00058	CDS	369	traA			Pilin
KAEDDFKD_00059	CDS	387	traY			Relaxosome protein TraY
KAEDDFKD_00060	CDS	687	traJ			Protein TraJ
KAEDDFKD_00061	CDS	399	traM			Relaxosome protein TraM
KAEDDFKD_00062	CDS	486				hypothetical protein
KAEDDFKD_00063	CDS	315				hypothetical protein
KAEDDFKD_00064	CDS	576				hypothetical protein
KAEDDFKD_00065	CDS	705				hypothetical protein
KAEDDFKD_00066	CDS	774	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
KAEDDFKD_00067	CDS	186				hypothetical protein
KAEDDFKD_00068	CDS	1176				hypothetical protein
KAEDDFKD_00069	CDS	1476	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
KAEDDFKD_00070	CDS	885				hypothetical protein
KAEDDFKD_00071	CDS	1404				hypothetical protein
KAEDDFKD_00072	CDS	645				hypothetical protein
KAEDDFKD_00073	CDS	543				hypothetical protein
KAEDDFKD_00074	CDS	633	repE_1			Replication initiation protein
KAEDDFKD_00075	CDS	705				hypothetical protein
KAEDDFKD_00076	CDS	336	bla_2	3.5.2.6		Beta-lactamase OXA-18
KAEDDFKD_00077	CDS	360	bla_3	3.5.2.6		Beta-lactamase OXA-18
KAEDDFKD_00078	CDS	861	bla_4	3.5.2.6		Beta-lactamase TEM
KAEDDFKD_00079	CDS	411				hypothetical protein
KAEDDFKD_00080	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
KAEDDFKD_00081	CDS	708			COG2200	putative signaling protein
KAEDDFKD_00082	CDS	237				hypothetical protein
KAEDDFKD_00083	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
KAEDDFKD_00084	CDS	1695	merA_1	1.16.1.1		Mercuric reductase
KAEDDFKD_00085	CDS	462	merC_1			Mercuric transport protein MerC
KAEDDFKD_00086	CDS	378				hypothetical protein
KAEDDFKD_00087	CDS	276				hypothetical protein
KAEDDFKD_00088	CDS	711	recF			DNA replication and repair protein RecF
KAEDDFKD_00089	CDS	372	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
KAEDDFKD_00090	CDS	231	vapB		COG4456	Antitoxin VapB
KAEDDFKD_00091	CDS	351				hypothetical protein
KAEDDFKD_00092	CDS	744				hypothetical protein
KAEDDFKD_00093	CDS	777	xerD_2		COG4974	Tyrosine recombinase XerD
KAEDDFKD_00094	CDS	258				hypothetical protein
KAEDDFKD_00095	CDS	867	repE_2			Replication initiation protein
KAEDDFKD_00096	CDS	270				hypothetical protein
KAEDDFKD_00097	CDS	1206	parA			Plasmid partition protein A
KAEDDFKD_00098	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
KAEDDFKD_00099	CDS	1272	umuC		COG0389	Protein UmuC
KAEDDFKD_00100	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
KAEDDFKD_00101	CDS	1488	ltrA		COG3344	Group II intron-encoded protein LtrA
KAEDDFKD_00102	CDS	966	traC_2	2.7.7.-		DNA primase TraC
KAEDDFKD_00103	CDS	432				hypothetical protein
KAEDDFKD_00104	CDS	528	pld_2	3.1.4.4		Phospholipase D
KAEDDFKD_00105	CDS	222				hypothetical protein
KAEDDFKD_00106	CDS	456	merR			Mercuric resistance operon regulatory protein
KAEDDFKD_00107	CDS	366	merT			Mercuric transport protein MerT
KAEDDFKD_00108	CDS	276	merP			Mercuric transport protein periplasmic component
KAEDDFKD_00109	CDS	426	merC_2			Mercuric transport protein MerC
KAEDDFKD_00110	CDS	1686	merA_2	1.16.1.1		Mercuric reductase
KAEDDFKD_00111	CDS	366				hypothetical protein
KAEDDFKD_00112	CDS	237				hypothetical protein
KAEDDFKD_00113	CDS	705				hypothetical protein
KAEDDFKD_00114	CDS	1641				hypothetical protein
KAEDDFKD_00115	CDS	705				hypothetical protein
