locus_tag	ftype	length_bp	gene	EC_number	COG	product
LOFNEICE_00001	CDS	885				hypothetical protein
LOFNEICE_00002	CDS	402				hypothetical protein
LOFNEICE_00003	CDS	462				hypothetical protein
LOFNEICE_00004	CDS	336				hypothetical protein
LOFNEICE_00005	CDS	318				hypothetical protein
LOFNEICE_00006	CDS	1071				hypothetical protein
LOFNEICE_00007	CDS	324				hypothetical protein
LOFNEICE_00008	CDS	990				hypothetical protein
LOFNEICE_00009	CDS	405				hypothetical protein
LOFNEICE_00010	CDS	216				hypothetical protein
LOFNEICE_00011	CDS	552	lexA	3.4.21.88		LexA repressor
LOFNEICE_00012	CDS	237				hypothetical protein
LOFNEICE_00013	CDS	291				hypothetical protein
LOFNEICE_00014	CDS	402				hypothetical protein
LOFNEICE_00015	CDS	771				hypothetical protein
LOFNEICE_00016	CDS	492				hypothetical protein
LOFNEICE_00017	CDS	252				hypothetical protein
LOFNEICE_00018	CDS	600				hypothetical protein
LOFNEICE_00019	CDS	891	tus			DNA replication terminus site-binding protein
LOFNEICE_00020	CDS	1266	umuC		COG0389	Protein UmuC
LOFNEICE_00021	CDS	417	umuD	3.4.21.-	COG1974	Protein UmuD
LOFNEICE_00022	CDS	504				hypothetical protein
LOFNEICE_00023	CDS	273				hypothetical protein
LOFNEICE_00024	CDS	1023				hypothetical protein
LOFNEICE_00025	CDS	3066				hypothetical protein
LOFNEICE_00026	CDS	642	bin3_1			Putative transposon Tn552 DNA-invertase bin3
LOFNEICE_00027	CDS	1659	cdr	1.8.1.14	COG0446	Coenzyme A disulfide reductase
LOFNEICE_00028	CDS	351	bigR		COG0640	Biofilm growth-associated repressor
LOFNEICE_00029	CDS	477			COG0783	putative protein
LOFNEICE_00030	CDS	438				hypothetical protein
LOFNEICE_00031	CDS	462				hypothetical protein
LOFNEICE_00032	CDS	321				hypothetical protein
LOFNEICE_00033	CDS	228	ynfN			putative protein YnfN
LOFNEICE_00034	CDS	981				hypothetical protein
LOFNEICE_00035	CDS	882				hypothetical protein
LOFNEICE_00036	CDS	1230	cdgJ	3.1.4.52	COG3434	Cyclic di-GMP phosphodiesterase CdgJ
LOFNEICE_00037	CDS	1899	tar		COG0840	Methyl-accepting chemotaxis protein II
LOFNEICE_00038	CDS	216				hypothetical protein
LOFNEICE_00039	CDS	873				hypothetical protein
LOFNEICE_00040	CDS	843	gltC			HTH-type transcriptional regulator GltC
LOFNEICE_00041	CDS	291				hypothetical protein
LOFNEICE_00042	CDS	255			COG0693	HTH-type transcriptional regulator
LOFNEICE_00043	CDS	141				hypothetical protein
LOFNEICE_00044	CDS	705				hypothetical protein
LOFNEICE_00045	CDS	705				hypothetical protein
LOFNEICE_00046	CDS	411	tnpR_1			Transposon Tn3 resolvase
LOFNEICE_00047	CDS	708				hypothetical protein
LOFNEICE_00048	CDS	615				hypothetical protein
LOFNEICE_00049	CDS	768				hypothetical protein
LOFNEICE_00050	CDS	657			COG0630	Type IV secretion system protein VirB11
LOFNEICE_00051	CDS	534	pld_1	3.1.4.4		Phospholipase D
LOFNEICE_00052	CDS	315				hypothetical protein
LOFNEICE_00053	CDS	357				hypothetical protein
LOFNEICE_00054	CDS	180				hypothetical protein
LOFNEICE_00055	CDS	255				hypothetical protein
LOFNEICE_00056	CDS	291				hypothetical protein
LOFNEICE_00057	CDS	210				hypothetical protein
LOFNEICE_00058	CDS	456	merR			Mercuric resistance operon regulatory protein
LOFNEICE_00059	CDS	351	merT			Mercuric transport protein MerT
LOFNEICE_00060	CDS	276	merP			Mercuric transport protein periplasmic component
LOFNEICE_00061	CDS	408	merC			Mercuric transport protein MerC
LOFNEICE_00062	CDS	1683	merA	1.16.1.1		Mercuric reductase
LOFNEICE_00063	CDS	366				hypothetical protein
LOFNEICE_00064	CDS	237				hypothetical protein
LOFNEICE_00065	CDS	213				hypothetical protein
LOFNEICE_00066	CDS	561	hin_1		COG1961	DNA-invertase hin
LOFNEICE_00067	CDS	2967				hypothetical protein
LOFNEICE_00068	CDS	1005				hypothetical protein
LOFNEICE_00069	CDS	936	bin3_2			Putative transposon Tn552 DNA-invertase bin3
LOFNEICE_00070	CDS	360				hypothetical protein
LOFNEICE_00071	CDS	306				hypothetical protein
LOFNEICE_00072	CDS	765				hypothetical protein
LOFNEICE_00073	CDS	267				hypothetical protein
LOFNEICE_00074	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
LOFNEICE_00075	CDS	1014	xerD_1		COG4974	Tyrosine recombinase XerD
LOFNEICE_00076	CDS	570	hin_2		COG1961	DNA-invertase hin
LOFNEICE_00077	CDS	153				hypothetical protein
LOFNEICE_00078	CDS	243				hypothetical protein
LOFNEICE_00079	CDS	1473				hypothetical protein
LOFNEICE_00080	CDS	2100				hypothetical protein
LOFNEICE_00081	CDS	1320				hypothetical protein
LOFNEICE_00082	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
LOFNEICE_00083	CDS	339				hypothetical protein
LOFNEICE_00084	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
LOFNEICE_00085	CDS	1026				hypothetical protein
LOFNEICE_00086	CDS	3030				hypothetical protein
LOFNEICE_00087	CDS	1716	xerD_2		COG4974	Tyrosine recombinase XerD
LOFNEICE_00088	CDS	909				hypothetical protein
LOFNEICE_00089	CDS	207	tnpR_2		COG1961	Transposon gamma-delta resolvase
LOFNEICE_00090	CDS	705				hypothetical protein
LOFNEICE_00091	CDS	312				hypothetical protein
LOFNEICE_00092	CDS	642				hypothetical protein
LOFNEICE_00093	CDS	207				hypothetical protein
LOFNEICE_00094	CDS	267				hypothetical protein
LOFNEICE_00095	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
LOFNEICE_00096	CDS	1215	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
LOFNEICE_00097	CDS	765				hypothetical protein
LOFNEICE_00098	CDS	501				hypothetical protein
LOFNEICE_00099	CDS	840	folP_1	2.5.1.15	COG0294	Dihydropteroate synthase
LOFNEICE_00100	CDS	657			COG1357	Pentapeptide repeat protein
LOFNEICE_00101	CDS	1542				hypothetical protein
