locus_tag	ftype	length_bp	gene	EC_number	COG	product
KPAJAIME_00001	CDS	417				hypothetical protein
KPAJAIME_00002	CDS	720	repE			Replication initiation protein
KPAJAIME_00003	CDS	342				hypothetical protein
KPAJAIME_00004	CDS	1266	umuC		COG0389	Protein UmuC
KPAJAIME_00005	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
KPAJAIME_00006	CDS	240				hypothetical protein
KPAJAIME_00007	CDS	156				hypothetical protein
KPAJAIME_00008	CDS	498				hypothetical protein
KPAJAIME_00009	CDS	552				hypothetical protein
KPAJAIME_00010	CDS	273				hypothetical protein
KPAJAIME_00011	CDS	360				hypothetical protein
KPAJAIME_00012	CDS	216				hypothetical protein
KPAJAIME_00013	CDS	825				hypothetical protein
KPAJAIME_00014	CDS	537	ssb		COG0629	Single-stranded DNA-binding protein
KPAJAIME_00015	CDS	303				hypothetical protein
KPAJAIME_00016	CDS	423				hypothetical protein
KPAJAIME_00017	CDS	105				hypothetical protein
KPAJAIME_00018	CDS	459				hypothetical protein
KPAJAIME_00019	CDS	288				hypothetical protein
KPAJAIME_00020	CDS	243				hypothetical protein
KPAJAIME_00021	CDS	156				hypothetical protein
KPAJAIME_00022	CDS	258				hypothetical protein
KPAJAIME_00023	CDS	252				hypothetical protein
KPAJAIME_00024	CDS	771				hypothetical protein
KPAJAIME_00025	CDS	369				hypothetical protein
KPAJAIME_00026	CDS	711				hypothetical protein
KPAJAIME_00027	CDS	435				hypothetical protein
KPAJAIME_00028	CDS	348				hypothetical protein
KPAJAIME_00029	CDS	1578	traD			Coupling protein TraD
KPAJAIME_00030	CDS	2910	traI			Multifunctional conjugation protein TraI
KPAJAIME_00031	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
KPAJAIME_00032	CDS	3030				hypothetical protein
KPAJAIME_00033	CDS	1026				hypothetical protein
KPAJAIME_00034	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
KPAJAIME_00035	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
KPAJAIME_00036	CDS	1320				hypothetical protein
KPAJAIME_00037	CDS	195				hypothetical protein
KPAJAIME_00038	CDS	483				hypothetical protein
KPAJAIME_00039	CDS	555	pld	3.1.4.4		Phospholipase D
KPAJAIME_00040	CDS	1032				Type IV secretion system protein VirB11
KPAJAIME_00041	CDS	1155				Protein virB10
KPAJAIME_00042	CDS	888	virB9			Type IV secretion system protein virB9
KPAJAIME_00043	CDS	717	virB8			Type IV secretion system protein virB8
KPAJAIME_00044	CDS	171				hypothetical protein
KPAJAIME_00045	CDS	1044	virB6			Type IV secretion system protein VirB6
KPAJAIME_00046	CDS	237				hypothetical protein
KPAJAIME_00047	CDS	708	virB5			Type IV secretion system protein virB5
KPAJAIME_00048	CDS	2631	virB4			Type IV secretion system protein virB4
KPAJAIME_00049	CDS	315				hypothetical protein
KPAJAIME_00050	CDS	291				hypothetical protein
KPAJAIME_00051	CDS	318				hypothetical protein
KPAJAIME_00052	CDS	741	virB1			Type IV secretion system protein virB1
KPAJAIME_00053	CDS	237	hvrA			Trans-acting regulatory protein HvrA
KPAJAIME_00054	CDS	438				hypothetical protein
KPAJAIME_00055	CDS	318				hypothetical protein
KPAJAIME_00056	CDS	315				hypothetical protein
KPAJAIME_00057	CDS	726				hypothetical protein
KPAJAIME_00058	CDS	222				hypothetical protein
KPAJAIME_00059	CDS	438				hypothetical protein
KPAJAIME_00060	CDS	327	mazF	3.1.27.-	COG2337	Endoribonuclease toxin MazF
KPAJAIME_00061	CDS	258				hypothetical protein
KPAJAIME_00062	CDS	246	mazE		COG2336	Antitoxin MazE
KPAJAIME_00063	CDS	207				hypothetical protein
KPAJAIME_00064	CDS	570	hin		COG1961	DNA-invertase hin
KPAJAIME_00065	CDS	114				hypothetical protein
KPAJAIME_00066	CDS	3117	hsdR	3.1.21.3		Type I restriction enzyme EcoR124II R protein
KPAJAIME_00067	CDS	1272	hsdS		COG0732	Type-1 restriction enzyme EcoKI specificity protein
KPAJAIME_00068	CDS	1557	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
