locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFEMFJGF_00001	CDS	858				hypothetical protein
MFEMFJGF_00002	CDS	564	proQ		COG3109	RNA chaperone ProQ
MFEMFJGF_00003	CDS	612				hypothetical protein
MFEMFJGF_00004	CDS	993				hypothetical protein
MFEMFJGF_00005	CDS	156				hypothetical protein
MFEMFJGF_00006	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
MFEMFJGF_00007	CDS	3030				hypothetical protein
MFEMFJGF_00008	CDS	1026				hypothetical protein
MFEMFJGF_00009	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
MFEMFJGF_00010	CDS	240				hypothetical protein
MFEMFJGF_00011	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
MFEMFJGF_00012	CDS	1320				hypothetical protein
MFEMFJGF_00013	CDS	1185				hypothetical protein
MFEMFJGF_00014	CDS	213				hypothetical protein
MFEMFJGF_00015	CDS	360				hypothetical protein
MFEMFJGF_00016	CDS	105				hypothetical protein
MFEMFJGF_00017	CDS	360				hypothetical protein
MFEMFJGF_00018	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
MFEMFJGF_00019	CDS	2898				hypothetical protein
MFEMFJGF_00020	CDS	705				hypothetical protein
MFEMFJGF_00021	CDS	1827	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
MFEMFJGF_00022	CDS	1317				hypothetical protein
MFEMFJGF_00023	CDS	3258	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
MFEMFJGF_00024	CDS	1269				hypothetical protein
MFEMFJGF_00025	CDS	474				hypothetical protein
MFEMFJGF_00026	CDS	249				hypothetical protein
MFEMFJGF_00027	CDS	783	xerD_2		COG4974	Tyrosine recombinase XerD
MFEMFJGF_00028	CDS	333				hypothetical protein
MFEMFJGF_00029	CDS	399				hypothetical protein
MFEMFJGF_00030	CDS	330				hypothetical protein
MFEMFJGF_00031	CDS	309				hypothetical protein
MFEMFJGF_00032	CDS	252				hypothetical protein
MFEMFJGF_00033	CDS	231	vapB		COG4456	Antitoxin VapB
MFEMFJGF_00034	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
MFEMFJGF_00035	CDS	711	recF			DNA replication and repair protein RecF
MFEMFJGF_00036	CDS	276				hypothetical protein
MFEMFJGF_00037	CDS	378				hypothetical protein
MFEMFJGF_00038	CDS	423	merC			Mercuric transport protein MerC
MFEMFJGF_00039	CDS	1695	merA	1.16.1.1		Mercuric reductase
MFEMFJGF_00040	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
MFEMFJGF_00041	CDS	237				hypothetical protein
MFEMFJGF_00042	CDS	708			COG2200	putative signaling protein
MFEMFJGF_00043	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
MFEMFJGF_00044	CDS	411				hypothetical protein
MFEMFJGF_00045	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
MFEMFJGF_00046	CDS	252	tnpR			Transposon Tn3 resolvase
MFEMFJGF_00047	CDS	360	bla_3	3.5.2.6		Beta-lactamase OXA-18
MFEMFJGF_00048	CDS	336	bla_4	3.5.2.6		Beta-lactamase OXA-18
MFEMFJGF_00049	CDS	705				hypothetical protein
MFEMFJGF_00050	CDS	249				hypothetical protein
MFEMFJGF_00051	CDS	174				hypothetical protein
MFEMFJGF_00052	CDS	333				hypothetical protein
MFEMFJGF_00053	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
MFEMFJGF_00054	CDS	1206	parA			Plasmid partition protein A
MFEMFJGF_00055	CDS	897	repA			Replication protein RepA
MFEMFJGF_00056	CDS	1272	umuC		COG0389	Protein UmuC
MFEMFJGF_00057	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
MFEMFJGF_00058	CDS	972	parM			Plasmid segregation protein ParM
MFEMFJGF_00059	CDS	672				hypothetical protein
MFEMFJGF_00060	CDS	231				hypothetical protein
MFEMFJGF_00061	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
MFEMFJGF_00062	CDS	222				hypothetical protein
MFEMFJGF_00063	CDS	420				hypothetical protein
MFEMFJGF_00064	CDS	768				hypothetical protein
MFEMFJGF_00065	CDS	429	klcA			Antirestriction protein KlcA
MFEMFJGF_00066	CDS	507				hypothetical protein
MFEMFJGF_00067	CDS	192				hypothetical protein
MFEMFJGF_00068	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
MFEMFJGF_00069	CDS	318				hypothetical protein
MFEMFJGF_00070	CDS	228				hypothetical protein
MFEMFJGF_00071	CDS	231				hypothetical protein
MFEMFJGF_00072	CDS	1356				hypothetical protein
MFEMFJGF_00073	CDS	564				hypothetical protein
MFEMFJGF_00074	CDS	330				hypothetical protein
MFEMFJGF_00075	CDS	513	ssb		COG0629	Single-stranded DNA-binding protein
MFEMFJGF_00076	CDS	243				hypothetical protein
MFEMFJGF_00077	CDS	2010	spo0C		COG1475	Chromosome-partitioning protein Spo0J
MFEMFJGF_00078	CDS	432	psiB			Protein PsiB
MFEMFJGF_00079	CDS	723				hypothetical protein
MFEMFJGF_00080	CDS	357				hypothetical protein
MFEMFJGF_00081	CDS	273				hypothetical protein
MFEMFJGF_00082	CDS	351				hypothetical protein
MFEMFJGF_00083	CDS	354				hypothetical protein
MFEMFJGF_00084	CDS	348				hypothetical protein
MFEMFJGF_00085	CDS	147				hypothetical protein
MFEMFJGF_00086	CDS	834				hypothetical protein
MFEMFJGF_00087	CDS	822				hypothetical protein
MFEMFJGF_00088	CDS	486				hypothetical protein
MFEMFJGF_00089	CDS	399	traM			Relaxosome protein TraM
MFEMFJGF_00090	CDS	687	traJ			Protein TraJ
MFEMFJGF_00091	CDS	387	traY			Relaxosome protein TraY
MFEMFJGF_00092	CDS	369	traA			Pilin
MFEMFJGF_00093	CDS	306				hypothetical protein
MFEMFJGF_00094	CDS	567				hypothetical protein
MFEMFJGF_00095	CDS	741				hypothetical protein
MFEMFJGF_00096	CDS	1425				hypothetical protein
MFEMFJGF_00097	CDS	573	traV			Protein TraV
MFEMFJGF_00098	CDS	411				hypothetical protein
MFEMFJGF_00099	CDS	312				hypothetical protein
MFEMFJGF_00100	CDS	147				hypothetical protein
MFEMFJGF_00101	CDS	390				hypothetical protein
MFEMFJGF_00102	CDS	2640	traC			Protein TraC
