locus_tag	ftype	length_bp	gene	EC_number	COG	product
EJKGODFP_00001	CDS	855	repE			Replication initiation protein
EJKGODFP_00002	CDS	612				hypothetical protein
EJKGODFP_00003	CDS	1206	parA_1			Plasmid partition protein A
EJKGODFP_00004	CDS	975	virB_1		COG1475	Virulence regulon transcriptional activator VirB
EJKGODFP_00005	CDS	1023	umuC_1		COG0389	Protein UmuC
EJKGODFP_00006	CDS	222	umuC_2		COG0389	Protein UmuC
EJKGODFP_00007	CDS	432	umuD_1	3.4.21.-	COG1974	Protein UmuD
EJKGODFP_00008	CDS	1488	ltrA		COG3344	Group II intron-encoded protein LtrA
EJKGODFP_00009	CDS	972	parM			Plasmid segregation protein ParM
EJKGODFP_00010	CDS	672				hypothetical protein
EJKGODFP_00011	CDS	231				hypothetical protein
EJKGODFP_00012	CDS	702	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
EJKGODFP_00013	CDS	222				hypothetical protein
EJKGODFP_00014	CDS	420				hypothetical protein
EJKGODFP_00015	CDS	768				hypothetical protein
EJKGODFP_00016	CDS	429	klcA_1			Antirestriction protein KlcA
EJKGODFP_00017	CDS	507				hypothetical protein
EJKGODFP_00018	CDS	192				hypothetical protein
EJKGODFP_00019	CDS	255	holE_1	2.7.7.7		DNA polymerase III subunit theta
EJKGODFP_00020	CDS	321				hypothetical protein
EJKGODFP_00021	CDS	228				hypothetical protein
EJKGODFP_00022	CDS	231				hypothetical protein
EJKGODFP_00023	CDS	1356				hypothetical protein
EJKGODFP_00024	CDS	564				hypothetical protein
EJKGODFP_00025	CDS	534	ssb		COG0629	Single-stranded DNA-binding protein
EJKGODFP_00026	CDS	249				hypothetical protein
EJKGODFP_00027	CDS	2058	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
EJKGODFP_00028	CDS	432	psiB_1			Protein PsiB
EJKGODFP_00029	CDS	729				hypothetical protein
EJKGODFP_00030	CDS	327				hypothetical protein
EJKGODFP_00031	CDS	375				hypothetical protein
EJKGODFP_00032	CDS	186	flmA			Stable plasmid inheritance protein
EJKGODFP_00033	CDS	273				hypothetical protein
EJKGODFP_00034	CDS	351				hypothetical protein
EJKGODFP_00035	CDS	318				hypothetical protein
EJKGODFP_00036	CDS	357				hypothetical protein
EJKGODFP_00037	CDS	213				hypothetical protein
EJKGODFP_00038	CDS	225				hypothetical protein
EJKGODFP_00039	CDS	321				hypothetical protein
EJKGODFP_00040	CDS	279	higA1		COG1396	Antitoxin HigA1
EJKGODFP_00041	CDS	108	higA		COG5499	Antitoxin HigA
EJKGODFP_00042	CDS	705				hypothetical protein
EJKGODFP_00043	CDS	360				hypothetical protein
EJKGODFP_00044	CDS	324				hypothetical protein
EJKGODFP_00045	CDS	729				hypothetical protein
EJKGODFP_00046	CDS	432	psiB_2			Protein PsiB
