locus_tag	ftype	length_bp	gene	EC_number	COG	product
IDNEEGKM_00001	CDS	375				hypothetical protein
IDNEEGKM_00002	CDS	414				hypothetical protein
IDNEEGKM_00003	CDS	558	tnpR			Transposon Tn3 resolvase
IDNEEGKM_00004	CDS	3009				hypothetical protein
IDNEEGKM_00005	CDS	663				Iron-sulfur cluster carrier protein
IDNEEGKM_00006	CDS	282				hypothetical protein
IDNEEGKM_00007	CDS	978				hypothetical protein
IDNEEGKM_00008	CDS	357				hypothetical protein
IDNEEGKM_00009	CDS	444				hypothetical protein
IDNEEGKM_00010	CDS	903	pir			PI protein
IDNEEGKM_00011	CDS	516	dnaJ			Chaperone protein DnaJ
IDNEEGKM_00012	CDS	543				hypothetical protein
IDNEEGKM_00013	CDS	267				hypothetical protein
IDNEEGKM_00014	CDS	240				hypothetical protein
IDNEEGKM_00015	CDS	342				hypothetical protein
IDNEEGKM_00016	CDS	150				hypothetical protein
IDNEEGKM_00017	CDS	258				hypothetical protein
IDNEEGKM_00018	CDS	549				hypothetical protein
IDNEEGKM_00019	CDS	1161				hypothetical protein
IDNEEGKM_00020	CDS	492	rfaH		COG0250	Transcription antitermination protein RfaH
IDNEEGKM_00021	CDS	228				hypothetical protein
IDNEEGKM_00022	CDS	645	virB1			Type IV secretion system protein virB1
IDNEEGKM_00023	CDS	291				hypothetical protein
IDNEEGKM_00024	CDS	2760	virB4			Type IV secretion system protein virB4
IDNEEGKM_00025	CDS	750				hypothetical protein
IDNEEGKM_00026	CDS	258				hypothetical protein
IDNEEGKM_00027	CDS	1056				hypothetical protein
IDNEEGKM_00028	CDS	729	virB8			Type IV secretion system protein virB8
IDNEEGKM_00029	CDS	930	virB9			Type IV secretion system protein virB9
IDNEEGKM_00030	CDS	1212				Type IV secretion system protein virB10
IDNEEGKM_00031	CDS	1044	ptlH		COG0630	Type IV secretion system protein PtlH
IDNEEGKM_00032	CDS	1836	virD4			Protein VirD4
IDNEEGKM_00033	CDS	396				hypothetical protein
IDNEEGKM_00034	CDS	339				hypothetical protein
IDNEEGKM_00035	CDS	204				hypothetical protein
IDNEEGKM_00036	CDS	321				hypothetical protein
IDNEEGKM_00037	CDS	471	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
IDNEEGKM_00038	CDS	774				hypothetical protein
IDNEEGKM_00039	CDS	657				hypothetical protein
IDNEEGKM_00040	CDS	357				hypothetical protein
IDNEEGKM_00041	CDS	348				hypothetical protein
IDNEEGKM_00042	CDS	2322	topB	5.99.1.2	COG0550	DNA topoisomerase 3
IDNEEGKM_00043	CDS	210	hha			Hemolysin expression-modulating protein Hha
IDNEEGKM_00044	CDS	456	hns			DNA-binding protein H-NS
IDNEEGKM_00045	CDS	270				hypothetical protein
IDNEEGKM_00046	CDS	234				hypothetical protein
IDNEEGKM_00047	CDS	819				hypothetical protein
IDNEEGKM_00048	CDS	261				hypothetical protein
IDNEEGKM_00049	CDS	333	klcA			Antirestriction protein KlcA
IDNEEGKM_00050	CDS	156				hypothetical protein
IDNEEGKM_00051	CDS	297				hypothetical protein
IDNEEGKM_00052	CDS	981				hypothetical protein
IDNEEGKM_00053	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
