locus_tag	ftype	length_bp	gene	EC_number	COG	product
JEOJGJKA_00001	CDS	1029				hypothetical protein
JEOJGJKA_00002	CDS	453				hypothetical protein
JEOJGJKA_00003	CDS	525	pld	3.1.4.4		Phospholipase D
JEOJGJKA_00004	CDS	423				hypothetical protein
JEOJGJKA_00005	CDS	384				hypothetical protein
JEOJGJKA_00006	CDS	141				hypothetical protein
JEOJGJKA_00007	CDS	147				hypothetical protein
JEOJGJKA_00008	CDS	303				hypothetical protein
JEOJGJKA_00009	CDS	264				hypothetical protein
JEOJGJKA_00010	CDS	636				hypothetical protein
JEOJGJKA_00011	CDS	561				hypothetical protein
JEOJGJKA_00012	CDS	279				hypothetical protein
JEOJGJKA_00013	CDS	423	klcA			Antirestriction protein KlcA
JEOJGJKA_00014	CDS	156				hypothetical protein
JEOJGJKA_00015	CDS	297				hypothetical protein
JEOJGJKA_00016	CDS	981				hypothetical protein
JEOJGJKA_00017	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
JEOJGJKA_00018	CDS	651	bla_2	3.5.2.6		Beta-lactamase TEM
JEOJGJKA_00019	CDS	375				hypothetical protein
JEOJGJKA_00020	CDS	414				hypothetical protein
JEOJGJKA_00021	CDS	558	tnpR			Transposon Tn3 resolvase
JEOJGJKA_00022	CDS	3006				hypothetical protein
JEOJGJKA_00023	CDS	189				hypothetical protein
JEOJGJKA_00024	CDS	459	stpA		COG2916	DNA-binding protein StpA
JEOJGJKA_00025	CDS	210	hha			Hemolysin expression-modulating protein Hha
JEOJGJKA_00026	CDS	2145	topB	5.99.1.2	COG0550	DNA topoisomerase 3
JEOJGJKA_00027	CDS	576				hypothetical protein
JEOJGJKA_00028	CDS	1263	yjoB	3.-.-.-	COG0465	putative ATPase YjoB
JEOJGJKA_00029	CDS	225				hypothetical protein
JEOJGJKA_00030	CDS	303				hypothetical protein
JEOJGJKA_00031	CDS	318				hypothetical protein
JEOJGJKA_00032	CDS	396				hypothetical protein
JEOJGJKA_00033	CDS	315				hypothetical protein
JEOJGJKA_00034	CDS	468				hypothetical protein
JEOJGJKA_00035	CDS	1827	virD4			Protein VirD4
JEOJGJKA_00036	CDS	1032				Type IV secretion system protein VirB11
JEOJGJKA_00037	CDS	1290				Protein virB10
JEOJGJKA_00038	CDS	921	virB9			Type IV secretion system protein virB9
JEOJGJKA_00039	CDS	687	ptlE		COG3736	Type IV secretion system protein PtlE
JEOJGJKA_00040	CDS	1059				hypothetical protein
JEOJGJKA_00041	CDS	423				hypothetical protein
JEOJGJKA_00042	CDS	741				hypothetical protein
JEOJGJKA_00043	CDS	2766	virB4			Type IV secretion system protein virB4
JEOJGJKA_00044	CDS	294				hypothetical protein
JEOJGJKA_00045	CDS	630	virB1			Type IV secretion system protein virB1
JEOJGJKA_00046	CDS	198				hypothetical protein
JEOJGJKA_00047	CDS	495	rfaH		COG0250	Transcription antitermination protein RfaH
JEOJGJKA_00048	CDS	393	immR		COG1396	HTH-type transcriptional regulator ImmR
JEOJGJKA_00049	CDS	1170				hypothetical protein
JEOJGJKA_00050	CDS	543				hypothetical protein
JEOJGJKA_00051	CDS	285				hypothetical protein
JEOJGJKA_00052	CDS	297				hypothetical protein
JEOJGJKA_00053	CDS	138				hypothetical protein
JEOJGJKA_00054	CDS	210				hypothetical protein
JEOJGJKA_00055	CDS	213				hypothetical protein
JEOJGJKA_00056	CDS	234				hypothetical protein
JEOJGJKA_00057	CDS	258				hypothetical protein
JEOJGJKA_00058	CDS	543				hypothetical protein
JEOJGJKA_00059	CDS	207				hypothetical protein
JEOJGJKA_00060	CDS	216				hypothetical protein
JEOJGJKA_00061	CDS	522	dnaJ		COG0484	Chaperone protein DnaJ
JEOJGJKA_00062	CDS	222				hypothetical protein
