locus_tag	ftype	length_bp	gene	EC_number	COG	product
CEOONDNE_00001	CDS	180				hypothetical protein
CEOONDNE_00002	CDS	345				hypothetical protein
CEOONDNE_00003	CDS	369				hypothetical protein
CEOONDNE_00004	CDS	717				hypothetical protein
CEOONDNE_00005	CDS	387				hypothetical protein
CEOONDNE_00006	CDS	417				hypothetical protein
CEOONDNE_00007	CDS	1530	traD			Coupling protein TraD
CEOONDNE_00008	CDS	3237	traI			Multifunctional conjugation protein TraI
CEOONDNE_00009	CDS	399				hypothetical protein
CEOONDNE_00010	CDS	291				hypothetical protein
CEOONDNE_00011	CDS	402				hypothetical protein
CEOONDNE_00012	CDS	357				hypothetical protein
CEOONDNE_00013	CDS	315				hypothetical protein
CEOONDNE_00014	CDS	372	pld	3.1.4.4		Phospholipase D
CEOONDNE_00015	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
CEOONDNE_00016	CDS	3030				hypothetical protein
CEOONDNE_00017	CDS	1026				hypothetical protein
CEOONDNE_00018	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
CEOONDNE_00019	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
CEOONDNE_00020	CDS	1320				hypothetical protein
CEOONDNE_00021	CDS	180				hypothetical protein
CEOONDNE_00022	CDS	996			COG0630	Type IV secretion system protein VirB11
CEOONDNE_00023	CDS	1161				Protein virB10
CEOONDNE_00024	CDS	885	virB9			Type IV secretion system protein virB9
CEOONDNE_00025	CDS	699	virB8			Type IV secretion system protein virB8
CEOONDNE_00026	CDS	1041	virB6			Type IV secretion system protein VirB6
CEOONDNE_00027	CDS	228				hypothetical protein
CEOONDNE_00028	CDS	714	virB5			Type IV secretion system protein virB5
CEOONDNE_00029	CDS	2601	virB4			Type IV secretion system protein virB4
CEOONDNE_00030	CDS	318				hypothetical protein
CEOONDNE_00031	CDS	294				hypothetical protein
CEOONDNE_00032	CDS	282				hypothetical protein
CEOONDNE_00033	CDS	738	virB1			Type IV secretion system protein virB1
CEOONDNE_00034	CDS	306	hvrA			Trans-acting regulatory protein HvrA
CEOONDNE_00035	CDS	345				hypothetical protein
CEOONDNE_00036	CDS	315				hypothetical protein
CEOONDNE_00037	CDS	312				hypothetical protein
CEOONDNE_00038	CDS	924				hypothetical protein
CEOONDNE_00039	CDS	255				hypothetical protein
CEOONDNE_00040	CDS	207				hypothetical protein
CEOONDNE_00041	CDS	267				hypothetical protein
CEOONDNE_00042	CDS	1434	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
CEOONDNE_00043	CDS	1209	ecoRIIR	3.1.21.4		Type-2 restriction enzyme EcoRII
CEOONDNE_00044	CDS	570	hin		COG1961	DNA-invertase hin
