locus_tag	ftype	length_bp	gene	EC_number	COG	product
ABIOHBLG_00001	CDS	561				hypothetical protein
ABIOHBLG_00002	CDS	279				hypothetical protein
ABIOHBLG_00003	CDS	426	klcA			Antirestriction protein KlcA
ABIOHBLG_00004	CDS	156				hypothetical protein
ABIOHBLG_00005	CDS	297				hypothetical protein
ABIOHBLG_00006	CDS	981				hypothetical protein
ABIOHBLG_00007	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
ABIOHBLG_00008	CDS	483	bla_2	3.5.2.6		Beta-lactamase TEM
ABIOHBLG_00009	CDS	981				hypothetical protein
ABIOHBLG_00010	CDS	558	tnpR			Transposon Tn3 resolvase
ABIOHBLG_00011	CDS	3006				hypothetical protein
ABIOHBLG_00012	CDS	570				hypothetical protein
