locus_tag	ftype	length_bp	gene	EC_number	COG	product
FIAFIKGO_00001	CDS	1029	repA			Replication initiation protein
FIAFIKGO_00002	CDS	162				hypothetical protein
FIAFIKGO_00003	CDS	216	flmC			Protein FlmC
FIAFIKGO_00004	CDS	573	proQ		COG3109	RNA chaperone ProQ
FIAFIKGO_00005	CDS	285				hypothetical protein
FIAFIKGO_00006	CDS	666				Iron-sulfur cluster carrier protein
FIAFIKGO_00007	CDS	330				hypothetical protein
FIAFIKGO_00008	CDS	516				DnaJ-like protein MG200
FIAFIKGO_00009	CDS	543				hypothetical protein
FIAFIKGO_00010	CDS	255				hypothetical protein
FIAFIKGO_00011	CDS	243				hypothetical protein
FIAFIKGO_00012	CDS	324				hypothetical protein
FIAFIKGO_00013	CDS	210				hypothetical protein
FIAFIKGO_00014	CDS	225				hypothetical protein
FIAFIKGO_00015	CDS	261				hypothetical protein
FIAFIKGO_00016	CDS	240				hypothetical protein
FIAFIKGO_00017	CDS	261				hypothetical protein
FIAFIKGO_00018	CDS	135				hypothetical protein
FIAFIKGO_00019	CDS	444				hypothetical protein
FIAFIKGO_00020	CDS	183				hypothetical protein
FIAFIKGO_00021	CDS	438				hypothetical protein
FIAFIKGO_00022	CDS	321				hypothetical protein
FIAFIKGO_00023	CDS	516				hypothetical protein
FIAFIKGO_00024	CDS	264				hypothetical protein
FIAFIKGO_00025	CDS	420				hypothetical protein
FIAFIKGO_00026	CDS	732				hypothetical protein
FIAFIKGO_00027	CDS	753	traL			Protein TraL
FIAFIKGO_00028	CDS	402				hypothetical protein
FIAFIKGO_00029	CDS	342				hypothetical protein
FIAFIKGO_00030	CDS	4242				hypothetical protein
FIAFIKGO_00031	CDS	441				hypothetical protein
FIAFIKGO_00032	CDS	432				hypothetical protein
FIAFIKGO_00033	CDS	207	ymoA			Modulating protein YmoA
FIAFIKGO_00034	CDS	2166	topB	5.99.1.2	COG0550	DNA topoisomerase 3
FIAFIKGO_00035	CDS	588				hypothetical protein
FIAFIKGO_00036	CDS	405				hypothetical protein
FIAFIKGO_00037	CDS	519	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
FIAFIKGO_00038	CDS	654				hypothetical protein
FIAFIKGO_00039	CDS	1125	xerC			Tyrosine recombinase XerC
FIAFIKGO_00040	CDS	315				hypothetical protein
FIAFIKGO_00041	CDS	483				hypothetical protein
FIAFIKGO_00042	CDS	1245				hypothetical protein
FIAFIKGO_00043	CDS	636	outO			Type 4 prepilin-like proteins leader peptide-processing enzyme
FIAFIKGO_00044	CDS	483				hypothetical protein
FIAFIKGO_00045	CDS	558				hypothetical protein
FIAFIKGO_00046	CDS	1110	tcpE			Toxin coregulated pilus biosynthesis protein E
FIAFIKGO_00047	CDS	1539	epsE		COG2804	Type II secretion system protein E
FIAFIKGO_00048	CDS	516				hypothetical protein
FIAFIKGO_00049	CDS	1311				hypothetical protein
FIAFIKGO_00050	CDS	1644	bfpB			Outer membrane lipoprotein BfpB
FIAFIKGO_00051	CDS	519				hypothetical protein
FIAFIKGO_00052	CDS	1959	traG			Conjugal transfer protein TraG
FIAFIKGO_00053	CDS	1056			COG0630	Type IV secretion system protein VirB11
FIAFIKGO_00054	CDS	1140				Type IV secretion system protein virB10
FIAFIKGO_00055	CDS	771	ptlF		COG3504	Type IV secretion system protein PtlF
FIAFIKGO_00056	CDS	735	virB8			Type IV secretion system protein virB8
FIAFIKGO_00057	CDS	2358	virB4		COG3451	Type IV secretion system protein virB4
FIAFIKGO_00058	CDS	285				hypothetical protein
FIAFIKGO_00059	CDS	291				hypothetical protein
FIAFIKGO_00060	CDS	585	virB1			Type IV secretion system protein virB1
FIAFIKGO_00061	CDS	399				hypothetical protein
FIAFIKGO_00062	CDS	162				hypothetical protein
FIAFIKGO_00063	CDS	438				hypothetical protein
FIAFIKGO_00064	CDS	1236				hypothetical protein
FIAFIKGO_00065	CDS	300				hypothetical protein
FIAFIKGO_00066	CDS	633				hypothetical protein
FIAFIKGO_00067	CDS	810	traC	2.7.7.-		DNA primase TraC
FIAFIKGO_00068	CDS	237				hypothetical protein
FIAFIKGO_00069	CDS	648				hypothetical protein
FIAFIKGO_00070	CDS	987				hypothetical protein
FIAFIKGO_00071	CDS	258				hypothetical protein
FIAFIKGO_00072	CDS	303				hypothetical protein
FIAFIKGO_00073	CDS	216				hypothetical protein
FIAFIKGO_00074	CDS	183				hypothetical protein
FIAFIKGO_00075	CDS	663				hypothetical protein
FIAFIKGO_00076	CDS	171				hypothetical protein
FIAFIKGO_00077	CDS	444	ybbJ		COG1585	Inner membrane protein YbbJ
FIAFIKGO_00078	CDS	300				hypothetical protein
FIAFIKGO_00079	CDS	2148				hypothetical protein
FIAFIKGO_00080	CDS	1320				hypothetical protein
FIAFIKGO_00081	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
FIAFIKGO_00082	CDS	339				hypothetical protein
FIAFIKGO_00083	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
FIAFIKGO_00084	CDS	1026				hypothetical protein
FIAFIKGO_00085	CDS	3030				hypothetical protein
FIAFIKGO_00086	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
FIAFIKGO_00087	CDS	909				hypothetical protein
FIAFIKGO_00088	CDS	558	tnpR_1			Transposon Tn3 resolvase
FIAFIKGO_00089	CDS	606	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
FIAFIKGO_00090	CDS	777	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
FIAFIKGO_00091	CDS	825	bla_2	3.5.2.6		Beta-lactamase OXA-18
FIAFIKGO_00092	CDS	252	tnpR_2			Transposon Tn3 resolvase
FIAFIKGO_00093	CDS	861	bla_3	3.5.2.6		Beta-lactamase TEM
FIAFIKGO_00094	CDS	978	qmcA		COG0330	Protein QmcA
FIAFIKGO_00095	CDS	195	rcbA			Double-strand break reduction protein
FIAFIKGO_00096	CDS	453				hypothetical protein
