locus_tag	ftype	length_bp	gene	EC_number	COG	product
FNMPGOPO_00001	CDS	858				hypothetical protein
FNMPGOPO_00002	CDS	570				hypothetical protein
FNMPGOPO_00003	CDS	258	pemI			Antitoxin PemI
FNMPGOPO_00004	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
FNMPGOPO_00005	CDS	276				hypothetical protein
FNMPGOPO_00006	CDS	534				hypothetical protein
FNMPGOPO_00007	CDS	705				hypothetical protein
FNMPGOPO_00008	CDS	876	bla_1	3.5.2.6		Beta-lactamase Toho-1
FNMPGOPO_00009	CDS	969				hypothetical protein
FNMPGOPO_00010	CDS	1026	fiu		COG4774	Catecholate siderophore receptor Fiu
FNMPGOPO_00011	CDS	705				hypothetical protein
FNMPGOPO_00012	CDS	576				hypothetical protein
FNMPGOPO_00013	CDS	705				hypothetical protein
FNMPGOPO_00014	CDS	519				hypothetical protein
FNMPGOPO_00015	CDS	417	fosA	2.5.1.18		Glutathione transferase FosA
FNMPGOPO_00016	CDS	705				hypothetical protein
FNMPGOPO_00017	CDS	723				hypothetical protein
FNMPGOPO_00018	CDS	189				hypothetical protein
FNMPGOPO_00019	CDS	396	tnpR_1			Transposon Tn3 resolvase
FNMPGOPO_00020	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
FNMPGOPO_00021	CDS	756	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
FNMPGOPO_00022	CDS	282				hypothetical protein
FNMPGOPO_00023	CDS	705				hypothetical protein
FNMPGOPO_00024	CDS	144				hypothetical protein
FNMPGOPO_00025	CDS	237				hypothetical protein
FNMPGOPO_00026	CDS	282				hypothetical protein
FNMPGOPO_00027	CDS	354	stbB			Protein StbB
FNMPGOPO_00028	CDS	963	parM_1			Plasmid segregation protein ParM
FNMPGOPO_00029	CDS	426				hypothetical protein
FNMPGOPO_00030	CDS	684	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
FNMPGOPO_00031	CDS	222				hypothetical protein
FNMPGOPO_00032	CDS	435				hypothetical protein
FNMPGOPO_00033	CDS	777				hypothetical protein
FNMPGOPO_00034	CDS	426	klcA_1			Antirestriction protein KlcA
FNMPGOPO_00035	CDS	423				hypothetical protein
FNMPGOPO_00036	CDS	192				hypothetical protein
FNMPGOPO_00037	CDS	1668	ltrA		COG3344	Group II intron-encoded protein LtrA
FNMPGOPO_00038	CDS	258				hypothetical protein
FNMPGOPO_00039	CDS	231				hypothetical protein
FNMPGOPO_00040	CDS	1362				hypothetical protein
FNMPGOPO_00041	CDS	564	rsmA	2.1.1.-		Ribosomal RNA small subunit methyltransferase A
FNMPGOPO_00042	CDS	456				hypothetical protein
FNMPGOPO_00043	CDS	237				hypothetical protein
FNMPGOPO_00044	CDS	528	ssb_1			Plasmid-derived single-stranded DNA-binding protein
FNMPGOPO_00045	CDS	234				hypothetical protein
FNMPGOPO_00046	CDS	1422	spo0C_1		COG1475	Chromosome-partitioning protein Spo0J
FNMPGOPO_00047	CDS	576				hypothetical protein
FNMPGOPO_00048	CDS	435	psiB_1			Protein PsiB
FNMPGOPO_00049	CDS	720				hypothetical protein
FNMPGOPO_00050	CDS	138				hypothetical protein
FNMPGOPO_00051	CDS	378				hypothetical protein
FNMPGOPO_00052	CDS	237				hypothetical protein
FNMPGOPO_00053	CDS	297				hypothetical protein
FNMPGOPO_00054	CDS	822				hypothetical protein
FNMPGOPO_00055	CDS	648				hypothetical protein
FNMPGOPO_00056	CDS	264	traM			Relaxosome protein TraM
FNMPGOPO_00057	CDS	687	traJ			Protein TraJ
FNMPGOPO_00058	CDS	234				hypothetical protein
FNMPGOPO_00059	CDS	366	traA			Pilin
FNMPGOPO_00060	CDS	312				hypothetical protein
FNMPGOPO_00061	CDS	567				hypothetical protein
FNMPGOPO_00062	CDS	729				hypothetical protein
FNMPGOPO_00063	CDS	1428				hypothetical protein
FNMPGOPO_00064	CDS	591				hypothetical protein
FNMPGOPO_00065	CDS	198				hypothetical protein
FNMPGOPO_00066	CDS	252				hypothetical protein
FNMPGOPO_00067	CDS	516	traV			Protein TraV
FNMPGOPO_00068	CDS	2628	traC			Protein TraC
FNMPGOPO_00069	CDS	387				hypothetical protein
FNMPGOPO_00070	CDS	633				hypothetical protein
FNMPGOPO_00071	CDS	993				hypothetical protein
FNMPGOPO_00072	CDS	309				hypothetical protein
FNMPGOPO_00073	CDS	705				hypothetical protein
FNMPGOPO_00074	CDS	2676				hypothetical protein
FNMPGOPO_00075	CDS	861	bla_3	3.5.2.6		Beta-lactamase SHV-2
FNMPGOPO_00076	CDS	762	glpR		COG1349	Glycerol-3-phosphate regulon repressor
FNMPGOPO_00077	CDS	903	ltnD	1.1.1.411		L-threonate dehydrogenase
FNMPGOPO_00078	CDS	633	otnK_1	2.7.1.217	COG3395	3-oxo-tetronate kinase
FNMPGOPO_00079	CDS	624	otnK_2	2.7.1.217	COG3395	3-oxo-tetronate kinase
FNMPGOPO_00080	CDS	432	otnC	4.1.1.104	COG0235	3-oxo-tetronate 4-phosphate decarboxylase
FNMPGOPO_00081	CDS	705				hypothetical protein
FNMPGOPO_00082	CDS	705				hypothetical protein
FNMPGOPO_00083	CDS	213				hypothetical protein
FNMPGOPO_00084	CDS	561	hin		COG1961	DNA-invertase hin
FNMPGOPO_00085	CDS	561				hypothetical protein
FNMPGOPO_00086	CDS	279				hypothetical protein
FNMPGOPO_00087	CDS	423	klcA_2			Antirestriction protein KlcA
