locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJMJPMEK_00001	CDS	561	pld	3.1.4.4		Phospholipase D
NJMJPMEK_00002	CDS	279				hypothetical protein
NJMJPMEK_00003	CDS	858				hypothetical protein
NJMJPMEK_00004	CDS	1242	yfiC	2.1.1.223		tRNA1(Val) (adenine(37)-N6)-methyltransferase
NJMJPMEK_00005	CDS	894				hypothetical protein
NJMJPMEK_00006	CDS	1944				hypothetical protein
NJMJPMEK_00007	CDS	912				hypothetical protein
NJMJPMEK_00008	CDS	333				hypothetical protein
NJMJPMEK_00009	CDS	504				hypothetical protein
NJMJPMEK_00010	CDS	315				hypothetical protein
NJMJPMEK_00011	CDS	474				hypothetical protein
NJMJPMEK_00012	CDS	195				hypothetical protein
NJMJPMEK_00013	CDS	2967				hypothetical protein
NJMJPMEK_00014	CDS	561	hin		COG1961	DNA-invertase hin
NJMJPMEK_00015	CDS	561				hypothetical protein
NJMJPMEK_00016	CDS	279				hypothetical protein
NJMJPMEK_00017	CDS	426	klcA_1			Antirestriction protein KlcA
NJMJPMEK_00018	CDS	156				hypothetical protein
NJMJPMEK_00019	CDS	297				hypothetical protein
NJMJPMEK_00020	CDS	981				hypothetical protein
NJMJPMEK_00021	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NJMJPMEK_00022	CDS	981				hypothetical protein
NJMJPMEK_00023	CDS	558	tnpR			Transposon Tn3 resolvase
NJMJPMEK_00024	CDS	3006				hypothetical protein
NJMJPMEK_00025	CDS	348	mcpU		COG0840	Methyl-accepting chemotaxis protein McpU
NJMJPMEK_00026	CDS	702	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
NJMJPMEK_00027	CDS	1011	xerD_1		COG4974	Tyrosine recombinase XerD
NJMJPMEK_00028	CDS	537				hypothetical protein
NJMJPMEK_00029	CDS	288				hypothetical protein
NJMJPMEK_00030	CDS	318				hypothetical protein
NJMJPMEK_00031	CDS	603				hypothetical protein
NJMJPMEK_00032	CDS	216				hypothetical protein
NJMJPMEK_00033	CDS	234				hypothetical protein
NJMJPMEK_00034	CDS	336				hypothetical protein
NJMJPMEK_00035	CDS	243				hypothetical protein
NJMJPMEK_00036	CDS	273				hypothetical protein
NJMJPMEK_00037	CDS	465				hypothetical protein
NJMJPMEK_00038	CDS	705				hypothetical protein
NJMJPMEK_00039	CDS	768	repE_1			Replication initiation protein
NJMJPMEK_00040	CDS	543				hypothetical protein
NJMJPMEK_00041	CDS	885				hypothetical protein
NJMJPMEK_00042	CDS	1476	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
NJMJPMEK_00043	CDS	1176				hypothetical protein
NJMJPMEK_00044	CDS	186				hypothetical protein
NJMJPMEK_00045	CDS	774	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
NJMJPMEK_00046	CDS	93				hypothetical protein
NJMJPMEK_00047	CDS	837				hypothetical protein
NJMJPMEK_00048	CDS	1542				hypothetical protein
NJMJPMEK_00049	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
NJMJPMEK_00050	CDS	483	hybF		COG0375	Hydrogenase maturation factor HybF
NJMJPMEK_00051	CDS	876	ampR			HTH-type transcriptional activator AmpR
NJMJPMEK_00052	CDS	1140	ampC	3.5.2.6	COG1680	Beta-lactamase
NJMJPMEK_00053	CDS	822				hypothetical protein
NJMJPMEK_00054	CDS	231	pspD			Phage shock protein D
NJMJPMEK_00055	CDS	360	pspC		COG1983	Phage shock protein C
NJMJPMEK_00056	CDS	225	pspB			Phage shock protein B
NJMJPMEK_00057	CDS	669	pspA		COG1842	Phage shock protein A
NJMJPMEK_00058	CDS	975	pspF		COG1221	Psp operon transcriptional activator
NJMJPMEK_00059	CDS	648			COG1357	Pentapeptide repeat protein
NJMJPMEK_00060	CDS	909	yghA	1.-.-.-		putative oxidoreductase YghA
NJMJPMEK_00061	CDS	516	pncC	3.5.1.42	COG1546	Nicotinamide-nucleotide amidohydrolase PncC
NJMJPMEK_00062	CDS	447				hypothetical protein
NJMJPMEK_00063	CDS	504				hypothetical protein
NJMJPMEK_00064	CDS	393	ygiW		COG3111	Protein YgiW
NJMJPMEK_00065	CDS	1644	sapA		COG4166	Peptide transport periplasmic protein SapA
NJMJPMEK_00066	CDS	768	sapB		COG4168	Putrescine export system permease protein SapB
NJMJPMEK_00067	CDS	705				hypothetical protein
NJMJPMEK_00068	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
NJMJPMEK_00069	CDS	708			COG2200	putative signaling protein
NJMJPMEK_00070	CDS	237				hypothetical protein
NJMJPMEK_00071	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
NJMJPMEK_00072	CDS	1695	merA	1.16.1.1		Mercuric reductase
NJMJPMEK_00073	CDS	462	merC			Mercuric transport protein MerC
NJMJPMEK_00074	CDS	276	merP			Mercuric transport protein periplasmic component
NJMJPMEK_00075	CDS	351	merT			Mercuric transport protein MerT
NJMJPMEK_00076	CDS	435	merR			Mercuric resistance operon regulatory protein
NJMJPMEK_00077	CDS	1005				hypothetical protein
NJMJPMEK_00078	CDS	381				hypothetical protein
NJMJPMEK_00079	CDS	378				hypothetical protein
NJMJPMEK_00080	CDS	1023				hypothetical protein
NJMJPMEK_00081	CDS	1563	recF			DNA replication and repair protein RecF
NJMJPMEK_00082	CDS	402	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
NJMJPMEK_00083	CDS	231	vapB		COG4456	Antitoxin VapB
NJMJPMEK_00084	CDS	945				hypothetical protein
NJMJPMEK_00085	CDS	393				hypothetical protein
NJMJPMEK_00086	CDS	522				hypothetical protein
NJMJPMEK_00087	CDS	204				hypothetical protein
NJMJPMEK_00088	CDS	1005				hypothetical protein
NJMJPMEK_00089	CDS	780	xerD_2		COG4974	Tyrosine recombinase XerD
NJMJPMEK_00090	CDS	258				hypothetical protein
NJMJPMEK_00091	CDS	867	repE_2			Replication initiation protein
NJMJPMEK_00092	CDS	585				hypothetical protein
NJMJPMEK_00093	CDS	1206	parA			Plasmid partition protein A
