locus_tag	ftype	length_bp	gene	EC_number	COG	product
GBAEEAEJ_00001	CDS	222				hypothetical protein
GBAEEAEJ_00002	CDS	645				hypothetical protein
GBAEEAEJ_00003	CDS	651				hypothetical protein
GBAEEAEJ_00004	CDS	309				hypothetical protein
GBAEEAEJ_00005	CDS	561	pld	3.1.4.4		Phospholipase D
GBAEEAEJ_00006	CDS	858				hypothetical protein
GBAEEAEJ_00007	CDS	564	proQ		COG3109	RNA chaperone ProQ
GBAEEAEJ_00008	CDS	612				hypothetical protein
GBAEEAEJ_00009	CDS	993				hypothetical protein
GBAEEAEJ_00010	CDS	156				hypothetical protein
GBAEEAEJ_00011	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
GBAEEAEJ_00012	CDS	3030				hypothetical protein
GBAEEAEJ_00013	CDS	1026				hypothetical protein
GBAEEAEJ_00014	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
GBAEEAEJ_00015	CDS	240				hypothetical protein
GBAEEAEJ_00016	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
GBAEEAEJ_00017	CDS	1320				hypothetical protein
GBAEEAEJ_00018	CDS	1185				hypothetical protein
GBAEEAEJ_00019	CDS	213				hypothetical protein
GBAEEAEJ_00020	CDS	360				hypothetical protein
GBAEEAEJ_00021	CDS	117				hypothetical protein
GBAEEAEJ_00022	CDS	411				hypothetical protein
GBAEEAEJ_00023	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
GBAEEAEJ_00024	CDS	2898				hypothetical protein
GBAEEAEJ_00025	CDS	705				hypothetical protein
GBAEEAEJ_00026	CDS	336	bla_2	3.5.2.6		Beta-lactamase OXA-18
GBAEEAEJ_00027	CDS	360	bla_3	3.5.2.6		Beta-lactamase OXA-18
GBAEEAEJ_00028	CDS	861	bla_4	3.5.2.6		Beta-lactamase TEM
GBAEEAEJ_00029	CDS	411				hypothetical protein
GBAEEAEJ_00030	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
GBAEEAEJ_00031	CDS	708			COG2200	putative signaling protein
GBAEEAEJ_00032	CDS	237				hypothetical protein
GBAEEAEJ_00033	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
GBAEEAEJ_00034	CDS	1695	merA	1.16.1.1		Mercuric reductase
GBAEEAEJ_00035	CDS	423	merC			Mercuric transport protein MerC
GBAEEAEJ_00036	CDS	378				hypothetical protein
GBAEEAEJ_00037	CDS	276				hypothetical protein
GBAEEAEJ_00038	CDS	711	recF			DNA replication and repair protein RecF
GBAEEAEJ_00039	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
GBAEEAEJ_00040	CDS	231	vapB		COG4456	Antitoxin VapB
GBAEEAEJ_00041	CDS	252				hypothetical protein
GBAEEAEJ_00042	CDS	309				hypothetical protein
GBAEEAEJ_00043	CDS	330				hypothetical protein
GBAEEAEJ_00044	CDS	399				hypothetical protein
GBAEEAEJ_00045	CDS	333				hypothetical protein
GBAEEAEJ_00046	CDS	783	xerD_2		COG4974	Tyrosine recombinase XerD
GBAEEAEJ_00047	CDS	249				hypothetical protein
GBAEEAEJ_00048	CDS	474				hypothetical protein
GBAEEAEJ_00049	CDS	1269				hypothetical protein
GBAEEAEJ_00050	CDS	3258	hsdR	3.1.21.3		Type-1 restriction enzyme R protein
GBAEEAEJ_00051	CDS	1317				hypothetical protein
GBAEEAEJ_00052	CDS	2028	hsdM	2.1.1.72	COG0286	Type I restriction enzyme EcoKI M protein
GBAEEAEJ_00053	CDS	174				hypothetical protein
GBAEEAEJ_00054	CDS	333				hypothetical protein
GBAEEAEJ_00055	CDS	975	virB		COG1475	Virulence regulon transcriptional activator VirB
GBAEEAEJ_00056	CDS	1206	parA			Plasmid partition protein A
GBAEEAEJ_00057	CDS	897	repA			Replication protein RepA
GBAEEAEJ_00058	CDS	1272	umuC		COG0389	Protein UmuC
GBAEEAEJ_00059	CDS	432	umuD	3.4.21.-	COG1974	Protein UmuD
GBAEEAEJ_00060	CDS	972	parM			Plasmid segregation protein ParM
GBAEEAEJ_00061	CDS	672				hypothetical protein
GBAEEAEJ_00062	CDS	231				hypothetical protein
GBAEEAEJ_00063	CDS	702	yhdJ	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
GBAEEAEJ_00064	CDS	222				hypothetical protein
GBAEEAEJ_00065	CDS	420				hypothetical protein
GBAEEAEJ_00066	CDS	768				hypothetical protein
GBAEEAEJ_00067	CDS	429	klcA			Antirestriction protein KlcA
GBAEEAEJ_00068	CDS	507				hypothetical protein
GBAEEAEJ_00069	CDS	192				hypothetical protein
GBAEEAEJ_00070	CDS	255	holE	2.7.7.7		DNA polymerase III subunit theta
GBAEEAEJ_00071	CDS	318				hypothetical protein
GBAEEAEJ_00072	CDS	228				hypothetical protein
GBAEEAEJ_00073	CDS	231				hypothetical protein
GBAEEAEJ_00074	CDS	1356				hypothetical protein
GBAEEAEJ_00075	CDS	564				hypothetical protein
GBAEEAEJ_00076	CDS	321				hypothetical protein
GBAEEAEJ_00077	CDS	513	ssb		COG0629	Single-stranded DNA-binding protein
GBAEEAEJ_00078	CDS	243				hypothetical protein
GBAEEAEJ_00079	CDS	2010	spo0C		COG1475	Chromosome-partitioning protein Spo0J
GBAEEAEJ_00080	CDS	432	psiB			Protein PsiB
GBAEEAEJ_00081	CDS	723				hypothetical protein
GBAEEAEJ_00082	CDS	357				hypothetical protein
GBAEEAEJ_00083	CDS	273				hypothetical protein
GBAEEAEJ_00084	CDS	351				hypothetical protein
GBAEEAEJ_00085	CDS	354				hypothetical protein
GBAEEAEJ_00086	CDS	348				hypothetical protein
GBAEEAEJ_00087	CDS	147				hypothetical protein
GBAEEAEJ_00088	CDS	834				hypothetical protein
GBAEEAEJ_00089	CDS	822				hypothetical protein
GBAEEAEJ_00090	CDS	315				hypothetical protein
GBAEEAEJ_00091	CDS	486				hypothetical protein
GBAEEAEJ_00092	CDS	399	traM			Relaxosome protein TraM
GBAEEAEJ_00093	CDS	687	traJ			Protein TraJ
GBAEEAEJ_00094	CDS	387	traY			Relaxosome protein TraY
GBAEEAEJ_00095	CDS	369	traA			Pilin
GBAEEAEJ_00096	CDS	306				hypothetical protein
GBAEEAEJ_00097	CDS	567				hypothetical protein
GBAEEAEJ_00098	CDS	741				hypothetical protein
GBAEEAEJ_00099	CDS	1425				hypothetical protein
GBAEEAEJ_00100	CDS	573	traV			Protein TraV
GBAEEAEJ_00101	CDS	411				hypothetical protein
GBAEEAEJ_00102	CDS	312				hypothetical protein
GBAEEAEJ_00103	CDS	390				hypothetical protein
GBAEEAEJ_00104	CDS	393				hypothetical protein
GBAEEAEJ_00105	CDS	2640	traC			Protein TraC
GBAEEAEJ_00106	CDS	390				hypothetical protein
GBAEEAEJ_00107	CDS	627				hypothetical protein
GBAEEAEJ_00108	CDS	390				hypothetical protein
GBAEEAEJ_00109	CDS	990				hypothetical protein
GBAEEAEJ_00110	CDS	639				hypothetical protein
GBAEEAEJ_00111	CDS	1956				hypothetical protein
