locus_tag	ftype	length_bp	gene	EC_number	COG	product
LKPMHPMM_00001	CDS	846	pir			PI protein
LKPMHPMM_00002	CDS	438				hypothetical protein
LKPMHPMM_00003	CDS	357				hypothetical protein
LKPMHPMM_00004	CDS	978				hypothetical protein
LKPMHPMM_00005	CDS	282				hypothetical protein
LKPMHPMM_00006	CDS	663				Iron-sulfur cluster carrier protein
LKPMHPMM_00007	CDS	648	bin3			Putative transposon Tn552 DNA-invertase bin3
LKPMHPMM_00008	CDS	258				hypothetical protein
LKPMHPMM_00009	CDS	1320				hypothetical protein
LKPMHPMM_00010	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
LKPMHPMM_00011	CDS	339				hypothetical protein
LKPMHPMM_00012	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
LKPMHPMM_00013	CDS	1026				hypothetical protein
LKPMHPMM_00014	CDS	3030				hypothetical protein
LKPMHPMM_00015	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
LKPMHPMM_00016	CDS	285				hypothetical protein
LKPMHPMM_00017	CDS	486				hypothetical protein
LKPMHPMM_00018	CDS	765				hypothetical protein
LKPMHPMM_00019	CDS	495				hypothetical protein
LKPMHPMM_00020	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
LKPMHPMM_00021	CDS	348	emrE		COG2076	Multidrug transporter EmrE
LKPMHPMM_00022	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
LKPMHPMM_00023	CDS	1014	xerD_2		COG4974	Tyrosine recombinase XerD
LKPMHPMM_00024	CDS	270				hypothetical protein
LKPMHPMM_00025	CDS	456	hns			DNA-binding protein H-NS
LKPMHPMM_00026	CDS	210	hha			Hemolysin expression-modulating protein Hha
LKPMHPMM_00027	CDS	2322	topB	5.99.1.2	COG0550	DNA topoisomerase 3
LKPMHPMM_00028	CDS	396				hypothetical protein
LKPMHPMM_00029	CDS	591				hypothetical protein
LKPMHPMM_00030	CDS	393				hypothetical protein
LKPMHPMM_00031	CDS	468	yhcR	3.1.31.-	COG0737	Endonuclease YhcR
LKPMHPMM_00032	CDS	345				hypothetical protein
LKPMHPMM_00033	CDS	339				hypothetical protein
LKPMHPMM_00034	CDS	396				hypothetical protein
LKPMHPMM_00035	CDS	1836	virD4			Protein VirD4
LKPMHPMM_00036	CDS	1044	ptlH		COG0630	Type IV secretion system protein PtlH
LKPMHPMM_00037	CDS	1212				Type IV secretion system protein virB10
LKPMHPMM_00038	CDS	930	virB9			Type IV secretion system protein virB9
LKPMHPMM_00039	CDS	729	ptlE		COG3736	Type IV secretion system protein PtlE
LKPMHPMM_00040	CDS	1056				hypothetical protein
LKPMHPMM_00041	CDS	255				hypothetical protein
LKPMHPMM_00042	CDS	735				hypothetical protein
LKPMHPMM_00043	CDS	2760	virB4			Type IV secretion system protein virB4
LKPMHPMM_00044	CDS	291				hypothetical protein
LKPMHPMM_00045	CDS	645	virB1			Type IV secretion system protein virB1
LKPMHPMM_00046	CDS	228				hypothetical protein
LKPMHPMM_00047	CDS	492	rfaH		COG0250	Transcription antitermination protein RfaH
LKPMHPMM_00048	CDS	1161				hypothetical protein
LKPMHPMM_00049	CDS	549				hypothetical protein
LKPMHPMM_00050	CDS	258				hypothetical protein
LKPMHPMM_00051	CDS	150				hypothetical protein
LKPMHPMM_00052	CDS	342				hypothetical protein
LKPMHPMM_00053	CDS	240				hypothetical protein
LKPMHPMM_00054	CDS	267				hypothetical protein
LKPMHPMM_00055	CDS	543				hypothetical protein
LKPMHPMM_00056	CDS	516	dnaJ			Chaperone protein DnaJ
