locus_tag	ftype	length_bp	gene	EC_number	COG	product
NJKADHJC_00001	CDS	993				hypothetical protein
NJKADHJC_00002	CDS	156				hypothetical protein
NJKADHJC_00003	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
NJKADHJC_00004	CDS	3030				hypothetical protein
NJKADHJC_00005	CDS	1026				hypothetical protein
NJKADHJC_00006	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
NJKADHJC_00007	CDS	882	bla_1	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
NJKADHJC_00008	CDS	1320				hypothetical protein
NJKADHJC_00009	CDS	1185				hypothetical protein
NJKADHJC_00010	CDS	213				hypothetical protein
NJKADHJC_00011	CDS	360				hypothetical protein
NJKADHJC_00012	CDS	360				hypothetical protein
NJKADHJC_00013	CDS	621	bin3			Putative transposon Tn552 DNA-invertase bin3
NJKADHJC_00014	CDS	2898				hypothetical protein
NJKADHJC_00015	CDS	705				hypothetical protein
NJKADHJC_00016	CDS	336	bla_2	3.5.2.6		Beta-lactamase OXA-18
NJKADHJC_00017	CDS	360	bla_3	3.5.2.6		Beta-lactamase OXA-18
NJKADHJC_00018	CDS	252	tnpR			Transposon Tn3 resolvase
NJKADHJC_00019	CDS	861	bla_4	3.5.2.6		Beta-lactamase TEM
NJKADHJC_00020	CDS	411				hypothetical protein
NJKADHJC_00021	CDS	1269	tnsB			Transposon Tn7 transposition protein TnsB
NJKADHJC_00022	CDS	708			COG2200	putative signaling protein
NJKADHJC_00023	CDS	237				hypothetical protein
NJKADHJC_00024	CDS	363	mta		COG0789	HTH-type transcriptional activator mta
NJKADHJC_00025	CDS	1695	merA	1.16.1.1		Mercuric reductase
NJKADHJC_00026	CDS	423	merC			Mercuric transport protein MerC
NJKADHJC_00027	CDS	378				hypothetical protein
NJKADHJC_00028	CDS	276				hypothetical protein
NJKADHJC_00029	CDS	711	recF			DNA replication and repair protein RecF
NJKADHJC_00030	CDS	417	vapC	3.1.-.-	COG1487	tRNA(fMet)-specific endonuclease VapC
NJKADHJC_00031	CDS	231	vapB		COG4456	Antitoxin VapB
NJKADHJC_00032	CDS	252				hypothetical protein
NJKADHJC_00033	CDS	309				hypothetical protein
NJKADHJC_00034	CDS	330				hypothetical protein
NJKADHJC_00035	CDS	357				hypothetical protein
NJKADHJC_00036	CDS	333				hypothetical protein
