locus_tag	ftype	length_bp	gene	EC_number	COG	product
MMPPDPNB_00001	CDS	222				hypothetical protein
MMPPDPNB_00002	CDS	189				hypothetical protein
MMPPDPNB_00003	CDS	255				hypothetical protein
MMPPDPNB_00004	CDS	546				hypothetical protein
MMPPDPNB_00005	CDS	390				hypothetical protein
MMPPDPNB_00006	CDS	561	pld	3.1.4.4		Phospholipase D
MMPPDPNB_00007	CDS	252				hypothetical protein
MMPPDPNB_00008	CDS	858				hypothetical protein
MMPPDPNB_00009	CDS	564	proQ		COG3109	RNA chaperone ProQ
MMPPDPNB_00010	CDS	612				hypothetical protein
MMPPDPNB_00011	CDS	957				hypothetical protein
MMPPDPNB_00012	CDS	1716	xerD_1		COG4974	Tyrosine recombinase XerD
MMPPDPNB_00013	CDS	396				hypothetical protein
MMPPDPNB_00014	CDS	495				hypothetical protein
MMPPDPNB_00015	CDS	327				hypothetical protein
MMPPDPNB_00016	CDS	1068				hypothetical protein
MMPPDPNB_00017	CDS	573				hypothetical protein
MMPPDPNB_00018	CDS	240	traQ_1			Protein TraQ
MMPPDPNB_00019	CDS	258				hypothetical protein
MMPPDPNB_00020	CDS	498				hypothetical protein
MMPPDPNB_00021	CDS	246				hypothetical protein
MMPPDPNB_00022	CDS	186				hypothetical protein
MMPPDPNB_00023	CDS	237				hypothetical protein
MMPPDPNB_00024	CDS	2007				hypothetical protein
MMPPDPNB_00025	CDS	639				hypothetical protein
MMPPDPNB_00026	CDS	993				hypothetical protein
MMPPDPNB_00027	CDS	627				hypothetical protein
MMPPDPNB_00028	CDS	390				hypothetical protein
MMPPDPNB_00029	CDS	2640	traC_1			Protein TraC
MMPPDPNB_00030	CDS	393				hypothetical protein
MMPPDPNB_00031	CDS	405				hypothetical protein
MMPPDPNB_00032	CDS	318				hypothetical protein
MMPPDPNB_00033	CDS	219				hypothetical protein
MMPPDPNB_00034	CDS	411				hypothetical protein
MMPPDPNB_00035	CDS	570	traV			Protein TraV
MMPPDPNB_00036	CDS	597				hypothetical protein
MMPPDPNB_00037	CDS	1425				hypothetical protein
MMPPDPNB_00038	CDS	741				hypothetical protein
MMPPDPNB_00039	CDS	567				hypothetical protein
MMPPDPNB_00040	CDS	306				hypothetical protein
MMPPDPNB_00041	CDS	369	traA			Pilin
MMPPDPNB_00042	CDS	432				hypothetical protein
MMPPDPNB_00043	CDS	393	traM			Relaxosome protein TraM
MMPPDPNB_00044	CDS	486				hypothetical protein
MMPPDPNB_00045	CDS	822				hypothetical protein
MMPPDPNB_00046	CDS	834				hypothetical protein
MMPPDPNB_00047	CDS	147				hypothetical protein
MMPPDPNB_00048	CDS	348				hypothetical protein
MMPPDPNB_00049	CDS	354				hypothetical protein
MMPPDPNB_00050	CDS	351				hypothetical protein
MMPPDPNB_00051	CDS	273				hypothetical protein
MMPPDPNB_00052	CDS	357				hypothetical protein
MMPPDPNB_00053	CDS	723				hypothetical protein
MMPPDPNB_00054	CDS	432	psiB			Protein PsiB
MMPPDPNB_00055	CDS	2010	spo0C		COG1475	Chromosome-partitioning protein Spo0J
MMPPDPNB_00056	CDS	243				hypothetical protein
MMPPDPNB_00057	CDS	513	ssb		COG0629	Single-stranded DNA-binding protein
