locus_tag	ftype	length_bp	gene	EC_number	COG	product
GJNPHCLJ_00001	CDS	675				hypothetical protein
GJNPHCLJ_00002	CDS	2550				hypothetical protein
GJNPHCLJ_00003	CDS	1269				hypothetical protein
GJNPHCLJ_00004	CDS	372				hypothetical protein
GJNPHCLJ_00005	CDS	1275				hypothetical protein
GJNPHCLJ_00006	CDS	411				hypothetical protein
GJNPHCLJ_00007	CDS	558	tnpR			Transposon Tn3 resolvase
GJNPHCLJ_00008	CDS	981				hypothetical protein
GJNPHCLJ_00009	CDS	651	bla_1	3.5.2.6		Beta-lactamase TEM
GJNPHCLJ_00010	CDS	882	bla_2	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
GJNPHCLJ_00011	CDS	981				hypothetical protein
GJNPHCLJ_00012	CDS	297				hypothetical protein
GJNPHCLJ_00013	CDS	156				hypothetical protein
GJNPHCLJ_00014	CDS	426	klcA			Antirestriction protein KlcA
GJNPHCLJ_00015	CDS	279				hypothetical protein
GJNPHCLJ_00016	CDS	561				hypothetical protein
GJNPHCLJ_00017	CDS	423				hypothetical protein
GJNPHCLJ_00018	CDS	321				hypothetical protein
GJNPHCLJ_00019	CDS	279				hypothetical protein
GJNPHCLJ_00020	CDS	2673	traI			Protein TraI
GJNPHCLJ_00021	CDS	321				hypothetical protein
GJNPHCLJ_00022	CDS	357				hypothetical protein
GJNPHCLJ_00023	CDS	684				hypothetical protein
GJNPHCLJ_00024	CDS	651				hypothetical protein
GJNPHCLJ_00025	CDS	723				hypothetical protein
GJNPHCLJ_00026	CDS	828		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
GJNPHCLJ_00027	CDS	192				hypothetical protein
GJNPHCLJ_00028	CDS	912	smc			Chromosome partition protein Smc
GJNPHCLJ_00029	CDS	162				hypothetical protein
GJNPHCLJ_00030	CDS	399	merR			Mercuric resistance operon regulatory protein
GJNPHCLJ_00031	CDS	177	merT_1			Mercuric transport protein MerT
GJNPHCLJ_00032	CDS	216	merT_2			Mercuric transport protein MerT
GJNPHCLJ_00033	CDS	276	merP			Mercuric transport protein periplasmic component
GJNPHCLJ_00034	CDS	213				hypothetical protein
GJNPHCLJ_00035	CDS	2994				hypothetical protein
GJNPHCLJ_00036	CDS	411				hypothetical protein
GJNPHCLJ_00037	CDS	240				hypothetical protein
GJNPHCLJ_00038	CDS	495	hin_1		COG1961	DNA-invertase hin
GJNPHCLJ_00039	CDS	2886				hypothetical protein
GJNPHCLJ_00040	CDS	615	hin_2		COG1961	DNA-invertase hin
GJNPHCLJ_00041	CDS	420	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
GJNPHCLJ_00042	CDS	837				hypothetical protein
GJNPHCLJ_00043	CDS	477				hypothetical protein
GJNPHCLJ_00044	CDS	1377				hypothetical protein
GJNPHCLJ_00045	CDS	387				hypothetical protein
GJNPHCLJ_00046	CDS	222				hypothetical protein
GJNPHCLJ_00047	CDS	639	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
GJNPHCLJ_00048	CDS	249				hypothetical protein
GJNPHCLJ_00049	CDS	513	paeR7IR	3.1.21.4		Type-2 restriction enzyme PaeR7I
GJNPHCLJ_00050	CDS	573				hypothetical protein
GJNPHCLJ_00051	CDS	969	corA		COG0598	Cobalt/magnesium transport protein CorA
GJNPHCLJ_00052	CDS	705	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
GJNPHCLJ_00053	CDS	540	msrA	1.8.4.11	COG0225	Peptide methionine sulfoxide reductase MsrA
GJNPHCLJ_00054	CDS	444	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
