locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAMMIPMG_00001	CDS	279				hypothetical protein
OAMMIPMG_00002	CDS	426	klcA			Antirestriction protein KlcA
OAMMIPMG_00003	CDS	156				hypothetical protein
OAMMIPMG_00004	CDS	297				hypothetical protein
OAMMIPMG_00005	CDS	981				hypothetical protein
OAMMIPMG_00006	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
OAMMIPMG_00007	CDS	981				hypothetical protein
OAMMIPMG_00008	CDS	558	tnpR			Transposon Tn3 resolvase
OAMMIPMG_00009	CDS	3006				hypothetical protein
OAMMIPMG_00010	CDS	174				hypothetical protein
OAMMIPMG_00011	CDS	519				hypothetical protein
OAMMIPMG_00012	CDS	360				hypothetical protein
OAMMIPMG_00013	CDS	432				hypothetical protein
OAMMIPMG_00014	CDS	981				hypothetical protein
OAMMIPMG_00015	CDS	360				hypothetical protein
OAMMIPMG_00016	CDS	525	dnaJ		COG0484	Chaperone protein DnaJ
OAMMIPMG_00017	CDS	543				hypothetical protein
OAMMIPMG_00018	CDS	246				hypothetical protein
OAMMIPMG_00019	CDS	222				hypothetical protein
OAMMIPMG_00020	CDS	282				hypothetical protein
OAMMIPMG_00021	CDS	213				hypothetical protein
OAMMIPMG_00022	CDS	261				hypothetical protein
OAMMIPMG_00023	CDS	138				hypothetical protein
OAMMIPMG_00024	CDS	225				hypothetical protein
OAMMIPMG_00025	CDS	276				hypothetical protein
OAMMIPMG_00026	CDS	267				hypothetical protein
OAMMIPMG_00027	CDS	555				hypothetical protein
OAMMIPMG_00028	CDS	1191				hypothetical protein
OAMMIPMG_00029	CDS	327				hypothetical protein
OAMMIPMG_00030	CDS	639	virB1			Type IV secretion system protein virB1
OAMMIPMG_00031	CDS	288				hypothetical protein
OAMMIPMG_00032	CDS	2760	virB4			Type IV secretion system protein virB4
OAMMIPMG_00033	CDS	702				hypothetical protein
OAMMIPMG_00034	CDS	258				hypothetical protein
OAMMIPMG_00035	CDS	1077				hypothetical protein
OAMMIPMG_00036	CDS	138				hypothetical protein
OAMMIPMG_00037	CDS	741	ptlE		COG3736	Type IV secretion system protein PtlE
OAMMIPMG_00038	CDS	921	virB9			Type IV secretion system protein virB9
OAMMIPMG_00039	CDS	1512			COG2948	Type IV secretion system protein virB10
OAMMIPMG_00040	CDS	1062				Type IV secretion system protein VirB11
OAMMIPMG_00041	CDS	1968	virD4			Protein VirD4
OAMMIPMG_00042	CDS	387				hypothetical protein
OAMMIPMG_00043	CDS	393				hypothetical protein
OAMMIPMG_00044	CDS	348				hypothetical protein
OAMMIPMG_00045	CDS	747				hypothetical protein
OAMMIPMG_00046	CDS	2400	topB	5.99.1.2	COG0550	DNA topoisomerase 3
OAMMIPMG_00047	CDS	210	ymoA			Modulating protein YmoA
OAMMIPMG_00048	CDS	471	hns			DNA-binding protein H-NS
OAMMIPMG_00049	CDS	645	minD		COG2894	Septum site-determining protein MinD
OAMMIPMG_00050	CDS	285				hypothetical protein
OAMMIPMG_00051	CDS	129				hypothetical protein
OAMMIPMG_00052	CDS	1908				hypothetical protein
OAMMIPMG_00053	CDS	561				hypothetical protein
