locus_tag	ftype	length_bp	gene	EC_number	COG	product
BMAEAACI_00001	CDS	756				hypothetical protein
BMAEAACI_00002	CDS	570				hypothetical protein
BMAEAACI_00003	CDS	258	pemI			Antitoxin PemI
BMAEAACI_00004	CDS	333	pemK	3.1.-.-		Endoribonuclease PemK
BMAEAACI_00005	CDS	276				hypothetical protein
BMAEAACI_00006	CDS	534				hypothetical protein
BMAEAACI_00007	CDS	705				hypothetical protein
BMAEAACI_00008	CDS	123				hypothetical protein
BMAEAACI_00009	CDS	876	bla_1	3.5.2.6		Beta-lactamase Toho-1
BMAEAACI_00010	CDS	969				hypothetical protein
BMAEAACI_00011	CDS	1026	fiu		COG4774	Catecholate siderophore receptor Fiu
BMAEAACI_00012	CDS	705				hypothetical protein
BMAEAACI_00013	CDS	576				hypothetical protein
BMAEAACI_00014	CDS	705				hypothetical protein
BMAEAACI_00015	CDS	723				hypothetical protein
BMAEAACI_00016	CDS	189				hypothetical protein
BMAEAACI_00017	CDS	516	tnpR_1			Transposon Tn3 resolvase
BMAEAACI_00018	CDS	861	bla_2	3.5.2.6		Beta-lactamase TEM
BMAEAACI_00019	CDS	756	rmtB	2.1.1.179		16S rRNA (guanine(1405)-N(7))-methyltransferase
BMAEAACI_00020	CDS	282				hypothetical protein
BMAEAACI_00021	CDS	705				hypothetical protein
BMAEAACI_00022	CDS	237				hypothetical protein
BMAEAACI_00023	CDS	282				hypothetical protein
BMAEAACI_00024	CDS	354	stbB			Protein StbB
BMAEAACI_00025	CDS	963	parM_1			Plasmid segregation protein ParM
BMAEAACI_00026	CDS	426				hypothetical protein
BMAEAACI_00027	CDS	684	yhdJ_1	2.1.1.72	COG0863	DNA adenine methyltransferase YhdJ
BMAEAACI_00028	CDS	222				hypothetical protein
BMAEAACI_00029	CDS	435				hypothetical protein
BMAEAACI_00030	CDS	777				hypothetical protein
BMAEAACI_00031	CDS	426	klcA_1			Antirestriction protein KlcA
BMAEAACI_00032	CDS	423				hypothetical protein
BMAEAACI_00033	CDS	192				hypothetical protein
