locus_tag	ftype	length_bp	gene	EC_number	COG	product
BFEKKPOO_00001	CDS	372				hypothetical protein
BFEKKPOO_00002	CDS	1269				hypothetical protein
BFEKKPOO_00003	CDS	162				hypothetical protein
BFEKKPOO_00004	CDS	405				hypothetical protein
BFEKKPOO_00005	CDS	783	corA		COG0598	Cobalt/magnesium transport protein CorA
BFEKKPOO_00006	CDS	705	yfcG	1.8.4.-	COG0625	Disulfide-bond oxidoreductase YfcG
BFEKKPOO_00007	CDS	540	msrA3	1.8.4.11		Peptide methionine sulfoxide reductase MsrA 3
BFEKKPOO_00008	CDS	324	msrB	1.8.4.12		Peptide methionine sulfoxide reductase MsrB
BFEKKPOO_00009	CDS	396				hypothetical protein
BFEKKPOO_00010	CDS	168				hypothetical protein
BFEKKPOO_00011	CDS	639	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
BFEKKPOO_00012	CDS	222				hypothetical protein
BFEKKPOO_00013	CDS	387				hypothetical protein
BFEKKPOO_00014	CDS	1377				hypothetical protein
BFEKKPOO_00015	CDS	1716	xerD		COG4974	Tyrosine recombinase XerD
BFEKKPOO_00016	CDS	3030				hypothetical protein
BFEKKPOO_00017	CDS	1026				hypothetical protein
BFEKKPOO_00018	CDS	780				Insertion sequence IS5376 putative ATP-binding protein
BFEKKPOO_00019	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
BFEKKPOO_00020	CDS	1317				hypothetical protein
BFEKKPOO_00021	CDS	306				hypothetical protein
BFEKKPOO_00022	CDS	948	smc			Chromosome partition protein Smc
BFEKKPOO_00023	CDS	192				hypothetical protein
BFEKKPOO_00024	CDS	828		3.1.-.-	COG0322	Putative bifunctional exonuclease/endonuclease protein
BFEKKPOO_00025	CDS	729				hypothetical protein
BFEKKPOO_00026	CDS	651				hypothetical protein
BFEKKPOO_00027	CDS	684				hypothetical protein
BFEKKPOO_00028	CDS	357				hypothetical protein
BFEKKPOO_00029	CDS	321				hypothetical protein
BFEKKPOO_00030	CDS	2673	traI			Protein TraI
BFEKKPOO_00031	CDS	279				hypothetical protein
BFEKKPOO_00032	CDS	321				hypothetical protein
BFEKKPOO_00033	CDS	423				hypothetical protein
BFEKKPOO_00034	CDS	804				hypothetical protein
BFEKKPOO_00035	CDS	606	pinR	3.1.22.-	COG1961	Serine recombinase PinR
BFEKKPOO_00036	CDS	195				hypothetical protein
