locus_tag	ftype	length_bp	gene	EC_number	COG	product
KLIKKFNL_00001	CDS	297	higA-1		COG3093	Antitoxin HigA-1
KLIKKFNL_00002	CDS	1182				hypothetical protein
KLIKKFNL_00003	CDS	279				hypothetical protein
KLIKKFNL_00004	CDS	426	klcA			Antirestriction protein KlcA
KLIKKFNL_00005	CDS	156				hypothetical protein
KLIKKFNL_00006	CDS	297				hypothetical protein
KLIKKFNL_00007	CDS	981				hypothetical protein
KLIKKFNL_00008	CDS	882	bla	3.5.2.6		Carbapenem-hydrolyzing beta-lactamase KPC
KLIKKFNL_00009	CDS	765				hypothetical protein
KLIKKFNL_00010	CDS	1368				hypothetical protein
KLIKKFNL_00011	CDS	1176	ydhP		COG2814	Inner membrane transport protein YdhP
KLIKKFNL_00012	CDS	840	folP	2.5.1.15	COG0294	Dihydropteroate synthase
KLIKKFNL_00013	CDS	348	emrE		COG2076	Multidrug transporter EmrE
KLIKKFNL_00014	CDS	1014	xerD		COG4974	Tyrosine recombinase XerD
KLIKKFNL_00015	CDS	282				hypothetical protein
KLIKKFNL_00016	CDS	282	relE2		COG3668	Toxin RelE2
KLIKKFNL_00017	CDS	366				hypothetical protein
KLIKKFNL_00018	CDS	609				hypothetical protein
KLIKKFNL_00019	CDS	234				hypothetical protein
KLIKKFNL_00020	CDS	258				hypothetical protein
KLIKKFNL_00021	CDS	1662				hypothetical protein
KLIKKFNL_00022	CDS	267				hypothetical protein
KLIKKFNL_00023	CDS	786				hypothetical protein
KLIKKFNL_00024	CDS	1440	traI			Protein TraI
KLIKKFNL_00025	CDS	564	hin_1		COG1961	DNA-invertase hin
KLIKKFNL_00026	CDS	309				hypothetical protein
KLIKKFNL_00027	CDS	1476				hypothetical protein
KLIKKFNL_00028	CDS	315				hypothetical protein
KLIKKFNL_00029	CDS	330				hypothetical protein
KLIKKFNL_00030	CDS	633	soj	3.6.-.-	COG1192	Chromosome-partitioning ATPase Soj
KLIKKFNL_00031	CDS	672				hypothetical protein
KLIKKFNL_00032	CDS	678	traD			Protein TraD
KLIKKFNL_00033	CDS	837				hypothetical protein
KLIKKFNL_00034	CDS	420	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
KLIKKFNL_00035	CDS	528	hin_2		COG1961	DNA-invertase hin
KLIKKFNL_00036	CDS	765				hypothetical protein
KLIKKFNL_00037	CDS	480	tnpR			Transposon Tn3 resolvase
KLIKKFNL_00038	CDS	795	bin3			Putative transposon Tn552 DNA-invertase bin3
KLIKKFNL_00039	CDS	705				hypothetical protein
