locus_tag	ftype	length_bp	gene	EC_number	COG	product
DKOPGMLB_00001	CDS	765				hypothetical protein
DKOPGMLB_00002	CDS	285				hypothetical protein
DKOPGMLB_00003	CDS	474	dhfrI	1.5.1.3		Dihydrofolate reductase type 1
DKOPGMLB_00004	CDS	1014	xerD_1		COG4974	Tyrosine recombinase XerD
DKOPGMLB_00005	CDS	570	hin		COG1961	DNA-invertase hin
DKOPGMLB_00006	CDS	669				hypothetical protein
DKOPGMLB_00007	CDS	720	repE			Replication initiation protein
DKOPGMLB_00008	CDS	342				hypothetical protein
DKOPGMLB_00009	CDS	792				hypothetical protein
DKOPGMLB_00010	CDS	1266	umuC		COG0389	Protein UmuC
DKOPGMLB_00011	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
DKOPGMLB_00012	CDS	426	klcA			Antirestriction protein KlcA
DKOPGMLB_00013	CDS	405				hypothetical protein
DKOPGMLB_00014	CDS	240				hypothetical protein
DKOPGMLB_00015	CDS	156				hypothetical protein
DKOPGMLB_00016	CDS	546				hypothetical protein
DKOPGMLB_00017	CDS	180				hypothetical protein
DKOPGMLB_00018	CDS	321				hypothetical protein
DKOPGMLB_00019	CDS	345				hypothetical protein
DKOPGMLB_00020	CDS	369				hypothetical protein
DKOPGMLB_00021	CDS	717				hypothetical protein
DKOPGMLB_00022	CDS	420				hypothetical protein
DKOPGMLB_00023	CDS	417				hypothetical protein
DKOPGMLB_00024	CDS	1530	traD			Coupling protein TraD
DKOPGMLB_00025	CDS	3237	traI			Multifunctional conjugation protein TraI
DKOPGMLB_00026	CDS	366				hypothetical protein
DKOPGMLB_00027	CDS	429				hypothetical protein
DKOPGMLB_00028	CDS	705				hypothetical protein
DKOPGMLB_00029	CDS	1707				hypothetical protein
DKOPGMLB_00030	CDS	1005				hypothetical protein
DKOPGMLB_00031	CDS	177				hypothetical protein
DKOPGMLB_00032	CDS	816	folP	2.5.1.15	COG0294	Dihydropteroate synthase
DKOPGMLB_00033	CDS	804	neo	2.7.1.95		Aminoglycoside 3'-phosphotransferase
DKOPGMLB_00034	CDS	837				hypothetical protein
DKOPGMLB_00035	CDS	540				hypothetical protein
DKOPGMLB_00036	CDS	861	bla_1	3.5.2.6		Beta-lactamase TEM
DKOPGMLB_00037	CDS	252	tnpR_1			Transposon Tn3 resolvase
DKOPGMLB_00038	CDS	825	bla_2	3.5.2.6		Beta-lactamase OXA-18
DKOPGMLB_00039	CDS	777	ant1	2.7.7.47		Streptomycin 3''-adenylyltransferase
DKOPGMLB_00040	CDS	606	aacA4	2.3.1.82		Aminoglycoside N(6')-acetyltransferase type 1
