locus_tag	ftype	length_bp	gene	EC_number	COG	product
MFLMOPML_00001	CDS	570	hin		COG1961	DNA-invertase hin
MFLMOPML_00002	CDS	852				hypothetical protein
MFLMOPML_00003	CDS	1476	secA		COG0653	Protein translocase subunit SecA
MFLMOPML_00004	CDS	1164				hypothetical protein
MFLMOPML_00005	CDS	720	repE			Replication initiation protein
MFLMOPML_00006	CDS	342				hypothetical protein
MFLMOPML_00007	CDS	792				hypothetical protein
MFLMOPML_00008	CDS	1266	umuC		COG0389	Protein UmuC
MFLMOPML_00009	CDS	441	umuD	3.4.21.-	COG1974	Protein UmuD
MFLMOPML_00010	CDS	426	klcA			Antirestriction protein KlcA
MFLMOPML_00011	CDS	405				hypothetical protein
MFLMOPML_00012	CDS	240				hypothetical protein
MFLMOPML_00013	CDS	156				hypothetical protein
MFLMOPML_00014	CDS	546				hypothetical protein
MFLMOPML_00015	CDS	297				hypothetical protein
MFLMOPML_00016	CDS	360				hypothetical protein
MFLMOPML_00017	CDS	285				hypothetical protein
MFLMOPML_00018	CDS	333				hypothetical protein
MFLMOPML_00019	CDS	108				hypothetical protein
MFLMOPML_00020	CDS	510				hypothetical protein
MFLMOPML_00021	CDS	180				hypothetical protein
MFLMOPML_00022	CDS	345				hypothetical protein
MFLMOPML_00023	CDS	369				hypothetical protein
MFLMOPML_00024	CDS	717				hypothetical protein
MFLMOPML_00025	CDS	387				hypothetical protein
MFLMOPML_00026	CDS	417				hypothetical protein
MFLMOPML_00027	CDS	1530	traD			Coupling protein TraD
MFLMOPML_00028	CDS	3237	traI			Multifunctional conjugation protein TraI
MFLMOPML_00029	CDS	399				hypothetical protein
MFLMOPML_00030	CDS	291				hypothetical protein
MFLMOPML_00031	CDS	402				hypothetical protein
MFLMOPML_00032	CDS	336				hypothetical protein
MFLMOPML_00033	CDS	705				hypothetical protein
MFLMOPML_00034	CDS	342				hypothetical protein
MFLMOPML_00035	CDS	318				hypothetical protein
MFLMOPML_00036	CDS	354	arsR2		COG0640	Arsenic resistance transcriptional regulator ArsR2
MFLMOPML_00037	CDS	363	arsD			Arsenical resistance operon trans-acting repressor ArsD
MFLMOPML_00038	CDS	1752	arsA_1	3.6.3.16		Arsenical pump-driving ATPase
MFLMOPML_00039	CDS	1290	arsB		COG1055	Arsenical pump membrane protein
MFLMOPML_00040	CDS	426	arsC	1.20.4.1		Arsenate reductase
MFLMOPML_00041	CDS	405	arsA_2	3.6.3.16		Arsenical pump-driving ATPase
MFLMOPML_00042	CDS	573	tnpR			Transposon Tn3 resolvase
MFLMOPML_00043	CDS	3009				hypothetical protein
